cluster.index	parent.mass	number.of.spectra	RTMean	sum.precursor.intensity.	LibraryID	SpectrumID	Smiles	INCHI	ProteoSAFeClusterLink	MetFragScore	MetFragSMILES	MetFragID	FusionScore	FusionSMILES	FusionID	ConsensusScore	ConsensusSMILES	ConsensusID
216775	287.126	6	520.11267	23828	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=216775&show=true	"1.00000000,0.09696033"	"O=C(NNCNNC(=O)C1=CC=NC=C1)C1=CC=NC=C1,CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"	"DTXSID9046239,DTXSID0022436"				"1,0.323"	"O=C(NNCNNC(=O)C1=CC=NC=C1)C1=CC=NC=C1,CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"	"DTXSID9046239,DTXSID0022436"
217753	288.085	21	230.47657	1534940	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217753&show=true									
217764	288.088	2	230.396	0	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217764&show=true									
217778	288.12	8	207.1775	774131	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217778&show=true									
217803	288.144	10	253.0901	137638	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217803&show=true									
217813	288.144	8	253.13725	92810.2	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217813&show=true									
217882	289.036	138	84.44297	15399800	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217882&show=true									
217883	289.037	36	87.78789	4087480	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217883&show=true	1	CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O	DTXSID8020331				1	CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O	DTXSID8020331
217941	289.033	2	84.012	17907.8	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217941&show=true									
217990	289.034	2	89.35	81316.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217990&show=true									
217991	289.034	2	94.832	89983.4	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=217991&show=true									
218086	289.038	2	80.6455	0	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218086&show=true	1	CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O	DTXSID8020331				1	CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O	DTXSID8020331
218094	289.038	2	83.652	204502	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218094&show=true	1	CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O	DTXSID8020331				1	CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O	DTXSID8020331
218250	289.216	5	1132.536	17537.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218250&show=true	"1.0000000,0.9544752"	"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C"	"DTXSID8022371,DTXSID4020379"				"1,0.953"	"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C"	"DTXSID8022371,DTXSID4020379"
218251	289.216	2	1187.39	6734.64	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218251&show=true	"1.0000000,0.9849826"	"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C"	"DTXSID8022371,DTXSID4020379"				"1,0.764"	"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O"	"DTXSID4020379,DTXSID8022371"
218383	290.174	13	276.06946	1499350	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218383&show=true	1	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1	DTXSID4020113				1	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1	DTXSID4020113
218385	290.967	23	40.88296	5449270	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218385&show=true									
218401	291.035	20	267.60745	2303050	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218401&show=true									
218410	291.052	12	69.87583	1790850	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218410&show=true									
218424	291.052	15	68.20433	1888070	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218424&show=true									
218639	291.156	33	356.39539	2258400	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218639&show=true									
218640	291.156	19	358.46779	1294880	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218640&show=true									
218809	292.06	2	80.6505	0	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218809&show=true									
218810	292.065	9	87.37033	2369070	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218810&show=true									
218811	292.077	20	44.4603	138994	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218811&show=true									
218905	292.189	45	722.99433	1072950	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=218905&show=true	1	CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	DTXSID3048528				1	CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	DTXSID3048528
219189	292.962	15	40.52633	2967400	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219189&show=true									
219219	293.012	22	469.30191	908655	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219219&show=true	0	CCOP(=S)(OCC)SCS(=O)(=O)CC	DTXSID6042282						
219278	293.101	2	314.359	13083.5	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219278&show=true									
219279	293.134	6	226.91833	318997	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219279&show=true									
219281	293.14	2	234.145	0	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219281&show=true									
219283	293.148	43	55.79698	7909690	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219283&show=true									
219355	293.172	63	276.699	4166110	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219355&show=true									
219356	293.174	414	297.92787	48015100	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219356&show=true									
219360	293.172	4	291.31275	411623	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219360&show=true									
219375	293.176	54	307.27696	7415010	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219375&show=true									
219377	293.169	2	291.467	126689	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219377&show=true									
219396	293.17	2	290.998	14937.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219396&show=true									
219421	293.17	2	275.377	101251	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219421&show=true									
219422	293.17	2	315.472	29906.5	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219422&show=true									
219443	293.17	2	315.972	77751.9	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219443&show=true									
219447	293.171	2	293.016	158548	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219447&show=true									
219448	293.171	2	307.049	48310.4	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219448&show=true									
219460	293.172	9	291.46356	432802	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219460&show=true									
219461	293.171	3	315.483	122912	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219461&show=true									
219489	293.174	4	280.6575	369646	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219489&show=true									
219513	293.172	10	316.1422	565080	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219513&show=true									
219520	293.172	2	292.414	83885.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219520&show=true									
219570	293.173	2	278.604	78010.5	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219570&show=true									
219571	293.173	2	284.224	54363.8	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219571&show=true									
219572	293.173	2	316.225	144954	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219572&show=true									
219611	293.174	2	280.578	176324	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219611&show=true									
219645	293.176	9	292.56156	1097410	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219645&show=true									
219703	293.175	2	286.597	334050	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219703&show=true									
219705	293.175	2	298.335	230177	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219705&show=true									
219713	293.176	2	294.3985	0	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219713&show=true									
219715	293.176	2	292.683	193893	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219715&show=true									
219720	293.176	2	286.541	335564	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219720&show=true									
219739	293.177	2	287.419	330947	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=219739&show=true									
220110	293.248	79	934.46822	227873	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220110&show=true	1	CC\\C=C/C\\C=C/C\\C=C/CCCCCCCC(=O)OC	DTXSID5041560				1	CC\\C=C/C\\C=C/C\\C=C/CCCCCCCC(=O)OC	DTXSID5041560
220166	294.043	56	225.87371	5641010	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220166&show=true									
220189	294.05	3	433.769	14963	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220189&show=true									
220190	294.05	25	496.0028	325302	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220190&show=true									
220191	294.05	14	495.52229	103945	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220191&show=true									
220194	294.05	2	432.31	7869.93	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220194&show=true									
220211	294.9	11	40.01909	1033770	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220211&show=true									
220212	294.899	14	40.3665	865867	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220212&show=true									
220309	295.028	4	218.513	234023	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220309&show=true	1	ClC1=CC=C(CC2C(=O)N=C3SCCN3C2=O)C=C1	DTXSID2046208						
220358	295.101	23	287.658	1660250	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220358&show=true									
220359	295.101	23	284.07839	1623660	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220359&show=true									
220361	295.1	6	284.378	307862	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220361&show=true									
220368	295.102	13	288.57815	1141240	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220368&show=true									
220369	295.098	2	284.236	73552.5	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220369&show=true									
220371	295.098	2	283.656	58509.7	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220371&show=true									
220375	295.099	2	287.325	34827.6	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220375&show=true									
220379	295.102	5	289.1608	443104	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220379&show=true									
220382	295.099	2	287.44	192035	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220382&show=true									
220386	295.099	2	283.9	59019.2	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220386&show=true									
220392	295.104	5	286.1378	556130	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220392&show=true									
220393	295.1	2	288.127	103339	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220393&show=true									
220394	295.101	2	283.538	122274	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220394&show=true									
220395	295.101	2	283.267	148247	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220395&show=true									
220396	295.108	45	110.09631	9819850	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220396&show=true									
220405	295.102	2	284.029	132608	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220405&show=true									
220414	295.104	2	288.983	305096	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220414&show=true									
220416	295.104	2	289.547	165652	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220416&show=true									
220418	295.107	31	118.49774	5118600	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220418&show=true									
220482	295.151	26	295.58985	1750600	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220482&show=true									
220509	295.164	26	301.89273	294403	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220509&show=true	1	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	DTXSID2023725				1	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	DTXSID2023725
220511	295.164	9	320.94089	49367.2	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220511&show=true	1	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	DTXSID2023725				1	COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1	DTXSID2023725
220546	295.186	24	303.03888	3369110	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220546&show=true									
220675	295.225	65	353.27688	6950660	"9-hydroxy-10,12-octadecadienoicacid"	CCMSLIB00004692306		"InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14,17,19H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6+,14-11+"	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220675&show=true	1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	DTXSID3075044				1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	DTXSID3075044
221677	295.263	2	1160.55	4082.37	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221677&show=true	1	CCCCC\\C=C/C\\C=C/CCCCCCCC(=O)OC	DTXSID7020843						
221835	296.147	22	363.79677	255442	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221835&show=true	1	CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2	DTXSID6023490				1	CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2	DTXSID6023490
221836	296.147	11	364.54227	65385.9	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221836&show=true	1	CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2	DTXSID6023490				1	CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2	DTXSID6023490
221841	296.295	25	1107.546	235282	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221841&show=true	1	CCCCCCCCCCCCCCCCCCN=C=O	DTXSID3038727				1	CCCCCCCCCCCCCCCCCCN=C=O	DTXSID3038727
221842	296.295	15	1091.99733	66988.2	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221842&show=true	1	CCCCCCCCCCCCCCCCCCN=C=O	DTXSID3038727				1	CCCCCCCCCCCCCCCCCCN=C=O	DTXSID3038727
221895	296.883	26	153.09277	8249080	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221895&show=true									
221897	296.883	56	152.77221	17863800	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221897&show=true									
221900	296.883	20	144.68355	5858900	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221900&show=true									
221996	297.005	26	132.46458	5567660	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=221996&show=true									
222040	297.042	61	224.83984	6484170	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222040&show=true									
222107	297.039	2	209.178	99632.9	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222107&show=true									
222112	297.039	2	267.734	89630.8	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222112&show=true									
222114	297.039	2	211.968	30335.7	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222114&show=true									
222119	297.043	3	272.05967	326676	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222119&show=true									
222125	297.039	2	209.274	100997	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222125&show=true									
222136	297.041	3	271.16933	303424	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222136&show=true									
222155	297.041	2	212.259	95251.8	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222155&show=true									
222252	297.046	15	1057.84527	22722.1	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222252&show=true									
222255	297.046	39	1066.14864	162374	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222255&show=true									
222266	297.046	20	1079.781	130909	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222266&show=true									
222474	297.107	39	595.75946	369449	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=222474&show=true	1	CCCCCCCCCCCCI	DTXSID1049302				1	CCCCCCCCCCCCI	DTXSID1049302
225824	297.279	5	1135.232	26383.6	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=225824&show=true	"1.0000000,0.8608493"	"CCCCCCCC\\C=C/CCCCCCCC(=O)OC,CCCCCCCCCCCCCCCOC(=O)C(C)=C"	"DTXSID5025811,DTXSID4029276"				"1,0.866"	"CCCCCCCC\\C=C/CCCCCCCC(=O)OC,CCCCCCCCCCCCCCCOC(=O)C(C)=C"	"DTXSID5025811,DTXSID4029276"
225866	297.279	2	1037.93	3906.04	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=225866&show=true	"1.0000000,0.7704961"	"CCCCCCCC\\C=C/CCCCCCCC(=O)OC,CCCCCCCCCCCCCCCOC(=O)C(C)=C"	"DTXSID5025811,DTXSID4029276"						
225867	297.279	2	1072.27	13407.9	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=225867&show=true	"1.0000000,0.7068559"	"CCCCCCCC\\C=C/CCCCCCCC(=O)OC,CCCCCCCCCCCCCCCOC(=O)C(C)=C"	"DTXSID5025811,DTXSID4029276"				"1,0.731"	"CCCCCCCC\\C=C/CCCCCCCC(=O)OC,CCCCCCCCCCCCCCCOC(=O)C(C)=C"	"DTXSID5025811,DTXSID4029276"
225993	298.141	18	271.57528	1459440	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=225993&show=true									
225997	298.142	14	269.302	1335010	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=225997&show=true									
226027	298.143	20	271.7561	2072630	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=226027&show=true									
226078	298.161	41	255.33663	324296	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=226078&show=true									
226085	298.16	3	255.466	19826.3	N/A				https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=226085&show=true									
