cluster.index20	cluster.index21	ConsensusSMILES20	ConsensusSMILES21	LibraryID20	LibraryID21	number.of.spectra20	number.of.spectra21	INCHI20	INCHI21	FusionID20	FusionID21	sum.precursor.intensity.20	sum.precursor.intensity.21	FusionScore20	FusionScore21	ConsensusID20	ConsensusID21	parent.mass20	parent.mass21	MetFragID20	MetFragID21	RTMean20	RTMean21	ProteoSAFeClusterLink20	ProteoSAFeClusterLink21	Smiles20	Smiles21	MetFragSMILES20	MetFragSMILES21	MetFragScore20	MetFragScore21	SpectrumID20	SpectrumID21	ConsensusScore20	ConsensusScore21	FusionSMILES20	FusionSMILES21
220546	107957		CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	24	1					3369110	453907.13				DTXSID3075044	295.2	295.2		DTXSID3075044	303.03888	12.1479	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220546&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22107957%22%2C%22main.cluster%20index_upperinput%22%3A%22107957%22%7D				CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		1				1		
220546	206784		CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	N/A	N/A	24	1					3369110	726202.85				DTXSID3075044	295.2	295.2		DTXSID3075044	303.03888	12.4877	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220546&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206784%22%2C%22main.cluster%20index_upperinput%22%3A%22206784%22%7D				CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		1				1		
220675	470	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	9-hydroxy-10--12-octadecadienoicacid	N/A	65	2	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6--8--11--14--17--19H--2-5--7--9-10--12-13--15-16H2--1H3--(H--20--21)/b8-6+--14-11+				6950660	951435.94			DTXSID3075044	DTXSID3075044	295.2	295.2	DTXSID3075044	DTXSID3075044	353.27688	11.8781	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220675&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22470%22%2C%22main.cluster%20index_upperinput%22%3A%22470%22%7D			CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1	CCMSLIB00004692306		1	1		
220675	107957	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	9-hydroxy-10--12-octadecadienoicacid	N/A	65	1	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6--8--11--14--17--19H--2-5--7--9-10--12-13--15-16H2--1H3--(H--20--21)/b8-6+--14-11+				6950660	453907.13			DTXSID3075044	DTXSID3075044	295.2	295.2	DTXSID3075044	DTXSID3075044	353.27688	12.1479	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220675&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22107957%22%2C%22main.cluster%20index_upperinput%22%3A%22107957%22%7D			CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1	CCMSLIB00004692306		1	1		
220675	206784	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	9-hydroxy-10--12-octadecadienoicacid	N/A	65	1	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6--8--11--14--17--19H--2-5--7--9-10--12-13--15-16H2--1H3--(H--20--21)/b8-6+--14-11+				6950660	726202.85			DTXSID3075044	DTXSID3075044	295.2	295.2	DTXSID3075044	DTXSID3075044	353.27688	12.4877	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220675&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206784%22%2C%22main.cluster%20index_upperinput%22%3A%22206784%22%7D			CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	1	CCMSLIB00004692306		1	1		
234292	41645	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					129627	69660.80			DTXSID9044829--DTXSID8020911--DTXSID80322616	DTXSID7044972	311.2	311.2	DTXSID9044829--DTXSID8020911--DTXSID80322616	DTXSID7044972	344.114	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234292&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1.0000000--0.8220615--0.6601545	1			1--0.83--0.674	1		
234292	75939	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					129627	67701.46			DTXSID9044829--DTXSID8020911--DTXSID80322616	DTXSID7044972	311.2	311.2	DTXSID9044829--DTXSID8020911--DTXSID80322616	DTXSID7044972	344.114	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234292&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1.0000000--0.8220615--0.6601545	1			1--0.83--0.674	1		
234292	108549	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	3					129627	216019.93			DTXSID9044829--DTXSID8020911--DTXSID80322616	DTXSID7044972	311.2	311.2	DTXSID9044829--DTXSID8020911--DTXSID80322616	DTXSID7044972	344.114	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234292&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1.0000000--0.8220615--0.6601545	1			1--0.83--0.674	1		
234826	41645	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					97113.1	69660.80			DTXSID8020911--DTXSID9044829--DTXSID80322616	DTXSID7044972	311.2	311.2	DTXSID8020911--DTXSID9044829--DTXSID80322616	DTXSID7044972	334.515	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234826&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1.0000000--0.9639936--0.0000000	1			1--0.961--0.038	1		
234826	75939	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					97113.1	67701.46			DTXSID8020911--DTXSID9044829--DTXSID80322616	DTXSID7044972	311.2	311.2	DTXSID8020911--DTXSID9044829--DTXSID80322616	DTXSID7044972	334.515	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234826&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1.0000000--0.9639936--0.0000000	1			1--0.961--0.038	1		
234826	108549	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	3					97113.1	216019.93			DTXSID8020911--DTXSID9044829--DTXSID80322616	DTXSID7044972	311.2	311.2	DTXSID8020911--DTXSID9044829--DTXSID80322616	DTXSID7044972	334.515	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234826&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1.0000000--0.9639936--0.0000000	1			1--0.961--0.038	1		
237645	41645	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	83	1					7574140	69660.80			DTXSID7044972	DTXSID7044972	311.2	311.2	DTXSID7044972	DTXSID7044972	299.96055	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237645&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	1			1	1		
237645	75939	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	83	1					7574140	67701.46			DTXSID7044972	DTXSID7044972	311.2	311.2	DTXSID7044972	DTXSID7044972	299.96055	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237645&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	1			1	1		
237645	108549	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	83	3					7574140	216019.93			DTXSID7044972	DTXSID7044972	311.2	311.2	DTXSID7044972	DTXSID7044972	299.96055	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237645&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	1			1	1		
237656	41645	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	62	1					5914580	69660.80			DTXSID7044972	DTXSID7044972	311.2	311.2	DTXSID7044972	DTXSID7044972	327.72771	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237656&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	1			1	1		
237656	75939	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	62	1					5914580	67701.46			DTXSID7044972	DTXSID7044972	311.2	311.2	DTXSID7044972	DTXSID7044972	327.72771	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237656&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	1			1	1		
237656	108549	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	62	3					5914580	216019.93			DTXSID7044972	DTXSID7044972	311.2	311.2	DTXSID7044972	DTXSID7044972	327.72771	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237656&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	1			1	1		
237679	41645		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	4	1					154361	69660.80				DTXSID7044972	311.2	311.2		DTXSID7044972	308.3825	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237679&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237679	75939		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	4	1					154361	67701.46				DTXSID7044972	311.2	311.2		DTXSID7044972	308.3825	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237679&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237679	108549		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	4	3					154361	216019.93				DTXSID7044972	311.2	311.2		DTXSID7044972	308.3825	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237679&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237709	41645		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					98689.5	69660.80				DTXSID7044972	311.2	311.2		DTXSID7044972	299.302	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237709&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237709	75939		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					98689.5	67701.46				DTXSID7044972	311.2	311.2		DTXSID7044972	299.302	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237709&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237709	108549		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	3					98689.5	216019.93				DTXSID7044972	311.2	311.2		DTXSID7044972	299.302	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237709&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237762	41645		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	10	1					869498	69660.80				DTXSID7044972	311.2	311.2		DTXSID7044972	318.9772	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237762&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237762	75939		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	10	1					869498	67701.46				DTXSID7044972	311.2	311.2		DTXSID7044972	318.9772	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237762&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237762	108549		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	10	3					869498	216019.93				DTXSID7044972	311.2	311.2		DTXSID7044972	318.9772	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237762&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237805	41645		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					91089.3	69660.80				DTXSID7044972	311.2	311.2		DTXSID7044972	319.201	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237805&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237805	75939		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					91089.3	67701.46				DTXSID7044972	311.2	311.2		DTXSID7044972	319.201	13.1933	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237805&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237805	108549		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	3					91089.3	216019.93				DTXSID7044972	311.2	311.2		DTXSID7044972	319.201	13.6985	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237805&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
237807	41645		CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	N/A	N/A	2	1					120935	69660.80				DTXSID7044972	311.2	311.2		DTXSID7044972	318.652	13.4329	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237807&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D				CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		1				1		
