LibraryID20	ConsensusSMILES20	MetFragScore20	ConsensusID20	FusionScore20	cluster.index20	parent.mass20	FusionID20	RTMean20	sum.precursor.intensity.20	MetFragID20	Smiles20	number.of.spectra20	MetFragSMILES20	INCHI20	ProteoSAFeClusterLink20	FusionSMILES20	SpectrumID20	ConsensusScore20/tLibraryID21	ConsensusSMILES21	MetFragScore21	ConsensusID21	FusionScore21	cluster.index21	parent.mass21	FusionID21	RTMean21	sum.precursor.intensity.21	MetFragID21	Smiles21	number.of.spectra21	MetFragSMILES21	INCHI21	ProteoSAFeClusterLink21	FusionSMILES21	SpectrumID21	ConsensusScore21
N/A					220546	295.2		303.03888	3369110			24			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220546&show=true				N/A	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		107957	295.2		12.1479	453907.13	DTXSID3075044		1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22107957%22%2C%22main.cluster%20index_upperinput%22%3A%22107957%22%7D			1
N/A					220546	295.2		303.03888	3369110			24			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220546&show=true				N/A	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		206784	295.2		12.4877	726202.85	DTXSID3075044		1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206784%22%2C%22main.cluster%20index_upperinput%22%3A%22206784%22%7D			1
9-hydroxy-10--12-octadecadienoicacid	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		220675	295.2		353.27688	6950660	DTXSID3075044		65	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6--8--11--14--17--19H--2-5--7--9-10--12-13--15-16H2--1H3--(H--20--21)/b8-6+--14-11+	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220675&show=true		CCMSLIB00004692306	1	N/A	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		470	295.2		11.8781	951435.94	DTXSID3075044		2	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22470%22%2C%22main.cluster%20index_upperinput%22%3A%22470%22%7D			1
9-hydroxy-10--12-octadecadienoicacid	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		220675	295.2		353.27688	6950660	DTXSID3075044		65	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6--8--11--14--17--19H--2-5--7--9-10--12-13--15-16H2--1H3--(H--20--21)/b8-6+--14-11+	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220675&show=true		CCMSLIB00004692306	1	N/A	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		107957	295.2		12.1479	453907.13	DTXSID3075044		1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22107957%22%2C%22main.cluster%20index_upperinput%22%3A%22107957%22%7D			1
9-hydroxy-10--12-octadecadienoicacid	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		220675	295.2		353.27688	6950660	DTXSID3075044		65	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6--8--11--14--17--19H--2-5--7--9-10--12-13--15-16H2--1H3--(H--20--21)/b8-6+--14-11+	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=220675&show=true		CCMSLIB00004692306	1	N/A	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	1	DTXSID3075044		206784	295.2		12.4877	726202.85	DTXSID3075044		1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22206784%22%2C%22main.cluster%20index_upperinput%22%3A%22206784%22%7D			1
N/A	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	1.0000000--0.8220615--0.6601545	DTXSID9044829--DTXSID8020911--DTXSID80322616		234292	311.2		344.114	129627	DTXSID9044829--DTXSID8020911--DTXSID80322616		2	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234292&show=true			1--0.83--0.674	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	1.0000000--0.8220615--0.6601545	DTXSID9044829--DTXSID8020911--DTXSID80322616		234292	311.2		344.114	129627	DTXSID9044829--DTXSID8020911--DTXSID80322616		2	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234292&show=true			1--0.83--0.674	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	1.0000000--0.8220615--0.6601545	DTXSID9044829--DTXSID8020911--DTXSID80322616		234292	311.2		344.114	129627	DTXSID9044829--DTXSID8020911--DTXSID80322616		2	COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234292&show=true			1--0.83--0.674	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	1.0000000--0.9639936--0.0000000	DTXSID8020911--DTXSID9044829--DTXSID80322616		234826	311.2		334.515	97113.1	DTXSID8020911--DTXSID9044829--DTXSID80322616		2	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234826&show=true			1--0.961--0.038	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	1.0000000--0.9639936--0.0000000	DTXSID8020911--DTXSID9044829--DTXSID80322616		234826	311.2		334.515	97113.1	DTXSID8020911--DTXSID9044829--DTXSID80322616		2	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234826&show=true			1--0.961--0.038	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1	1.0000000--0.9639936--0.0000000	DTXSID8020911--DTXSID9044829--DTXSID80322616		234826	311.2		334.515	97113.1	DTXSID8020911--DTXSID9044829--DTXSID80322616		2	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O--COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C--CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=234826&show=true			1--0.961--0.038	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237645	311.2		299.96055	7574140	DTXSID7044972		83	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237645&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237645	311.2		299.96055	7574140	DTXSID7044972		83	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237645&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237645	311.2		299.96055	7574140	DTXSID7044972		83	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237645&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237656	311.2		327.72771	5914580	DTXSID7044972		62	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237656&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237656	311.2		327.72771	5914580	DTXSID7044972		62	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237656&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237656	311.2		327.72771	5914580	DTXSID7044972		62	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237656&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A					237679	311.2		308.3825	154361			4			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237679&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A					237679	311.2		308.3825	154361			4			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237679&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A					237679	311.2		308.3825	154361			4			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237679&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A					237709	311.2		299.302	98689.5			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237709&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A					237709	311.2		299.302	98689.5			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237709&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A					237709	311.2		299.302	98689.5			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237709&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A					237762	311.2		318.9772	869498			10			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237762&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A					237762	311.2		318.9772	869498			10			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237762&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A					237762	311.2		318.9772	869498			10			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237762&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A					237805	311.2		319.201	91089.3			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237805&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A					237805	311.2		319.201	91089.3			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237805&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A					237805	311.2		319.201	91089.3			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237805&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A					237807	311.2		318.652	120935			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237807&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
