"","X","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","CV_N.CV_OW","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","select.for.fragmentation","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI","cvNvOW","sd_avg_N","sdN_GE_sdavg","Drug_UCSF_cond","ERactive_AUC_cond","of_interest_all","of_int_sd","of_interest_sum","of_interest_cat"
"201",993,"193.1226-550",6075,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"Isopentylbenzoate","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID8047185","DTXSID8047185","Isopentyl,benzoate",NA,"CC(C)CCOC(=O)c1ccccc1","3-methylbutyl benzoate","C12H16O2",192.1150298,"",192.1150298,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.631812626,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.153502,2.66658,3,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"202",994,"193.1226-550",1217,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"Benzyl3-methylbutanoate","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate",NA,"CC(C)CC(=O)OCc1ccccc1","benzyl 3-methylbutanoate","C12H16O2",192.1150298,"",192.1150298,"exposurepred","",NA,NA,NA,NA,NA,1,0.229403763,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"203",995,"193.1226-550",4674,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"2-Phenylethylbutanoate","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate",NA,"CCCC(=O)OCCc1ccccc1","2-phenylethyl butanoate","C12H16O2",192.1150298,"",192.1150298,"exposurepred","",NA,NA,NA,NA,NA,1,0.138989213,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"204",996,"193.1226-550",2419,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"Dimethylbenzylcarbinylacetate","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID3041877","DTXSID3041877","Dimethylbenzylcarbinyl,acetate",NA,"CC(=O)OC(C)(C)Cc1ccccc1","(2-methyl-1-phenylpropan-2-yl) acetate","C12H16O2",192.1150298,"",192.1150298,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.203029331,3.061711801,3,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"205",997,"193.1226-550",2637,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"3a45677a-Hexahydro-1H-47-methanoinden-5-ylacetate","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID3051917","DTXSID3051917","3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-5-yl,acetate",NA,"CC(=O)OC1CC2CC1C1C=CCC21","8-tricyclo[5.2.1.02,6]dec-4-enyl acetate","C12H16O2",192.1150298,"",192.1150298,"exposurepred","",NA,NA,NA,NA,NA,1,0.284097133,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"206",998,"193.1226-550",5277,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"2-Phenylethyl2-methylpropanoate","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID7044764","DTXSID7044764","2-Phenylethyl,2-methylpropanoate",NA,"CC(C)C(=O)OCCc1ccccc1","2-phenylethyl 2-methylpropanoate","C12H16O2",192.1150298,"",192.1150298,"exposurepred","",NA,NA,NA,NA,NA,1,0.142890721,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"207",999,"193.1226-550",4654,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"4-Methylphenyl3-methylbutanoate","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate",NA,"Cc1ccc(OC(=O)CC(C)C)cc1","(4-methylphenyl) 3-methylbutanoate","C12H16O2",192.1150298,"",192.1150298,"exposurepred","",NA,NA,NA,NA,NA,1,0.113730372,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"208",1000,"193.1226-550",387,193.1226,550,97.5,96.25,91.66666667,1.25,9182.156382,12589.70958,137.1105986,4945.259977,NA,6708.116828,7722.37061,115.119799,2782.852865,NA,1165.334269,1293.293618,110.9804845,551.9491394,NA,"1.191025347",2,10,"Multiple",193.1223058,1.52,"Ibufenac","C12H16O2",192.11503,"M+H",7945.136605,14.66726536,"DTXSID0044107","DTXSID0044107","Ibufenac",NA,"CC(C)Cc1ccc(CC(=O)O)cc1","2-[4-(2-methylpropyl)phenyl]acetic acid","C12H16O2",192.1150298,"",192.1150298,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.960043496,6.974063204,1,NA,NA,0,NA,0,"nurses1",0.71554659,0.239593684,2.986500219,0.003185827,1,0,"pos",1.19102534742959,118810.628730266,0,0,NA,0,0,0,0
"209",1039,"195.08859-235.8",1701,195.08859,235.8,100,100,100,0,9463622.575,7392839.571,78.11849545,7881225.934,5058548.148,7327589.689,6889934.869,94.02730176,4580442.445,2637871.425,21032.42172,13031.68033,61.95996118,19943.93504,16968.49991,"0.830806521",3,25233.64486,"Multiple",195.0876516,4.81,"13-Benzenedicarboxylicacid","C8H10N4O2",194.08038,"M+H",8395606.132,0.250517013,"DTXSID2038813","DTXSID2038813","1,3-Benzenedicarboxylic,acid",2,"NNC(=O)c1cccc(C(=O)NN)c1","benzene-1,3-dicarbohydrazide","C8H10N4O2",194.0803756,"",194.0803756,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.141249154,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.559683922,2.525196958,2,NA,NA,0,NA,0,"nurses1",0.980836446,0.350602964,2.797570324,0.005667895,1,0,"pos",0.830806520954877,118810.628730266,1,0,NA,0,1,1,1
"210",1040,"195.08859-235.8",21,195.08859,235.8,100,100,100,0,9463622.575,7392839.571,78.11849545,7881225.934,5058548.148,7327589.689,6889934.869,94.02730176,4580442.445,2637871.425,21032.42172,13031.68033,61.95996118,19943.93504,16968.49991,"0.830806521",3,25233.64486,"Multiple",195.0876516,4.81,"Caffeine","C8H10N4O2",194.08038,"M+H",8395606.132,0.250517013,"DTXSID0020232","DTXSID0020232","Caffeine",NA,"Cn1c(=O)c2c(ncn2C)n(C)c1=O","1,3,7-trimethylpurine-2,6-dione","C8H10N4O2",194.0803756,"",194.0803756,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.165114609,8.045154854,6,NA,NA,0,NA,0,"nurses1",0.980836446,0.350602964,2.797570324,0.005667895,1,0,"pos",0.830806520954877,118810.628730266,1,1,NA,1,0,1,1
"211",1041,"195.08859-235.8",6680,195.08859,235.8,100,100,100,0,9463622.575,7392839.571,78.11849545,7881225.934,5058548.148,7327589.689,6889934.869,94.02730176,4580442.445,2637871.425,21032.42172,13031.68033,61.95996118,19943.93504,16968.49991,"0.830806521",3,25233.64486,"Multiple",195.0876516,4.81,"Enprofylline","C8H10N4O2",194.08038,"M+H",8395606.132,0.250517013,"DTXSID9045186","DTXSID9045186","Enprofylline",NA,"CCCn1c(=O)[nH]c(=O)c2[nH]cnc21","3-propyl-7H-purine-2,6-dione","C8H10N4O2",194.0803756,"",194.0803756,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.729889453,1.647514597,1,NA,NA,0,NA,0,"nurses1",0.980836446,0.350602964,2.797570324,0.005667895,1,0,"pos",0.830806520954877,118810.628730266,1,0,NA,0,0,0,0
"212",1051,"195.102-469",2025,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"Butylparaben","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID3020209","DTXSID3020209","Butylparaben",2,"CCCCOC(=O)c1ccc(O)cc1","butyl 4-hydroxybenzoate","C11H14O3",194.0942943,"",194.0942943,"P4Up, Vbtoxcast, Disinfect ingredient list","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,2,NA,1,-1.059086,18.41412,11,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,2,0,2,1
"213",1052,"195.102-469",2554,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"Isobutylsalicylate","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID3047186","DTXSID3047186","Isobutyl,salicylate",NA,"CC(C)COC(=O)c1ccccc1O","2-methylpropyl 2-hydroxybenzoate","C11H14O3",194.0942943,"",194.0942943,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.390861,5.227002,3,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,0,0,0
"214",1053,"195.102-469",2757,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"Isobutylparaben","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID4020749","DTXSID4020749","Isobutylparaben",NA,"CC(C)COC(=O)c1ccc(O)cc1","2-methylpropyl 4-hydroxybenzoate","C11H14O3",194.0942943,"",194.0942943,"Vbtoxcast, Disinfect ingredient list","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.429615332,11.7619597,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,0,0,0
"215",1054,"195.102-469",6090,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"(4-Methylphenoxy)aceticacidethylester","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID8047428","DTXSID8047428","(4-Methylphenoxy),acetic,acid,ethyl,ester",2,"CCOC(=O)COc1ccc(C)cc1","ethyl 2-(4-methylphenoxy)acetate","C11H14O3",194.0942943,"",194.0942943,"exposurepred","",NA,NA,NA,NA,NA,1,0.153293885,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,1,1,1
"216",1055,"195.102-469",3823,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"sec-Butylparaben","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID5044607","DTXSID5044607","sec-Butylparaben",NA,"CCC(C)OC(=O)c1ccc(O)cc1","butan-2-yl 4-hydroxybenzoate","C11H14O3",194.0942943,"",194.0942943,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.066840896,10.01453581,4,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,0,0,0
"217",1056,"195.102-469",5284,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"tert-Butyl4-hydroxybenzoate","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID7044895","DTXSID7044895","tert-Butyl,4-hydroxybenzoate",NA,"CC(C)(C)OC(=O)c1ccc(O)cc1","tert-butyl 4-hydroxybenzoate","C11H14O3",194.0942943,"",194.0942943,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.794420612,13.41315783,3,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,0,0,0
"218",1057,"195.102-469",6087,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"4-(4-Hydroxy-3-methoxyphenyl)-2-butanone","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID8047420","DTXSID8047420","4-(4-Hydroxy-3-methoxyphenyl)-2-butanone",NA,"COc1cc(CCC(C)=O)ccc1O","4-(4-hydroxy-3-methoxyphenyl)butan-2-one","C11H14O3",194.0942943,"",194.0942943,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.269215048,1.980561651,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,0,0,0
"219",1058,"195.102-469",6418,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"tert-Butylperbenzoate","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID9024699","DTXSID9024699","tert-Butyl,perbenzoate",NA,"CC(C)(C)OOC(=O)c1ccccc1","tert-butyl benzenecarboperoxoate","C11H14O3",194.0942943,"",194.0942943,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.51659733,16.87557619,3,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,0,0,0
"220",1059,"195.102-469",6765,195.102,469,100,100,100,0,49479.29335,127415.6146,257.5130039,14140.83188,17707.99709,77672.2571,239677.6489,308.57562,11780.13553,18643.46972,4772.335834,2382.229034,49.91746424,5431.919543,4027.049085,"0.834521548",3,38297.87234,"Multiple",195.1015703,2.2,"Phenoxyethylpropionate","C11H14O3",194.09429,"M+H",63575.77522,7.506531878,"DTXSID9047203","DTXSID9047203","Phenoxyethyl,propionate",2,"CCC(=O)OCCOc1ccccc1","2-phenoxyethyl propanoate","C11H14O3",194.0942943,"",194.0942943,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.128653951,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.203117402,1.836084147,3,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.834521547424907,118810.628730266,1,0,NA,0,1,1,1
"221",1064,"197.01824-150.1",4093,197.01824,150.1,100,97.5,0,2.5,12039.16978,13567.34986,112.6934008,7590.450331,7721.135497,10042.70183,9444.634707,94.04475874,7250.271873,NA,0,0,NA,0,NA,"1.19829539",2,10,"Unique",197.0195736,6.77,"1H1H2H-PERFLUOROCYCLOPENTANE","C5H3F7",196.0123,"M+H",11040.93581,0,"DTXSID50880218","DTXSID50880218","1H,1H,2H-PERFLUOROCYCLOPENTANE",1,"FC1CC(F)(F)C(F)(F)C1(F)F","1,1,2,2,3,3,4-heptafluorocyclopentane","C5H3F7",196.0122976,"",196.0122972,"PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.500358086,0.273690674,1.828188294,0.069057127,1,0,"pos",1.19829538944915,118810.628730266,0,0,NA,1,0,1,1
"222",1113,"201.04738-539.7",2652,201.04738,539.7,10,0,0,10,30456.75749,107005.3007,351.33517,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,"#VALUE!",3,25714.28571,"Unique",201.0476968,1.58,"4-Chloro-1-(4-fluorophenyl)-1-butanone","C10H10ClFO",200.04042,"M+H",15228.37875,0,"DTXSID3057729","DTXSID3057729","4-Chloro-1-(4-fluorophenyl)-1-butanone",NA,"O=C(CCCCl)c1ccc(F)cc1","4-chloro-1-(4-fluorophenyl)butan-1-one","C10H10ClFO",200.0404208,"",200.0404208,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.692924332,1.854915588,3,NA,NA,0,NA,1,"nurses1",1.74036474,0.599359859,2.90370587,0.00411523,1,0,"pos",NA,118810.628730266,0,0,NA,0,0,0,0
"223",1114,"201.05483-639.5",2316,201.05483,639.5,100,100,91.66666667,0,55700.9052,91851.43207,164.9011479,22467.51784,23536.74542,41057.16561,78530.64404,191.2714696,13146.7716,17208.61502,2493.988396,1873.357494,75.11492425,2960.734964,NA,"0.862131442",3,35526.31579,"Unique",201.055763,4.64,"2-fluoro-34-dimethoxybenzoicacid","C9H9FO4",200.04849,"M+H",48379.03541,5.155101533,"DTXSID30322287","DTXSID30322287","2-fluoro-3,4-dimethoxybenzoic,acid",2,"COc1ccc(C(=O)O)c(F)c1OC","2-fluoro-3,4-dimethoxybenzoic acid","C9H9FO4",200.048487,"",200.0484869,"exposurepred","",NA,NA,NA,NA,NA,1,1.211800917,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.426255114,0.2036704,2.092867269,0.037661373,1,0,"pos",0.862131442001531,118810.628730266,0,0,NA,0,0,0,0
"224",1115,"201.05489-644.7",2316,201.05489,644.7,100,100,66.66666667,0,64559.73946,117052.3021,181.3085106,24161.57209,25420.15212,44188.80395,91428.74369,206.9047711,14353.52431,18403.0275,2719.366252,2090.913877,76.8897487,3552.792724,NA,"0.876289656",3,35526.31579,"Unique",201.055763,4.34,"2-fluoro-34-dimethoxybenzoicacid","C9H9FO4",200.04849,"M+H",54374.27171,5.001200323,"DTXSID30322287","DTXSID30322287","2-fluoro-3,4-dimethoxybenzoic,acid",2,"COc1ccc(C(=O)O)c(F)c1OC","2-fluoro-3,4-dimethoxybenzoic acid","C9H9FO4",200.048487,"",200.0484869,"exposurepred","",NA,NA,NA,NA,NA,1,1.211800917,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.449929614,0.223387005,2.014126174,0.045377462,1,0,"pos",0.876289655555459,118810.628730266,0,0,NA,0,0,0,0
"225",1116,"202.08657-278.5",6272,202.08657,278.5,100,100,100,0,52825.25024,54055.82192,102.3295141,43904.83233,40965.46625,48407.79219,53711.95483,110.9572497,28936.66563,32225.42423,3238.206787,2719.71518,83.9883108,2320.706918,2447.009647,"0.922242706",3,540,"Unique",202.0862546,1.56,"Carbaryl","C12H11NO2",201.07898,"M+H",50616.52121,6.397529323,"DTXSID9020247","DTXSID9020247","Carbaryl",2,"CNC(=O)Oc1cccc2ccccc12","naphthalen-1-yl N-methylcarbamate","C12H11NO2",201.0789786,"",201.0789786,"E2Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,1,-1.285324059,7.610068357,16,NA,NA,0,NA,0,"nurses1",0.366122343,0.169220592,2.16358032,0.031719113,1,0,"pos",0.92224270497577,118810.628730266,0,0,NA,1,0,1,1
"226",1127,"204.12318-67.6",2388,204.12318,67.6,100,100,100,0,161401.6947,178408.4814,110.5369319,83763.27779,105260.5463,159946.2806,235842.8048,147.4512593,79169.95488,96974.63008,7117.613814,8882.852989,124.8009968,2959.315195,3579.659724,"0.749650647",3,537.0165746,"Multiple",204.123034,0.72,"Acetyl-L-carnitinehydrochloride","C9H18ClNO4",203.11576,"M+H",160673.9876,4.42984824,"DTXSID3040693","DTXSID3040693","Acetyl-L-carnitine,hydrochloride",NA,"CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","(3R)-3-acetyloxy-4-(trimethylazaniumyl)butanoate","C9H18ClNO4",203.115758,"",239.0924358,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.20530611,12.17052669,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.749650646761211,118810.628730266,1,0,NA,0,0,0,0
"227",1128,"204.12318-67.6",4009,204.12318,67.6,100,100,100,0,161401.6947,178408.4814,110.5369319,83763.27779,105260.5463,159946.2806,235842.8048,147.4512593,79169.95488,96974.63008,7117.613814,8882.852989,124.8009968,2959.315195,3579.659724,"0.749650647",3,537.0165746,"Multiple",204.1234434,1.29,"NO-bis(Trimethylsilyl)acetamide","C8H21NOSi2",203.11617,"M+H",160673.9876,4.42984824,"DTXSID5051525","DTXSID5051525","N,O-bis(Trimethylsilyl)acetamide",NA,"CC(=N[Si](C)(C)C)O[Si](C)(C)C","trimethylsilyl N-trimethylsilylethanimidate","C8H21NOSi2",203.1161674,"",203.1161674,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.108870982,1.313964181,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.749650646761211,118810.628730266,1,0,NA,0,0,0,0
"228",1129,"205.09786-169",4571,205.09786,169,100,100,50,0,1164339.138,314918.8858,27.04700679,1169355.455,1119327.745,1030592.475,351849.4814,34.14050558,1015654.796,967527.8324,163.4474685,280.1031511,171.3719727,53.17327778,NA,"0.792226311",3,39416.05839,"Multiple",205.0971536,3.44,"Idazoxan","C11H12N2O2",204.08988,"M+H",1097465.807,0.014893172,"DTXSID6045161","DTXSID6045161","Idazoxan",NA,"c1ccc2c(c1)OCC(C1=NCCN1)O2","2-(2,3-dihydro-1,4-benzodioxin-3-yl)-4,5-dihydro-1H-imidazole","C11H12N2O2",204.0898776,"",204.0898776,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.586708,5.996097,6,NA,NA,0,NA,0,"nurses1",0.199360352,0.065699171,3.034442421,0.00274008,1,0,"pos",0.792226310961386,118810.628730266,1,0,NA,0,0,0,0
"229",1130,"205.09786-169",500,205.09786,169,100,100,50,0,1164339.138,314918.8858,27.04700679,1169355.455,1119327.745,1030592.475,351849.4814,34.14050558,1015654.796,967527.8324,163.4474685,280.1031511,171.3719727,53.17327778,NA,"0.792226311",3,39416.05839,"Multiple",205.0971536,3.44,"d-Tryptophan","C11H12N2O2",204.08988,"M+H",1097465.807,0.014893172,"DTXSID0046989","DTXSID0046989","d-Tryptophan",NA,"N[C@H](Cc1c[nH]c2ccccc12)C(=O)O","(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid","C11H12N2O2",204.0898776,"",204.0898776,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.213304049,10.36318167,3,NA,NA,0,NA,0,"nurses1",0.199360352,0.065699171,3.034442421,0.00274008,1,0,"pos",0.792226310961386,118810.628730266,1,0,NA,0,0,0,0
