,DTXSID,featureid,mz.x,rt.x,det_count_v1,det_count_v2,det_count_v3,det_count_FB,df_v1,df_v2,df_v3,mean_visit1,log_mean_v1,sd_visit1,median_v1,gm_visit1,gsd_visit1,cv_visit1,mean_visit2,median_v2,sd_visit2,gm_visit2,gsd_visit2,cv_visit2,mean_visit3,sd_visit3,median_v3,gm_visit3,gsd_visit3,cv_visit3,mean_allvisit,gm_allvisit,gsd_allvisit,cv_allvisit,mean_FB,log_mean_FB,mean_DIWB,PvalV1_v3,PvalV1_V2,DFv1_min,percent_FBvV1,logFBvV1,meanv1_gt_v3,meanv1_gt_v2,geom_diff1v3,geom_diff1v2,df1v3_difference,df1v2_difference,DB_name,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Compound,Formula,MonoisotopicMass,Adduct,X,parent_id,is_metab,name_original,name_cleaned,formula_original,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,MC_sum,frag_yn,confirmed_frag,of_interest,acrylate,is_ucsfdrug,sig_dif1v2or3,ubiqui_MC,nitro benzene,nitro,sulfate,aniline,guanidium,nitro_sum,SWGDRUG,STATINS,UOATARGPHARMA,VETDRUGS,DRUGBANK,ANTIBIOTICS,ZINC15PHARMA,PAHLIST,drug_any,of_interest_all,of_interest_cat
134,DTXSID1024255,301.11838-301.9,301.11838,301.9,40,38,38,6,100,100,100,416619.77900227,18.4929020993429,192932.500276532,388026.033423267,368908.140586143,1.70491462888936,46.3090112376735,327386.090395081,289583.623867686,192763.824404789,275596.728929107,1.85530871006889,58.8796622886962,307144.138216527,118000.317047345,335319.05080684,281607.721983847,1.55921296534896,38.4185476345177,311263.602484332,177454.866834585,6.29871465473103,63.8794832703062,358.551633500902,NA,617.813013420366,0.016656569580414,0.019584097600817,1,0.086062076639657,NA,1,1,1,1,0,0,DTXSID1024255,3,80198.0198019805,Multiple,301.118283,0.32,Phenmedipham,C16H16N2O4,300.11101,M+H,840,,0,Phenmedipham,[3-(methoxycarbonylamino)phenyl] N-(3-methylphenyl)carbamate,C16H16N2O4,C16H16N2O4,300.111007,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.748504316,4.500798245,10,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
199,DTXSID1048835,287.15747-656.6,287.15747,656.6,40,38,38,2,100,100,100,56400.5353974418,14.3270107477836,166083.541780772,15834.1334483772,20552.2788285847,2.61455778243113,294.471569481422,44409.9439393977,14796.5827917397,114684.824662922,19012.9822987544,2.52658002175865,258.241318249404,19527.2850371883,19202.7173533672,14969.276324425,15034.5326389575,1.9474890674627,98.3378760375391,35836.1811715038,15989.674574313,2.97950713173744,310.667283276493,131.330369825691,NA,29.3072260913573,0.092096933537029,0.344819636848773,1,0.232853055206366,NA,1,1,1,1,0,0,DTXSID1048835,3,25233.644859813,Unique,287.1576457,0.61,Thenalidine,C17H22N2S,286.15037,M+H,1249,,0,Thenalidine,1-methyl-N-phenyl-N-(thiophen-2-ylmethyl)piperidin-4-amine,C17H22N2S,C17H22N2S,286.1503697,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.265613,6.036525,2,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,Y,-,Y,-,1,1,1
201,DTXSID1049015,374.14696-338.2,374.14696,338.2,40,38,38,0,100,100,100,23944.4124306741,14.4912931257762,6319.32529554581,23798.823683012,23031.0589433939,1.34595411946579,26.3916490489882,23435.4590965326,22690.3030954106,7409.30311099746,22328.0936528764,1.37517055849017,31.6157796631076,21400.959567246,6171.46825580132,19403.3646156778,20579.7536785301,1.32607540072674,28.8373436546588,20306.1943806592,20850.7937041787,1.51058411696851,46.8795624156462,0,NA,0,0.029684461570067,0.432606925876661,1,0,NA,1,1,1,1,0,0,DTXSID1049015,3,540,Multiple,374.1452224,4.64,Prochlorperazinedimaleate,C28H32ClN3O8S,373.13795,M+H,1257,,0,"Prochlorperazine,dimaleate",2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine,C28H32ClN3O8S,C28H32ClN3O8S,373.1379464,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.4438587,19.4432,1,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
208,DTXSID1051987,255.23194-697.4,255.23194,697.4,40,38,38,8,100,100,100,20514.7519377021,14.2107783296099,8266.64592960055,20068.8709865402,18961.4060673839,1.50419904685802,40.2961047479597,17788.2487361559,17149.1253301532,6705.18669761373,16504.1119406179,1.50177127568858,37.6944734530553,16310.0426524778,8080.21394226663,13729.1136420204,14265.4334012968,1.7305008102474,49.5413415797481,17080.8721808481,14235.7131980922,2.00046218560471,51.1709796205653,2666.60794693098,11.2465917000503,3923.18078469135,0.040922075612413,0.154294484772072,1,12.9984898429616,79.1412788180409,1,1,1,1,0,0,DTXSID1051987,3,476.470588235292,Multiple,255.2318562,0.33,Tridecylacrylate,C16H30O2,254.22458,M+H,1277,,0,"Tridecyl,acrylate",tridecyl prop-2-enoate,C16H30O2,C16H30O2,254.2245802,exposurepred,,NA,NA,NA,NA,NA,1,2.202917127,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,yes,1,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
217,DTXSID2020719,240.10213-119.1,240.10213,119.1,40,38,38,8,100,100,100,111770.309541887,16.6514107292214,39588.7634662407,115997.03546806,102937.614506242,1.57524144829357,35.4197493310192,112855.699659192,119745.96601313,48935.7599377031,101873.493960188,1.62028884984298,43.3613544424271,112980.321930461,39340.1630930029,112985.283902553,105272.79684988,1.50136133796441,34.8203673177855,101002.093017219,79419.374069603,2.42856953909362,50.2415717486827,14944.8715616106,13.047134202074,9373.60240324517,0.924339966977053,0.87686202890819,1,13.3710567885739,78.3545275186663,0,0,0,1,0,0,DTXSID2020719,3,46285.7142857143,Unique,240.1019047,0.94,N-HYDROXY-2-(ACETYLAMINO)FLUORENE,C15H13NO2,239.09463,M+H,1387,,0,N-HYDROXY-2-(ACETYLAMINO)FLUORENE,N-(9H-fluoren-2-yl)-N-hydroxyacetamide,C15H13NO2,C15H13NO2,239.0946287,MC,,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
218,DTXSID2020898,335.1372-350,335.1372,350,40,38,38,6,100,100,100,893179.847506121,19.5814658085791,464018.674882927,816953.608328593,784528.215279234,1.68475754742352,51.9513148643612,771136.143413648,715123.851212257,373881.465090951,689555.054882019,1.62163551591086,48.4844950252054,845535.091261428,433821.708085109,703422.438886333,751786.963599979,1.63259546382618,51.3073570297246,746601.949075704,393126.422680048,8.89700108440024,63.1586796798215,199.554680571522,NA,571.270563618716,0.707753386148395,0.355126235214393,1,0.022342049154905,NA,1,1,1,1,0,0,DTXSID2020898,3,52941.1764705883,Unique,335.1349957,6.58,MitomycinC,C15H18N4O5,334.12772,M+H,1395,,0,"Mitomycin,C","[(4S,6S,7R,8S)-11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate",C15H18N4O5,C15H18N4O5,334.1277197,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.608143986,12.36392511,35,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
219,DTXSID2020921,144.08079-168.3,144.08079,168.3,40,38,38,8,100,100,100,474751.157323295,18.7872989852128,151038.259278471,438133.710168125,452418.683923506,1.36963195383126,31.8141950680106,496657.253724819,461671.471355954,172519.952076609,469360.197207834,1.40401062115511,34.7362191496747,476433.809148904,179917.812265642,520744.774033884,442278.712150105,1.49323914418181,37.7634434858947,435300.358865331,295487.118523368,4.03119070986051,47.9466284884024,6511.83603557214,12.2764124815935,3353.3210297566,0.924339966977053,0.722678199289804,1,1.37163141892832,65.3442120192803,0,0,1,0,0,0,DTXSID2020921,3,24300,Multiple,144.0807753,0.1,2-Naphthylamine,C10H9N,143.0735,M+H,1396,,0,2-Naphthylamine,naphthalen-2-amine,C10H9N,C10H9N,143.0734993,"E2Up, P4Up, VBtoxcast, pellizzari",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,1,1,NA,1,-1.657131,7.740399,12,NA,1,2,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
251,DTXSID2025842,299.11024-428.1,299.11024,428.1,40,38,38,8,100,100,100,51842.2650152724,15.4984427349756,22021.6212724168,55455.9279466081,46290.9559350673,1.69338725349928,42.478123334174,59064.9311284854,56168.1104457395,25892.4200577489,53687.12905599,1.57162349989826,43.8372136613932,55087.8040349189,27977.5226866098,57572.705036402,49274.0290017851,1.61619254851836,50.7871445898905,49250.7334035355,36691.0013773554,2.64865234753781,58.4898881938288,3145.05563132746,11.4035414342211,3080.27570680839,0.585878405854487,0.387196985321406,1,6.06658607682543,73.5786274093625,0,0,0,0,0,0,DTXSID2025842,3,27000,Multiple,299.1125289,7.65,Pentaerythritoltriacrylate,C14H18O7,298.10525,M+H,1547,,0,"Pentaerythritol,triacrylate",[2-(hydroxymethyl)-3-prop-2-enoyloxy-2-(prop-2-enoyloxymethyl)propyl] prop-2-enoate,C14H18O7,C14H18O7,298.1052529,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.878366175,34.52828177,99,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
294,DTXSID3020120,583.25417-526.4,583.25417,526.4,40,38,38,3,100,100,100,373296.629670715,17.6241860837208,448159.574652931,237154.020060949,202026.64903443,3.61441120300086,120.054546179068,249812.531734561,145899.106398934,332594.087292426,157646.220790889,2.39866322252896,133.137471120074,224730.360712732,186084.556825655,160745.580337457,151224.423965274,2.988637671299,82.8034789048921,270848.608620506,141721.469761072,5.24353392035161,126.380635259366,99.2175356109738,NA,25.294985711939,0.256533791740334,0.060878713752049,1,0.026578738655769,NA,1,1,1,1,0,0,DTXSID3020120,3,77142.8571428571,Unique,583.2551108,1.61,Azelnidipine,C33H34N4O6,582.24783,M+H,2021,,0,Azelnidipine,"3-O-(1-benzhydrylazetidin-3-yl) 5-O-propan-2-yl 2-amino-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C33H34N4O6,C33H34N4O6,582.2478348,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-8.110546587,12.67680267,7,NA,,0,no,notconf,yes,0,0,1,0,1,1,0,1,0,3,-,-,-,-,Y,-,Y,-,1,3,1
295,DTXSID3020209,195.10154-474.3,195.10154,474.3,40,38,38,8,100,100,100,77811.3198123945,15.7864960043236,63760.8962062147,51399.1286740858,56520.8681266976,2.275626534306,81.9429568344866,66705.9742439663,42717.7272048908,54359.6071938341,48095.3793915768,2.32110088563296,81.4913623703666,125022.757077906,144241.870684396,61348.2806581766,78761.5335027471,2.54697659699198,115.372492221167,79792.272987269,46807.4364614977,2.90065655023311,120.137301944284,7485.27875682256,12.8516276549908,5872.75856695579,0.240151369462586,0.370946507805616,1,9.61978125402551,81.4089944435485,0,1,0,1,0,0,DTXSID3020209,3,27000,Multiple,195.1015703,0.16,Butylparaben,C11H14O3,194.09429,M+H,2025,,0,Butylparaben,butyl 4-hydroxybenzoate,C11H14O3,C11H14O3,194.0942943,"P4Up, Vbtoxcast, Disinfect ingredient list",,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.059086,18.41412,11,NA,,1,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
305,DTXSID3020960,200.07141-123.5,200.07141,123.5,40,38,38,8,100,100,100,11857.7740029483,13.269819529227,7689.69883539519,9266.81843616612,9876.74213775985,1.84492347068119,64.8494298633392,12285.6991535059,11685.0703558097,5885.93810426385,10943.9057769576,1.66996582410064,47.9088575320048,11318.0496728099,10065.2866552446,9144.14227028445,7580.5917120495,2.84731827706447,88.931281857024,10586.7030650097,7514.02334888262,2.7750935968806,77.6490478203319,2376.13093556108,10.8275681540368,454.511570758667,0.409527656971272,0.244176140589293,1,20.0385918551854,81.5954439334232,1,0,1,0,0,0,DTXSID3020960,2,10,Unique,200.0706045,4.03,5-Nitroacenaphthene,C12H9NO2,199.06333,M+H,2063,,0,5-Nitroacenaphthene,"5-nitro-1,2-dihydroacenaphthylene",C12H9NO2,C12H9NO2,199.0633285,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.917139759,19.70899195,6,NA,,1,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
306,DTXSID3021192,285.14089-381.9,285.14089,381.9,40,38,38,8,100,100,100,8865.05106182533,13.0280900764877,2868.84166428023,8071.98490269695,8353.06573705338,1.4462198369216,32.3612536946801,9951.40723153853,8874.53616627667,3903.16960757241,9276.06050223106,1.45821868157278,39.2222880318099,8507.39932440427,3034.51937544441,7536.84026583087,8032.53502644638,1.40432041658499,35.6691776150628,8114.42125388455,6437.66629008058,2.34786633339269,50.6020954124429,704.223603403876,9.33251357164709,871.721132743588,0.319897520107846,0.387196985321406,1,7.9438189187246,71.6337814434508,1,0,1,0,0,0,DTXSID3021192,2,10,Multiple,285.1419956,3.88,Promethazinehydrochloride,C17H21ClN2S,284.13472,M+H,2072,,0,"Promethazine,hydrochloride","N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine",C17H21ClN2S,C17H21ClN2S,284.1347196,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.132288073,8.173818774,9,NA,,0,no,notconf,yes,0,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
307,DTXSID3021192,285.14373-600,285.14373,600,39,36,38,1,97.5,94.7368421052632,100,4586.63765133373,11.8231782749523,3449.68823718518,3798.39617262291,3623.52535731084,2.17968652457761,75.2117018919526,2946.1455462699,2531.51205784739,2033.32233569628,2471.1969873162,2.06585472244079,69.0163572628196,2640.25462463667,1621.03046793211,2225.22181149787,2079.08367715951,2.17571207660802,61.3967476017652,3101.54402776696,2608.41218562074,2.29563174371031,85.8531785281708,13.2852071983106,NA,0,0.007492814296451,0.03043876859694,1,0.289650245086343,NA,1,1,1,1,2.5,2.76315789473685,DTXSID3021192,2,10,Multiple,285.1419956,6.08,Promethazinehydrochloride,C17H21ClN2S,284.13472,M+H,2072,,0,"Promethazine,hydrochloride","N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine",C17H21ClN2S,C17H21ClN2S,284.1347196,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.132288073,8.173818774,9,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
309,DTXSID3022405,229.08644-167.8,229.08644,167.8,40,38,38,8,100,100,100,14679.014127438,13.811987674903,2820.47495520148,14851.4480500208,14382.1094636205,1.23877397329954,19.2143350412713,15496.3592738585,14649.2851447814,4590.9866647949,15005.4797983712,1.27485858301495,29.6262275781102,14623.5791469144,3330.57588427822,14567.8884438075,14260.5013588235,1.2572939524966,22.7753811212557,14007.0698999205,13166.0302775559,1.47380830477517,31.708314695799,5375.74787006752,12.3742073876843,4752.13441808953,0.450399924378529,0.715202183028749,1,36.6219953424474,89.5903448434782,1,0,1,0,0,0,DTXSID3022405,2,10,Multiple,229.0859202,2.27,2-Hydroxy-4-methoxybenzophenone,C14H12O3,228.07864,M+H,2115,,0,2-Hydroxy-4-methoxybenzophenone,(2-hydroxy-4-methoxyphenyl)-phenylmethanone,C14H12O3,C14H12O3,228.0786442,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-0.749299554,7.112876408,4,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
310,DTXSID3022536,213.12757-1163.3,213.12757,1163.3,32,34,32,0,80,89.4736842105263,84.2105263157895,2388.66110486718,11.1851725665752,2036.69310652942,1876.75731888443,2328.47966337866,2.21313381226579,85.2650508847579,2306.36008054154,2259.74444377591,2054.51193699071,1583.58609659211,3.38564008003403,89.0802765068803,2756.9736988616,2206.82849855745,2277.85208102614,2600.79616134015,2.12559187324813,80.04532286502,2181.4630894849,2111.87763488471,2.63112712122442,97.2169697252902,0,NA,0,0.358965539290985,1,1,0,NA,0,1,0,1,4.21052631578947,9.47368421052632,DTXSID3022536,2,10,Unique,213.1273911,0.84,4-Cumylphenol,C15H16O,212.12012,M+H,2118,,0,4-Cumylphenol,4-(2-phenylpropan-2-yl)phenol,C15H16O,C15H16O,212.1201151,"ERactive, exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.741840756,NA,,NA,1,0.376,NA,NA,NA,NA,NA,1,-1.496410982,21.43033987,23,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
321,DTXSID3025045,215.09157-647.6,215.09157,647.6,29,25,25,5,72.5,65.7894736842105,65.7894736842105,1017.62979884108,8.93455301872417,2367.41979627056,215.929312521612,489.292384690418,3.8028360845116,232.640573120664,1207.42633399353,106.300364883961,3405.52175790258,438.463144869428,4.71804010310326,282.047994318535,993.088464192505,1841.98539734946,118.055363365003,525.213192428291,4.62922907041564,185.480494816462,994.435896376049,463.796004618194,4.01293442648607,245.982269141254,97.47857071654,NA,413.499185814639,0.556245679741331,0.273213687742446,1,9.57898155375879,NA,1,0,0,1,6.71052631578947,6.71052631578947,DTXSID3025045,2,10,Multiple,215.0913995,0.79,Diethyleneglycoldiacrylate,C10H14O5,214.08412,M+H,2195,,0,"Diethylene,glycol,diacrylate",2-(2-prop-2-enoyloxyethoxy)ethyl prop-2-enoate,C10H14O5,C10H14O5,214.0841235,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.996043753,7.565229355,5,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
322,DTXSID3025461,143.10671-256.2,143.10671,256.2,40,38,38,8,100,100,100,10511.6564613408,13.262473260892,4001.25586122786,8791.53648399459,9826.57715010931,1.44687634769322,38.064941295822,10271.6397287603,8534.00973628249,5126.27624684709,9172.19314962015,1.61839986198075,49.9070876920818,11048.4510268032,5963.39550197019,8684.06735474926,9841.40625100606,1.59826862202861,53.9749462390991,9591.39560432025,7770.68964903092,2.12991374993912,57.3130331533335,1871.96381854556,10.1986557507903,1616.61242561844,0.768068961182508,0.519066454195575,1,17.8084569775484,76.8985961378994,0,1,0,1,0,0,DTXSID3025461,1,9,Multiple,143.1066557,0.38,Isobutylmethacrylate,C8H14O2,142.09938,M+H,2209,,0,"Isobutyl,methacrylate",2-methylpropyl 2-methylprop-2-enoate,C8H14O2,C8H14O2,142.0993797,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.153625993,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.749664,5.781791,3,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
329,DTXSID3029607,287.14798-622.3,287.14798,622.3,40,38,38,0,100,100,100,1696657.82060893,20.2487382586925,1164501.32299149,1359041.14556184,1245883.94745691,2.4672375127319,68.6350134273714,1842761.69972881,1272327.55655195,1392564.55189565,1329973.46256654,2.50017910968841,75.5694321246518,1492680.97375703,1268124.23749383,1437970.68561874,866037.938808625,3.56210501716403,84.9561466776119,1522108.2485091,1141967.65998346,2.81162361619142,84.6308920314339,0,NA,0,0.344819636848773,0.78338662946851,1,0,NA,1,0,1,0,0,0,DTXSID3029607,3,54000,Unique,287.1489144,3.25,Triethyleneglycoldimethacrylate,C14H22O6,286.14164,M+H,2287,,0,"Triethylene,glycol,dimethacrylate",2-[2-[2-(2-methylprop-2-enoyloxy)ethoxy]ethoxy]ethyl 2-methylprop-2-enoate,C14H22O6,C14H22O6,286.1416384,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-8.18080814,3.686268483,17,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
344,DTXSID3037094,388.22947-86.3,388.22947,86.3,40,38,38,0,100,100,100,15244.6643331354,13.7267227455896,7814.32747574118,14268.5439686948,13556.7406754283,1.63711766429378,51.259426281733,13180.8603006853,11287.2803921899,8425.61123391211,10925.6697784351,1.86658834852106,63.9230751385328,14113.1448715148,9750.05578108553,11114.9806186236,11501.9502173685,1.9343291376484,69.0849266400186,12476.9603777956,11969.4376391,1.81671376940769,74.9083848811648,0,NA,0,0.172396029922469,0.08645003620874,1,0,NA,1,1,1,1,0,0,DTXSID3037094,3,25961.5384615385,Multiple,388.2271052,6.09,4-Hydroxytamoxifen,C26H29NO2,387.21983,M+H,2358,,0,4-Hydroxytamoxifen,4-[1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,C26H29NO2,C26H29NO2,387.2198292,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.0118,NA,NA,NA,NA,NA,1,-6.672126,20.35235,70,NA,,1,yes,notconf,NA,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
353,DTXSID3041293,152.10709-369.2,152.10709,369.2,40,38,38,8,100,100,100,12196.0299495916,13.0823139032561,14691.9483685221,6815.82426487491,8672.9910369596,2.06312176851245,120.465007295379,9831.95738277841,6687.02228420297,7153.63465143223,8092.32995160144,1.81880386594694,72.7590079261581,25380.4493703712,46637.9391916351,7722.50216289409,11525.3494733181,2.9587883182469,183.755372141202,15162.6515399087,8986.56260204196,2.34058032108475,180.752560046717,5131.43034677366,12.0483165967436,4749.89876841058,0.487200423783906,0.627790971219025,1,42.0745961430301,92.0962200253034,0,1,0,1,0,0,DTXSID3041293,2,10,Multiple,152.10699,0.66,2-((Dimethylamino)methyl)phenol,C9H13NO,151.09971,M+H,2400,,0,2-((Dimethylamino)methyl)phenol,2-[(dimethylamino)methyl]phenol,C9H13NO,C9H13NO,151.099714,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,7.52E-06,NA,NA,NA,NA,NA,1,-1.185085029,3.601526544,3,NA,,1,yes,notconf,yes,0,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,2,1
363,DTXSID3044960,315.13385-481.2,315.13385,481.2,40,38,38,5,100,100,100,163057.569317324,16.9607091908759,149372.504396399,120636.212108479,127550.514331466,1.92922943264274,91.6072188625033,111366.534594239,94123.2750578969,55599.8245300026,100355.039976218,1.57007101726673,49.9250737509065,156086.726907168,112966.516596535,114716.275649446,125203.855250246,1.93025590800351,72.3741978802091,128174.020442023,83952.8766917742,4.53555836876278,90.523775141147,137.826896925047,NA,25.8457473366273,0.649218300768902,0.069616888472315,1,0.084526524896752,NA,1,1,1,1,0,0,DTXSID3044960,3,41142.8571428571,Unique,315.1339331,0.26,Propane-13-diylbis(4-aminobenzoate),C17H18N2O4,314.12666,M+H,2482,,0,"Propane-1,3-diyl,bis(4-aminobenzoate)",3-(4-aminobenzoyl)oxypropyl 4-aminobenzoate,C17H18N2O4,C17H18N2O4,314.1266571,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.112830894,4.779303298,1,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
365,DTXSID3045198,380.19693-229.4,380.19693,229.4,40,36,34,6,100,94.7368421052632,89.4736842105263,18644.5481998628,12.5378825234514,41046.2068121538,5067.36796520379,5946.7368606796,4.29877610456295,220.151254791231,10307.0494552382,4640.37838779721,13820.5146473281,5182.91238366622,4.04831069837129,134.087982281916,6221.3784220866,8661.90369059335,2100.44055481386,3366.18796302454,3.37833435094306,139.228047273939,10683.6751311612,4641.62968667831,3.99670381213469,231.555347218382,4534.80611301545,NA,0,0.013726791541041,0.599702482824981,1,24.3224242518723,NA,1,1,1,1,10.5263157894737,5.26315789473685,DTXSID3045198,2,10,Unique,380.1968677,0.16,Spiroxatrine,C22H25N3O3,379.18959,M+H,2490,,0,Spiroxatrine,"8-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",C22H25N3O3,C22H25N3O3,379.1895917,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.028434265,4.084812042,1,NA,,0,yes,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
404,DTXSID3060405,143.10671-256.2,143.10671,256.2,40,38,38,8,100,100,100,10511.6564613408,13.262473260892,4001.25586122786,8791.53648399459,9826.57715010931,1.44687634769322,38.064941295822,10271.6397287603,8534.00973628249,5126.27624684709,9172.19314962015,1.61839986198075,49.9070876920818,11048.4510268032,5963.39550197019,8684.06735474926,9841.40625100606,1.59826862202861,53.9749462390991,9591.39560432025,7770.68964903092,2.12991374993912,57.3130331533335,1871.96381854556,10.1986557507903,1616.61242561844,0.768068961182508,0.519066454195575,1,17.8084569775484,76.8985961378994,0,1,0,1,0,0,DTXSID3060405,1,9,Multiple,143.1066557,0.38,tert-Butylmethacrylate,C8H14O2,142.09938,M+H,2668,,0,"tert-Butyl,methacrylate",tert-butyl 2-methylprop-2-enoate,C8H14O2,C8H14O2,142.0993797,exposurepred,,NA,NA,NA,NA,NA,1,1.016848206,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
