,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N/CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select for fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI
170,123.04296-236.1,760,123.04296,236.1,91.66666667,96.25,0,-4.583333333,4967.297283,3546.26994,71.39234352,4525.066935,NA,4090.673752,3414.170404,83.46230013,3569.39598,NA,0,0,NA,0,NA,0.855384328,2,10,Multiple,123.0440554,8.9,Salicylaldehyde,C7H6O2,122.03678,M+H,4528.985517,0,DTXSID1021792,DTXSID1021792,Salicylaldehyde,,O=Cc1ccccc1O,2-hydroxybenzaldehyde,C7H6O2,122.0367794,,122.0367794,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,13.34832438,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.56058,9.119946,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
171,123.04296-236.1,910,123.04296,236.1,91.66666667,96.25,0,-4.583333333,4967.297283,3546.26994,71.39234352,4525.066935,NA,4090.673752,3414.170404,83.46230013,3569.39598,NA,0,0,NA,0,NA,0.855384328,2,10,Multiple,123.0440554,8.9,Potassiumbenzoate,C7H6O2,122.03678,M+H,4528.985517,0,DTXSID1027219,DTXSID1027219,"Potassium,benzoate",,O=C(O)c1ccccc1,benzoic acid,C7H6O2,122.0367794,,122.0367794,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.802592585,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.361574865,1.336247027,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
172,123.04296-236.1,4116,123.04296,236.1,91.66666667,96.25,0,-4.583333333,4967.297283,3546.26994,71.39234352,4525.066935,NA,4090.673752,3414.170404,83.46230013,3569.39598,NA,0,0,NA,0,NA,0.855384328,2,10,Multiple,123.0440554,8.9,Benzoicacid,C7H6O2,122.03678,M+H,4528.985517,0,DTXSID6020143,DTXSID6020143,"Benzoic,acid",,O=C(O)c1ccccc1,benzoic acid,C7H6O2,122.0367794,,122.0367794,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.706147868,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.580836,5.210838,2,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
173,123.04296-236.1,6832,123.04296,236.1,91.66666667,96.25,0,-4.583333333,4967.297283,3546.26994,71.39234352,4525.066935,NA,4090.673752,3414.170404,83.46230013,3569.39598,NA,0,0,NA,0,NA,0.855384328,2,10,Multiple,123.0440554,8.9,(E)-3-(2-Furyl)acrolein,C7H6O2,122.03678,M+H,4528.985517,0,DTXSID9049295,DTXSID9049295,(E)-3-(2-Furyl)acrolein,,O=C/C=C/c1ccco1,(E)-3-(furan-2-yl)prop-2-enal,C7H6O2,122.0367794,,122.0367794,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.337616971,1.260389641,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
174,123.04393-77.6,690,123.04393,77.6,100,100,8.333333333,0,7038.967625,4015.308868,57.0440025,6486.822953,5844.878124,6622.623512,4735.502249,71.50492913,5849.261559,5399.137046,8.286444619,28.70508619,346.4101615,0,NA,0.79776322,2,10,Multiple,123.0440554,1.02,Sodiumbenzoate,C7H6O2,122.03678,M+H,6830.795568,0.121310095,DTXSID1020140,DTXSID1020140,"Sodium,benzoate",,O=C(O)c1ccccc1,benzoic acid,C7H6O2,122.0367794,,122.0367794,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.165850958,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.913689773,1.395419653,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
175,123.04393-77.6,760,123.04393,77.6,100,100,8.333333333,0,7038.967625,4015.308868,57.0440025,6486.822953,5844.878124,6622.623512,4735.502249,71.50492913,5849.261559,5399.137046,8.286444619,28.70508619,346.4101615,0,NA,0.79776322,2,10,Multiple,123.0440554,1.02,Salicylaldehyde,C7H6O2,122.03678,M+H,6830.795568,0.121310095,DTXSID1021792,DTXSID1021792,Salicylaldehyde,,O=Cc1ccccc1O,2-hydroxybenzaldehyde,C7H6O2,122.0367794,,122.0367794,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,13.34832438,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.56058,9.119946,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
176,123.04393-77.6,910,123.04393,77.6,100,100,8.333333333,0,7038.967625,4015.308868,57.0440025,6486.822953,5844.878124,6622.623512,4735.502249,71.50492913,5849.261559,5399.137046,8.286444619,28.70508619,346.4101615,0,NA,0.79776322,2,10,Multiple,123.0440554,1.02,Potassiumbenzoate,C7H6O2,122.03678,M+H,6830.795568,0.121310095,DTXSID1027219,DTXSID1027219,"Potassium,benzoate",,O=C(O)c1ccccc1,benzoic acid,C7H6O2,122.0367794,,122.0367794,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.802592585,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.361574865,1.336247027,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
177,123.04393-77.6,4116,123.04393,77.6,100,100,8.333333333,0,7038.967625,4015.308868,57.0440025,6486.822953,5844.878124,6622.623512,4735.502249,71.50492913,5849.261559,5399.137046,8.286444619,28.70508619,346.4101615,0,NA,0.79776322,2,10,Multiple,123.0440554,1.02,Benzoicacid,C7H6O2,122.03678,M+H,6830.795568,0.121310095,DTXSID6020143,DTXSID6020143,"Benzoic,acid",,O=C(O)c1ccccc1,benzoic acid,C7H6O2,122.0367794,,122.0367794,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.706147868,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.580836,5.210838,2,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
178,123.04393-77.6,6832,123.04393,77.6,100,100,8.333333333,0,7038.967625,4015.308868,57.0440025,6486.822953,5844.878124,6622.623512,4735.502249,71.50492913,5849.261559,5399.137046,8.286444619,28.70508619,346.4101615,0,NA,0.79776322,2,10,Multiple,123.0440554,1.02,(E)-3-(2-Furyl)acrolein,C7H6O2,122.03678,M+H,6830.795568,0.121310095,DTXSID9049295,DTXSID9049295,(E)-3-(2-Furyl)acrolein,,O=C/C=C/c1ccco1,(E)-3-(furan-2-yl)prop-2-enal,C7H6O2,122.0367794,,122.0367794,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.337616971,1.260389641,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
179,123.08034-179.4,102,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,3-Ethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID0022480,DTXSID0022480,3-Ethylphenol,,CCc1cccc(O)c1,3-ethylphenol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-6.707494138,3.548816539,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
180,123.08034-179.4,724,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,alpha-Methylbenzylalcohol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID1020859,DTXSID1020859,"alpha-Methylbenzyl,alcohol",,CC(O)c1ccccc1,1-phenylethanol,C8H10O,122.0731649,,122.0731649,exposurepred,,NA,NA,NA,NA,NA,1,25.28242879,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
181,123.08034-179.4,783,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,2-Ethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID1022479,DTXSID1022479,2-Ethylphenol,,CCc1ccccc1O,2-ethylphenol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.245425,5.6279,2,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
182,123.08034-179.4,1433,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,24-Dimethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID2021864,DTXSID2021864,"2,4-Dimethylphenol",,Cc1ccc(O)c(C)c1,"2,4-dimethylphenol",C8H10O,122.0731649,,122.0731649,"E2Up, exposurepred, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,1,0.152578098,NA,,NA,NA,NA,1,1,1,3,NA,1,-3.456193961,3.682769611,5,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
183,123.08034-179.4,2808,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,4-Ethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID4021977,DTXSID4021977,4-Ethylphenol,,CCc1ccc(O)cc1,4-ethylphenol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.039340889,4.409855297,8,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
184,123.08034-179.4,2878,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,34-Dimethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID4024062,DTXSID4024062,"3,4-Dimethylphenol",,Cc1ccc(O)cc1C,"3,4-dimethylphenol",C8H10O,122.0731649,,122.0731649,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,3,NA,NA,NA,1,-5.176758,4.269022,6,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
185,123.08034-179.4,3590,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,4-Methylbenzylalcohol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID5025574,DTXSID5025574,"4-Methylbenzyl,alcohol",,Cc1ccc(CO)cc1,(4-methylphenyl)methanol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.524275943,3.484435449,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
186,123.08034-179.4,4297,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,23-Dimethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID6025143,DTXSID6025143,"2,3-Dimethylphenol",,Cc1cccc(O)c1C,"2,3-dimethylphenol",C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.984843003,17.65227271,9,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
187,123.08034-179.4,4298,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,25-Dimethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID6025145,DTXSID6025145,"2,5-Dimethylphenol",,Cc1ccc(C)c(O)c1,"2,5-dimethylphenol",C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.174758,2.802788,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
188,123.08034-179.4,6405,123.08034,179.4,100,100,100,0,13304.10254,5784.909932,43.48215082,11832.63434,12490.47755,15041.89611,12173.52057,80.93075817,11325.59889,12700.13305,40829.42382,17714.94734,43.38769858,35582.28154,38072.73285,0.53727596,2,10,Multiple,123.0804409,0.82,26-Dimethylphenol,C8H10O,122.07316,M+H,14172.99933,288.078923,DTXSID9024063,DTXSID9024063,"2,6-Dimethylphenol",,Cc1cccc(C)c1O,"2,6-dimethylphenol",C8H10O,122.0731649,,122.0731649,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,1.034646933,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.167052218,3.512967477,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
189,123.08038-725.1,783,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,2-Ethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID1022479,DTXSID1022479,2-Ethylphenol,,CCc1ccccc1O,2-ethylphenol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.245425,5.6279,2,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
190,123.08038-725.1,6405,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,26-Dimethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID9024063,DTXSID9024063,"2,6-Dimethylphenol",,Cc1cccc(C)c1O,"2,6-dimethylphenol",C8H10O,122.0731649,,122.0731649,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,1.034646933,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.167052218,3.512967477,1,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
191,123.08038-725.1,3590,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,4-Methylbenzylalcohol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID5025574,DTXSID5025574,"4-Methylbenzyl,alcohol",,Cc1ccc(CO)cc1,(4-methylphenyl)methanol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.524275943,3.484435449,1,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
192,123.08038-725.1,2878,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,34-Dimethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID4024062,DTXSID4024062,"3,4-Dimethylphenol",,Cc1ccc(O)cc1C,"3,4-dimethylphenol",C8H10O,122.0731649,,122.0731649,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,3,NA,NA,NA,1,-5.176758,4.269022,6,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
193,123.08038-725.1,2808,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,4-Ethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID4021977,DTXSID4021977,4-Ethylphenol,,CCc1ccc(O)cc1,4-ethylphenol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.039340889,4.409855297,8,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
194,123.08038-725.1,724,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,alpha-Methylbenzylalcohol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID1020859,DTXSID1020859,"alpha-Methylbenzyl,alcohol",,CC(O)c1ccccc1,1-phenylethanol,C8H10O,122.0731649,,122.0731649,exposurepred,,NA,NA,NA,NA,NA,1,25.28242879,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
195,123.08038-725.1,4298,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,25-Dimethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID6025145,DTXSID6025145,"2,5-Dimethylphenol",,Cc1ccc(C)c(O)c1,"2,5-dimethylphenol",C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.174758,2.802788,3,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
196,123.08038-725.1,4297,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,23-Dimethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID6025143,DTXSID6025143,"2,3-Dimethylphenol",,Cc1cccc(O)c1C,"2,3-dimethylphenol",C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.984843003,17.65227271,9,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
197,123.08038-725.1,102,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,3-Ethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID0022480,DTXSID0022480,3-Ethylphenol,,CCc1cccc(O)c1,3-ethylphenol,C8H10O,122.0731649,,122.0731649,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-6.707494138,3.548816539,1,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
198,123.08038-725.1,1433,123.08038,725.1,100,100,100,0,14909.75488,6626.054334,44.44106819,17469.72859,13283.44564,12900.00222,5800.820223,44.96759088,10912.30626,11629.13057,15505.42068,6047.039168,38.99951697,18174.72232,14166.90897,0.988291063,2,10,Multiple,123.0804409,0.49,24-Dimethylphenol,C8H10O,122.07316,M+H,13904.87855,111.5106516,DTXSID2021864,DTXSID2021864,"2,4-Dimethylphenol",,Cc1ccc(O)c(C)c1,"2,4-dimethylphenol",C8H10O,122.0731649,,122.0731649,"E2Up, exposurepred, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,1,0.152578098,NA,,NA,NA,NA,1,1,1,3,NA,1,-3.456193961,3.682769611,5,NA,,0,NA,0,nurses1,0.207455827,0.051530904,4.02585263,8.14E-05,1,0,pos
199,125.09669-146.3,80,125.09669,146.3,100,100,100,0,70358.67609,35206.86775,50.03912766,65072.69303,61780.33517,70539.07265,49358.74697,69.97362613,58413.73997,57923.81391,97796.75808,29749.10883,30.41932004,102309.8727,93132.05955,0.715114114,3,704.3478261,Unique,125.096091,4.79,1-Ethynylcyclohexanol,C8H12O,124.08881,M+H,70448.87437,138.8194758,DTXSID0021757,DTXSID0021757,1-Ethynylcyclohexanol,,C#CC1(O)CCCCC1,1-ethynylcyclohexan-1-ol,C8H12O,124.088815,,124.088815,exposurepred,,NA,NA,NA,NA,NA,1,34.6503152,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
200,125.10716-53.9,4542,125.10716,53.9,98.33333333,93.75,100,4.583333333,6072.56229,6431.645094,105.9132008,2091.346531,NA,5757.816113,6551.894346,113.7913094,1926.130177,NA,98757.76994,70756.82926,71.64684794,119679.6008,50346.29936,0.930767046,3,25961.53846,Unique,125.1073244,1.31,1-Aminocyclohexanecarbonitrile,C7H12N2,124.10005,M+H,5915.189202,1669.562318,DTXSID6044488,DTXSID6044488,1-Aminocyclohexanecarbonitrile,,N#CC1(N)CCCCC1,1-aminocyclohexane-1-carbonitrile,C7H12N2,124.1000484,,124.1000484,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.820446161,8.893393669,1,NA,,0,NA,0,nurses1,0.540460372,0.219213765,2.465449066,0.014553004,1,0,pos
201,126.09138-166.1,1522,126.09138,166.1,100,100,100,0,132191.9932,59474.4679,44.99097598,126590.36,119057.4332,165717.9605,77366.78261,46.68581628,147850.926,148262.7883,13698.22636,5098.559249,37.22057963,11513.03747,12861.27426,0.96369689,3,23592.23301,Multiple,126.09134,0.32,Cyclohexanonecyanohydrin,C7H11NO,125.08406,M+H,148954.9769,9.196219318,DTXSID2024878,DTXSID2024878,"Cyclohexanone,cyanohydrin",,N#CC1(O)CCCCC1,1-hydroxycyclohexane-1-carbonitrile,C7H11NO,125.084064,,125.084064,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.710455,1.836062,2,NA,,0,NA,0,nurses1,-0.326422438,0.094793216,-3.44352107,0.000703458,0,0,pos
202,126.09138-166.1,5731,126.09138,166.1,100,100,100,0,132191.9932,59474.4679,44.99097598,126590.36,119057.4332,165717.9605,77366.78261,46.68581628,147850.926,148262.7883,13698.22636,5098.559249,37.22057963,11513.03747,12861.27426,0.96369689,3,23592.23301,Multiple,126.09134,0.32,Isocyanatocyclohexane,C7H11NO,125.08406,M+H,148954.9769,9.196219318,DTXSID8025464,DTXSID8025464,Isocyanatocyclohexane,,O=C=NC1CCCCC1,isocyanatocyclohexane,C7H11NO,125.084064,,125.084064,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,33.38594659,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.173629962,3.686392855,1,NA,,0,NA,0,nurses1,-0.326422438,0.094793216,-3.44352107,0.000703458,0,0,pos
203,127.11156-302.8,2551,127.11156,302.8,100,100,100,0,14852.06379,9806.028589,66.02468672,12045.60503,12851.20347,17375.66978,18675.64456,107.4815809,11287.94143,12656.27832,19465.76509,13810.12284,70.9456976,13127.64143,16185.12975,0.614288385,3,534.6534653,Multiple,127.1117411,1.42,2-Octen-4-one,C8H14O,126.10447,M+H,16113.86678,120.8013282,DTXSID3047134,DTXSID3047134,2-Octen-4-one,,CC=CC(=O)CCCC,oct-2-en-4-one,C8H14O,126.1044651,,126.1044651,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.618725687,9.17082426,4,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
204,127.11156-302.8,2912,127.11156,302.8,100,100,100,0,14852.06379,9806.028589,66.02468672,12045.60503,12851.20347,17375.66978,18675.64456,107.4815809,11287.94143,12656.27832,19465.76509,13810.12284,70.9456976,13127.64143,16185.12975,0.614288385,3,534.6534653,Multiple,127.1117411,1.42,2-Ethyl-2-hexenal,C8H14O,126.10447,M+H,16113.86678,120.8013282,DTXSID4025296,DTXSID4025296,2-Ethyl-2-hexenal,,CCCC=C(C=O)CC,2-ethylhex-2-enal,C8H14O,126.1044651,,126.1044651,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.280722444,9.670592851,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
