"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"840","181.04981-1164.3",3390,181.04981,1164.3,100,100,100,0,14469.0725939547,9083.05907539304,62.7756825215459,12212.3067265946,11858.4540047166,15730.7040331993,13368.1031630184,84.9809591154048,12314.7153605495,12053.0332828439,17673.1508776565,6519.28052406599,36.8880488216059,18579.1392510619,16215.1941563315,3,55958.5492227981,"Multiple",181.0495347,1.52,"Aspirin","C9H8O4","180.04226","M+H",15099.888313577,117.041599981675,"DTXSID5020108","DTXSID5020108","Aspirin","CC(=O)Oc1ccccc1C(=O)O","2-acetyloxybenzoic acid","C9H8O4",180.0422587,"","180.0422587","exposurepred, VBtoxcast, Drug","1",NA,0,0,NA,0,1,4.070225749,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.256757911,4.049221942,4,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"841","181.04981-1164.3",6588,181.04981,1164.3,100,100,100,0,14469.0725939547,9083.05907539304,62.7756825215459,12212.3067265946,11858.4540047166,15730.7040331993,13368.1031630184,84.9809591154048,12314.7153605495,12053.0332828439,17673.1508776565,6519.28052406599,36.8880488216059,18579.1392510619,16215.1941563315,3,55958.5492227981,"Multiple",181.0495347,1.52,"Monomethylphthalate","C9H8O4","180.04226","M+H",15099.888313577,117.041599981675,"DTXSID9040001","DTXSID9040001","Monomethyl,phthalate","COC(=O)c1ccccc1C(=O)O","2-methoxycarbonylbenzoic acid","C9H8O4",180.0422587,"","180.0422587","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.938132588,1.900562995,6,NA,"",1,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"842","181.04991-1173.4",919,181.04991,1173.4,100,100,100,0,17618.1571659799,12017.8313081814,68.2127602504729,14335.8370476492,14054.960767073,19522.8550344394,21147.10884809,108.319755541827,14522.9769539897,13916.0526046546,23671.2978327167,12099.7459820241,51.1156847737376,24289.4299264063,20702.9159590651,3,55958.5492227981,"Multiple",181.0495347,2.07,"14-Benzenedicarboxylicacidmonomethylester","C9H8O4","180.04226","M+H",18570.5061002096,127.467165972658,"DTXSID1027425","DTXSID1027425","1,4-Benzenedicarboxylic,acid,,monomethyl,ester","COC(=O)c1ccc(C(=O)O)cc1","4-methoxycarbonylbenzoic acid","C9H8O4",180.0422587,"","180.0422587","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.902007914,2.890185034,2,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"843","181.04991-1173.4",3390,181.04991,1173.4,100,100,100,0,17618.1571659799,12017.8313081814,68.2127602504729,14335.8370476492,14054.960767073,19522.8550344394,21147.10884809,108.319755541827,14522.9769539897,13916.0526046546,23671.2978327167,12099.7459820241,51.1156847737376,24289.4299264063,20702.9159590651,3,55958.5492227981,"Multiple",181.0495347,2.07,"Aspirin","C9H8O4","180.04226","M+H",18570.5061002096,127.467165972658,"DTXSID5020108","DTXSID5020108","Aspirin","CC(=O)Oc1ccccc1C(=O)O","2-acetyloxybenzoic acid","C9H8O4",180.0422587,"","180.0422587","exposurepred, VBtoxcast, Drug","1",NA,0,0,NA,0,1,4.070225749,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.256757911,4.049221942,4,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"844","181.04991-1173.4",6588,181.04991,1173.4,100,100,100,0,17618.1571659799,12017.8313081814,68.2127602504729,14335.8370476492,14054.960767073,19522.8550344394,21147.10884809,108.319755541827,14522.9769539897,13916.0526046546,23671.2978327167,12099.7459820241,51.1156847737376,24289.4299264063,20702.9159590651,3,55958.5492227981,"Multiple",181.0495347,2.07,"Monomethylphthalate","C9H8O4","180.04226","M+H",18570.5061002096,127.467165972658,"DTXSID9040001","DTXSID9040001","Monomethyl,phthalate","COC(=O)c1ccccc1C(=O)O","2-methoxycarbonylbenzoic acid","C9H8O4",180.0422587,"","180.0422587","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.938132588,1.900562995,6,NA,"",1,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"845","181.07246-157.8",3272,181.07246,157.8,100,100,100,0,590690.649508016,884163.937888239,149.683076687375,328561.766401356,327703.977146719,615054.593971924,744958.580556402,121.120724543423,359621.616697263,251187.247217585,12259.924859516,10231.5407093354,83.4551665412031,10024.521153408,8753.72583220681,3,19424.4604316547,"Multiple",181.0706641,9.92,"DL-GLUCOSE","C6H12O6","180.06339","M+H",602872.62173997,2.03358461098005,"DTXSID4048729","DTXSID4048729","DL-GLUCOSE","O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal","C6H12O6",180.0633881,"","180.0633881","Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"846","181.07246-157.8",3518,181.07246,157.8,100,100,100,0,590690.649508016,884163.937888239,149.683076687375,328561.766401356,327703.977146719,615054.593971924,744958.580556402,121.120724543423,359621.616697263,251187.247217585,12259.924859516,10231.5407093354,83.4551665412031,10024.521153408,8753.72583220681,3,19424.4604316547,"Multiple",181.0706641,9.92,"D-Fructose","C6H12O6","180.06339","M+H",602872.62173997,2.03358461098005,"DTXSID5023081","DTXSID5023081","D-Fructose","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O","(2R,3S,4S,5R)-2,5-bis(hydroxymethyl)oxolane-2,3,4-triol","C6H12O6",180.0633881,"","180.0633881","exposurepred","",NA,NA,NA,NA,NA,1,0.746662735,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"847","181.07246-157.8",4940,181.07246,157.8,100,100,100,0,590690.649508016,884163.937888239,149.683076687375,328561.766401356,327703.977146719,615054.593971924,744958.580556402,121.120724543423,359621.616697263,251187.247217585,12259.924859516,10231.5407093354,83.4551665412031,10024.521153408,8753.72583220681,3,19424.4604316547,"Multiple",181.0706641,9.92,"D-GLUCOSE","C6H12O6","180.06339","M+H",602872.62173997,2.03358461098005,"DTXSID7022910","DTXSID7022910","D-GLUCOSE","O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal","C6H12O6",180.0633881,"","180.0633881","Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"848","181.07256-189.2",3451,181.07256,189.2,100,100,100,0,978083.438261356,697509.284498599,71.3138835822119,861507.508439474,673984.773867712,830388.077425301,832396.930777784,100.241917412725,532061.521639976,362204.202979447,25605.9337370856,11192.7475048867,43.711538191931,25757.5306579211,23141.9551819343,3,25961.5384615385,"Multiple",181.0720015,3.08,"Theophylline","C7H8N4O2","180.06473","M+H",904235.757843329,2.83177628345043,"DTXSID5021336","DTXSID5021336","Theophylline","Cn1c(=O)c2[nH]cnc2n(C)c1=O","1,3-dimethyl-7H-purine-2,6-dione","C7H8N4O2",180.0647255,"","180.0647255","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.736314462,7.380385143,5,NA,"",0,NA,"0","nurses1",0.917391523033066,0.271923079276146,3.37371702863599,0.000895402509230378,"1","0","pos"
"849","181.07256-189.2",6459,181.07256,189.2,100,100,100,0,978083.438261356,697509.284498599,71.3138835822119,861507.508439474,673984.773867712,830388.077425301,832396.930777784,100.241917412725,532061.521639976,362204.202979447,25605.9337370856,11192.7475048867,43.711538191931,25757.5306579211,23141.9551819343,3,25961.5384615385,"Multiple",181.0720015,3.08,"Theobromine","C7H8N4O2","180.06473","M+H",904235.757843329,2.83177628345043,"DTXSID9026132","DTXSID9026132","Theobromine","Cn1cnc2c1c(=O)[nH]c(=O)n2C","3,7-dimethylpurine-2,6-dione","C7H8N4O2",180.0647255,"","180.0647255","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.709014,4.831542,5,NA,"",0,NA,"0","nurses1",0.917391523033066,0.271923079276146,3.37371702863599,0.000895402509230378,"1","0","pos"
"850","181.08613-318.4",1099,181.08613,318.4,100,100,100,0,172481.83801113,259317.394226412,150.344753521051,91067.0112160926,86528.3492958558,191324.816455825,218015.774388955,113.950599000989,115552.77917378,106570.979906775,4250.55793787023,1942.26446501894,45.694341623117,4422.73048230333,3739.45553660901,3,35526.3157894737,"Multiple",181.0859202,1.16,"4-Methoxybenzylacetate","C10H12O3","180.07864","M+H",181903.327233477,2.33671258383005,"DTXSID1044770","DTXSID1044770","4-Methoxybenzyl,acetate","COc1ccc(COC(C)=O)cc1","(4-methoxyphenyl)methyl acetate","C10H12O3",180.0786442,"","180.0786442","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.268251234,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.573624383,1.406041416,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"851","181.08613-318.4",2825,181.08613,318.4,100,100,100,0,172481.83801113,259317.394226412,150.344753521051,91067.0112160926,86528.3492958558,191324.816455825,218015.774388955,113.950599000989,115552.77917378,106570.979906775,4250.55793787023,1942.26446501894,45.694341623117,4422.73048230333,3739.45553660901,3,35526.3157894737,"Multiple",181.0859202,1.16,"Propylparaben","C10H12O3","180.07864","M+H",181903.327233477,2.33671258383005,"DTXSID4022527","DTXSID4022527","Propylparaben","CCCOC(=O)c1ccc(O)cc1","propyl 4-hydroxybenzoate","C10H12O3",180.0786442,"","180.0786442","ERactive, P4Up, Vbtoxcast, Disinfect ingredient list","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,0.205,NA,NA,1,2,NA,1,-0.4820318,12.33425,3,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"852","181.08613-318.4",4762,181.08613,318.4,100,100,100,0,172481.83801113,259317.394226412,150.344753521051,91067.0112160926,86528.3492958558,191324.816455825,218015.774388955,113.950599000989,115552.77917378,106570.979906775,4250.55793787023,1942.26446501894,45.694341623117,4422.73048230333,3739.45553660901,3,35526.3157894737,"Multiple",181.0859202,1.16,"Ethylmandelate","C10H12O3","180.07864","M+H",181903.327233477,2.33671258383005,"DTXSID6057829","DTXSID6057829","Ethyl,mandelate","CCOC(=O)C(O)c1ccccc1","ethyl 2-hydroxy-2-phenylacetate","C10H12O3",180.0786442,"","180.0786442","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.733417,2.906568,6,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"853","181.08613-318.4",6854,181.08613,318.4,100,100,100,0,172481.83801113,259317.394226412,150.344753521051,91067.0112160926,86528.3492958558,191324.816455825,218015.774388955,113.950599000989,115552.77917378,106570.979906775,4250.55793787023,1942.26446501894,45.694341623117,4422.73048230333,3739.45553660901,3,35526.3157894737,"Multiple",181.0859202,1.16,"4-(1-Hydroxyethyl)phenylacetate","C10H12O3","180.07864","M+H",181903.327233477,2.33671258383005,"DTXSID9052181","DTXSID9052181","4-(1-Hydroxyethyl)phenyl,acetate","CC(=O)Oc1ccc(C(C)O)cc1","[4-(1-hydroxyethyl)phenyl] acetate","C10H12O3",180.0786442,"","180.0786442","exposurepred","",NA,NA,NA,NA,NA,1,0.65607174,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"854","181.08633-313.2",1099,181.08633,313.2,100,100,100,0,202583.333948589,262325.118001448,129.489979697945,141671.000969179,109893.49697828,251311.11780543,290437.699973219,115.568981790166,152637.303572304,140366.183317885,2737.45913858151,1468.34331253352,53.6389125170424,3104.93562722397,2252.14486780013,3,35526.3157894737,"Multiple",181.0859202,2.26,"4-Methoxybenzylacetate","C10H12O3","180.07864","M+H",226947.225877009,1.20620956171768,"DTXSID1044770","DTXSID1044770","4-Methoxybenzyl,acetate","COc1ccc(COC(C)=O)cc1","(4-methoxyphenyl)methyl acetate","C10H12O3",180.0786442,"","180.0786442","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.268251234,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.573624383,1.406041416,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"855","181.08633-313.2",2825,181.08633,313.2,100,100,100,0,202583.333948589,262325.118001448,129.489979697945,141671.000969179,109893.49697828,251311.11780543,290437.699973219,115.568981790166,152637.303572304,140366.183317885,2737.45913858151,1468.34331253352,53.6389125170424,3104.93562722397,2252.14486780013,3,35526.3157894737,"Multiple",181.0859202,2.26,"Propylparaben","C10H12O3","180.07864","M+H",226947.225877009,1.20620956171768,"DTXSID4022527","DTXSID4022527","Propylparaben","CCCOC(=O)c1ccc(O)cc1","propyl 4-hydroxybenzoate","C10H12O3",180.0786442,"","180.0786442","ERactive, P4Up, Vbtoxcast, Disinfect ingredient list","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,0.205,NA,NA,1,2,NA,1,-0.4820318,12.33425,3,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"856","181.08633-313.2",4762,181.08633,313.2,100,100,100,0,202583.333948589,262325.118001448,129.489979697945,141671.000969179,109893.49697828,251311.11780543,290437.699973219,115.568981790166,152637.303572304,140366.183317885,2737.45913858151,1468.34331253352,53.6389125170424,3104.93562722397,2252.14486780013,3,35526.3157894737,"Multiple",181.0859202,2.26,"Ethylmandelate","C10H12O3","180.07864","M+H",226947.225877009,1.20620956171768,"DTXSID6057829","DTXSID6057829","Ethyl,mandelate","CCOC(=O)C(O)c1ccccc1","ethyl 2-hydroxy-2-phenylacetate","C10H12O3",180.0786442,"","180.0786442","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.733417,2.906568,6,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"857","181.08633-313.2",6854,181.08633,313.2,100,100,100,0,202583.333948589,262325.118001448,129.489979697945,141671.000969179,109893.49697828,251311.11780543,290437.699973219,115.568981790166,152637.303572304,140366.183317885,2737.45913858151,1468.34331253352,53.6389125170424,3104.93562722397,2252.14486780013,3,35526.3157894737,"Multiple",181.0859202,2.26,"4-(1-Hydroxyethyl)phenylacetate","C10H12O3","180.07864","M+H",226947.225877009,1.20620956171768,"DTXSID9052181","DTXSID9052181","4-(1-Hydroxyethyl)phenyl,acetate","CC(=O)Oc1ccc(C(C)O)cc1","[4-(1-hydroxyethyl)phenyl] acetate","C10H12O3",180.0786442,"","180.0786442","exposurepred","",NA,NA,NA,NA,NA,1,0.65607174,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"858","181.15899-394.5",5906,181.15899,394.5,94.1666666666667,98.75,100,-4.58333333333333,1419.99190962839,1546.5627940199,108.913493346919,736.701716805014,NA,1880.31091384359,4187.70832871552,222.713610705759,885.621151456834,NA,2475.89198756417,2695.82207211235,108.882862647193,1400.78225472437,1618.01396252898,3,743.119266055047,"Multiple",181.1586913,1.65,"4-Cyclohexylcyclohexanone","C12H20O","180.15142","M+H",1650.15141173599,150.04029145177,"DTXSID8040721","DTXSID8040721","4-Cyclohexylcyclohexanone","O=C1CCC(C2CCCCC2)CC1","4-cyclohexylcyclohexan-1-one","C12H20O",180.1514153,"","180.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.541081,8.41395,5,NA,"",0,NA,"0","nurses1",-0.743549522687949,0.247690658386037,-3.00192799975966,0.0030355972644356,"0","0","pos"
"859","181.15899-394.5",6089,181.15899,394.5,94.1666666666667,98.75,100,-4.58333333333333,1419.99190962839,1546.5627940199,108.913493346919,736.701716805014,NA,1880.31091384359,4187.70832871552,222.713610705759,885.621151456834,NA,2475.89198756417,2695.82207211235,108.882862647193,1400.78225472437,1618.01396252898,3,743.119266055047,"Multiple",181.1586913,1.65,"11-Bi(cyclohexyl)-2-one","C12H20O","180.15142","M+H",1650.15141173599,150.04029145177,"DTXSID8047424","DTXSID8047424","1,1'-Bi(cyclohexyl)-2-one","O=C1CCCCC1C1CCCCC1","2-cyclohexylcyclohexan-1-one","C12H20O",180.1514153,"","180.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.08122436,2.569687,1,NA,"",0,NA,"0","nurses1",-0.743549522687949,0.247690658386037,-3.00192799975966,0.0030355972644356,"0","0","pos"
"860","182.05772-63.6",2769,182.05772,63.6,100,100,100,0,56151.2049563711,42425.9230816746,75.5565675120224,47083.3122123263,43298.3498300754,60414.5628470573,37354.5915589916,61.8304425268404,52544.1853577095,49686.0039993699,116421.879499881,174266.161352781,149.685061005186,15882.2368430355,13566.9577256476,2,10,"Unique",182.0560171,9.35,"N-Nitroso-N-methyl-4-nitroaniline","C7H7N3O3","181.04874","M+H",58282.8839017142,199.753120823962,"DTXSID4021002","DTXSID4021002","N-Nitroso-N-methyl-4-nitroaniline","CN(N=O)c1ccc([N+](=O)[O-])cc1","N-methyl-N-(4-nitrophenyl)nitrous amide","C7H7N3O3",181.0487411,"","181.0487411","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.3681129,4.673843,2,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"861","182.05781-56.7",2769,182.05781,56.7,95,100,91.6666666666667,-5,17121.7705099207,25030.2113149005,146.189386783321,7791.02348627256,NA,17727.3788788326,18782.2275644533,105.950392851818,10896.5547389961,7987.30645438602,7673.1156537541,6599.32060750456,86.0057492327229,7359.86458219147,NA,2,10,"Unique",182.0560171,9.85,"N-Nitroso-N-methyl-4-nitroaniline","C7H7N3O3","181.04874","M+H",17424.5746943767,44.0361718339697,"DTXSID4021002","DTXSID4021002","N-Nitroso-N-methyl-4-nitroaniline","CN(N=O)c1ccc([N+](=O)[O-])cc1","N-methyl-N-(4-nitrophenyl)nitrous amide","C7H7N3O3",181.0487411,"","181.0487411","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.3681129,4.673843,2,NA,"",0,NA,"0","nurses1",-0.916213937254807,0.436467569184212,-2.09915696363713,0.0370966894319805,"0","0","pos"
"862","182.07997-88.4",3979,182.07997,88.4,100,100,100,0,116868.427822344,66347.441542335,56.77105680175,94912.9362954801,103730.173313207,102709.48905975,39192.457238737,38.1585553560074,97399.5124638206,95219.416365684,239574.913224349,184423.238448461,76.9793614725254,220970.770545086,150382.181625114,3,41326.5306122449,"Unique",182.0811692,6.59,"Adrenone","C9H11NO3","181.07389","M+H",109788.958441047,218.214032290864,"DTXSID5048710","DTXSID5048710","Adrenone","CNCC(=O)c1ccc(O)c(O)c1","1-(3,4-dihydroxyphenyl)-2-(methylamino)ethanone","C9H11NO3",181.0738932,"","181.0738932","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.8337715,3.953606,3,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"863","182.08016-85",3979,182.08016,85,100,100,100,0,114337.386461115,69487.2795939303,60.7738918516929,88906.7613668765,99854.5890228955,102035.1133286,42191.7913954337,41.3502666082771,94226.6752683671,93420.8495646075,239304.638339957,182898.161090604,76.4290079621353,220256.114020721,157420.597731348,3,41326.5306122449,"Unique",182.0811692,5.54,"Adrenone","C9H11NO3","181.07389","M+H",108186.249894858,221.196906790399,"DTXSID5048710","DTXSID5048710","Adrenone","CNCC(=O)c1ccc(O)c(O)c1","1-(3,4-dihydroxyphenyl)-2-(methylamino)ethanone","C9H11NO3",181.0738932,"","181.0738932","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.8337715,3.953606,3,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"864","182.08035-78.8",3979,182.08035,78.8,100,100,100,0,96069.8508258157,67182.9504750386,69.9313571297701,73856.5498813743,81441.5865915787,86929.4370635079,38325.3582506538,44.087894210858,81106.2857204086,78124.4600598134,216754.529901517,182231.147053599,84.0725899183724,198326.529174543,142532.228664487,3,41326.5306122449,"Unique",182.0811692,4.5,"Adrenone","C9H11NO3","181.07389","M+H",91499.6439446618,236.891118431683,"DTXSID5048710","DTXSID5048710","Adrenone","CNCC(=O)c1ccc(O)c(O)c1","1-(3,4-dihydroxyphenyl)-2-(methylamino)ethanone","C9H11NO3",181.0738932,"","181.0738932","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.8337715,3.953606,3,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"865","183.07494-157.5",5614,183.07494,157.5,98.3333333333333,100,100,-1.66666666666667,7212.77100359359,5154.61593962213,71.4651267460725,6541.97686298057,NA,8054.27745800921,7392.65199654119,91.785415080156,6348.09809411189,4667.34108879466,5667.51487116882,4315.70363847783,76.1480778891683,3082.14196410345,4477.82244012722,2,10,"Unique",183.0764182,8.07,"4-Ethoxy-2-nitroaniline","C8H10N2O3","182.06914","M+H",7633.5242308014,74.2450629592594,"DTXSID8022084","DTXSID8022084","4-Ethoxy-2-nitroaniline","CCOc1ccc(N)c([N+](=O)[O-])c1","4-ethoxy-2-nitroaniline","C8H10N2O3",182.0691422,"","182.0691422","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-6.026624808,3.324086283,5,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"866","183.07824-574.1",5614,183.07824,574.1,70,56.25,66.6666666666667,13.75,1674.74708214687,1740.93970250734,103.95239502526,874.040953103131,NA,1395.29846125841,1767.90491676612,126.704426748357,106.052773451124,NA,2384.84930055248,1797.15424513165,75.3571407935634,3353.26733317212,NA,2,10,"Unique",183.0764182,9.95,"4-Ethoxy-2-nitroaniline","C8H10N2O3","182.06914","M+H",1535.02277170264,155.362470480305,"DTXSID8022084","DTXSID8022084","4-Ethoxy-2-nitroaniline","CCOc1ccc(N)c([N+](=O)[O-])c1","4-ethoxy-2-nitroaniline","C8H10N2O3",182.0691422,"","182.0691422","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-6.026624808,3.324086283,5,NA,"",0,NA,"1","nurses1",1.47822193301768,0.420846835550031,3.51249387698425,0.000552208569238437,"1","0","pos"
"867","183.10152-224.4",605,183.10152,224.4,100,100,100,0,31188.1579955195,8625.57830408801,27.6565814028746,30164.2614741919,30092.046802495,32604.7750749423,11803.1310022391,36.2006208449823,32283.4761309457,29944.2491571131,22497.1030220228,7095.0766199025,31.5377344938903,20938.1518614066,21615.8022303455,2,496.932515337424,"Multiple",183.1015703,0.27,"Diethyleneglycolmonophenylether","C10H14O3","182.09429","M+H",31896.4665352309,70.531646498128,"DTXSID0051528","DTXSID0051528","Diethylene,glycol,monophenyl,ether","OCCOCCOc1ccccc1","2-(2-phenoxyethoxy)ethanol","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.920106305,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"868","183.10152-224.4",5825,183.10152,224.4,100,100,100,0,31188.1579955195,8625.57830408801,27.6565814028746,30164.2614741919,30092.046802495,32604.7750749423,11803.1310022391,36.2006208449823,32283.4761309457,29944.2491571131,22497.1030220228,7095.0766199025,31.5377344938903,20938.1518614066,21615.8022303455,2,496.932515337424,"Multiple",183.1015703,0.27,"33-Dimethyl-2-oxobicyclo221heptane-1-carboxylicacid","C10H14O3","182.09429","M+H",31896.4665352309,70.531646498128,"DTXSID80304715","DTXSID80304715","3,3-Dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic,acid","CC1(C)C(=O)C2(C(=O)O)CCC1C2","3,3-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.458754822,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"869","183.10152-224.4",6227,183.10152,224.4,100,100,100,0,31188.1579955195,8625.57830408801,27.6565814028746,30164.2614741919,30092.046802495,32604.7750749423,11803.1310022391,36.2006208449823,32283.4761309457,29944.2491571131,22497.1030220228,7095.0766199025,31.5377344938903,20938.1518614066,21615.8022303455,2,496.932515337424,"Multiple",183.1015703,0.27,"Pentanoicacid2-furanylmethylester","C10H14O3","182.09429","M+H",31896.4665352309,70.531646498128,"DTXSID8067993","DTXSID8067993","Pentanoic,acid,,2-furanylmethyl,ester","CCCCC(=O)OCc1ccco1","furan-2-ylmethyl pentanoate","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,2.982430123,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
