"","parent_id","DB_name","is_metab","DTXSID","name_original","name_cleaned","formula","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin"
"379",NA,"DTXSID0042379",0,"DTXSID0042379","Dimethoxydimethylsilane","dimethoxy(dimethyl)silane","C4H12O2Si","C4H12O2Si","120.060656","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.615900027","7.759290666","1","",""
"380",NA,"DTXSID0042400",0,"DTXSID0042400","Sodium,hexyldecyl,sulfate","hexadecyl sulfate","C16H33NaO4S","C16H33NaO4S","321.210504","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.052330879","17.96277158","11","",""
"381",NA,"DTXSID0042406",0,"DTXSID0042406","Sodium,methyl,sulfate","methyl sulfate","CH3NaO4S","CH3NaO4S","110.975753","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.331959067","4.483229656","3","",""
"382",NA,"DTXSID0042452",0,"DTXSID0042452","Tetradecanamide,,N-(2-hydroxyethyl)-","N-(2-hydroxyethyl)tetradecanamide","C16H33NO2","C16H33NO2","271.251129","exposurepred","","","","","","","1","1.426260922","","","","","","","","","","","","","","","",""
"383",NA,"DTXSID0042583",0,"DTXSID0042583","Levosulpiride","N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2-methoxy-5-sulfamoylbenzamide","C15H23N3O4S","C15H23N3O4S","341.140927","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.997325181","5.396284425","2","",""
"384",NA,"DTXSID0042612",0,"DTXSID0042612","Nemonapride","N-[(2S,3S)-1-benzyl-2-methylpyrrolidin-3-yl]-5-chloro-2-methoxy-4-(methylamino)benzamide","C21H26ClN3O2","C21H26ClN3O2","387.171355","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.1395736","4.908879","1","",""
"385",NA,"DTXSID0042614",0,"DTXSID0042614","Tetrabenazine","9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one","C19H27NO3","C19H27NO3","317.199094","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.019646111","4.931447572","1","",""
"386",NA,"DTXSID0042618",0,"DTXSID0042618","Tropanyl,3,5-dimethylbenzoate","[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3,5-dimethylbenzoate","C17H23NO2","C17H23NO2","273.172879","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.417726","4.194988","3","",""
"387",NA,"DTXSID0043761",0,"DTXSID0043761","4,4'-Dinitrodiphenylurea","1,3-bis(4-nitrophenyl)urea","C13H10N4O5","C13H10N4O5","302.065119","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.280537896","4.513760487","19","",""
"388",NA,"DTXSID0043765",0,"DTXSID0043765","Ouabain","3-[(1R,3S,5S,8R,9S,10R,11R,13R,14S,17R)-1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one","C29H44O12","C29H44O12","584.283277","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.03063609","5.071505286","111","",""
"389",NA,"DTXSID0043896",0,"DTXSID0043896","Fenoldopam","9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol","C16H16ClNO3","C16H16ClNO3","305.081871","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.8233124","5.553892","2","",""
"390",NA,"DTXSID0044024",0,"DTXSID0044024","PD,0325901","N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-(2-fluoro-4-iodoanilino)benzamide","C16H14F3IN2O4","C16H14F3IN2O4","481.99504","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.566801018","1.435478052","1","",""
"391",NA,"DTXSID0044107",0,"DTXSID0044107","Ibufenac","2-[4-(2-methylpropyl)phenyl]acetic acid","C12H16O2","C12H16O2","192.11503","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.960043496","6.974063204","1","",""
"392",NA,"DTXSID0044236",0,"DTXSID0044236","Triethylene,glycol,bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate,,Triethylene,glycol,bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate","2-[2-[2-[3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propanoyloxy]ethoxy]ethoxy]ethyl 3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propanoate","C34H50O8, C34H50O8","C34H50O8, C34H50O8","586.350569","exposurepred, VBtoxcast","","","","","","","1","0.867930036","","","","","","","","","","","1","-1.252182069","16.88181459","5","",""
"393",NA,"DTXSID00442840",0,"DTXSID00442840","2-(TRIFLUOROMETHOXY)ETHYL,TRIFLUOROMETHANESULFONATE","2-(trifluoromethoxy)ethyl trifluoromethanesulfonate","C4H4F6O4S","C4H4F6O4S","261.973449","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","",""
"394",NA,"DTXSID0044288",0,"DTXSID0044288","5,5'-Indigotindisulfonic,acid","2-(3-hydroxy-5-sulfo-1H-indol-2-yl)-3-oxoindole-5-sulfonic acid","C16H10N2O8S2","C16H10N2O8S2","421.987857","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.180412422","1.550305667","1","",""
"395",NA,"DTXSID0044367",0,"DTXSID0044367","Tetradonium,bromide,,Tetradonium,bromide","trimethyl(tetradecyl)azanium","C17H38BrN, C17H38BrN","C17H38BrN, C17H38BrN","256.299877","VBtoxcast, pellizzari","","","","","","","","","","","","","","","","","","","1","-1.573224285","33.83140064","29","","1"
"396",NA,"DTXSID0044369",0,"DTXSID0044369","N,N-dimethylpyridin-4-amine","N,N-dimethylpyridin-4-amine","C7H10N2","C7H10N2","122.084398","exposurepred","","","","","","","1","0.555614803","","","","","","","","","","","","","","","",""
"397",NA,"DTXSID0044440",0,"DTXSID0044440","2,6-Di(butan-2-yl)phenol","2,6-di(butan-2-yl)phenol","C14H22O","C14H22O","206.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.824830957","6.327323269","3","",""
"398",NA,"DTXSID0044446",0,"DTXSID0044446","Betaine,hydrochloride","carboxymethyl(trimethyl)azanium","C5H12ClNO2","C5H12ClNO2","118.086255","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.755141536","1.706010827","1","",""
"399",NA,"DTXSID0044490",0,"DTXSID0044490","Methyl,3-sulfamoylthiophene-2-carboxylate","methyl 3-sulfamoylthiophene-2-carboxylate","C6H7NO4S2","C6H7NO4S2","220.98165","exposurepred","","","","","","","1","0.932600686","","","","","","","","","","","","","","","",""
"400",NA,"DTXSID0044494",0,"DTXSID0044494","2-Phenylethyl,phenylacetate","2-phenylethyl 2-phenylacetate","C16H16O2","C16H16O2","240.11503","exposurepred","","","","","","","1","14.54240551","","","","","","","","","","","","","","","",""
"401",NA,"DTXSID0044521",0,"DTXSID0044521","Diatrizoic,acid,,DIATRIZOIC,ACID","3,5-diacetamido-2,4,6-triiodobenzoic acid","C11H9I3N2O4, C11H9I3N2O4","C11H9I3N2O4, C11H9I3N2O4","613.769651","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-1.151701215","2.055026489","1","",""
"402",NA,"DTXSID0044525",0,"DTXSID0044525","Phenylmercuric,lactate","-","C9H10HgO3","C9H10HgO3","-","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.663080529","11.67221302","87","",""
"403",NA,"DTXSID0044527",0,"DTXSID0044527","Ethane-1,2-diyl,bis(sulfanylacetate)","2-(2-sulfanylacetyl)oxyethyl 2-sulfanylacetate","C6H10O4S2","C6H10O4S2","210.002051","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.022574538","5.479371636","1","",""
"404",NA,"DTXSID0044571",0,"DTXSID0044571","3-Isopropylphenol,,3-Isopropylphenol","3-propan-2-ylphenol","C9H12O, C9H12O","C9H12O, C9H12O","136.088815","exposurepred, P4Up","","","","","","","1","51.94904752","","","","","","","","1","3","","","","","","",""
"405",NA,"DTXSID0044573",0,"DTXSID0044573","2-(2-Methylbutan-2-yl)cyclohexyl,acetate","[2-(2-methylbutan-2-yl)cyclohexyl] acetate","C13H24O2","C13H24O2","212.17763","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.479274","5.704833","3","",""
"406",NA,"DTXSID0044575",0,"DTXSID0044575","MON-4660","2,2-dichloro-1-(1-oxa-4-azaspiro[4.5]decan-4-yl)ethanone","C10H15Cl2NO2","C10H15Cl2NO2","251.047984","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.7785282","7.347377","4","",""
"407",NA,"DTXSID0044579",0,"DTXSID0044579","Methyl,2-[(7-hydroxy-3,7-dimethyloctylidene)amino]benzoate","methyl 2-[(7-hydroxy-3,7-dimethyloctylidene)amino]benzoate","C18H27NO3","C18H27NO3","305.199094","exposurepred","","","","","","","1","0.499896431","","","","","","","","","","","","","","","",""
"408",NA,"DTXSID0044604",0,"DTXSID0044604","1,4-Bis[(ethenyloxy)methyl]cyclohexane","1,4-bis(ethenoxymethyl)cyclohexane","C12H20O2","C12H20O2","196.14633","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.45707819","3.500655768","2","",""
"409",NA,"DTXSID0044650",0,"DTXSID0044650","2,2'-[(4-Methylphenyl)imino]diethanol","2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol","C11H17NO2","C11H17NO2","195.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.215080107","3.251360338","1","",""
"410",NA,"DTXSID0044652",0,"DTXSID0044652","2-Methyl-N-[2-(2-oxoimidazolidin-1-yl)ethyl]prop-2-enamide","2-methyl-N-[2-(2-oxoimidazolidin-1-yl)ethyl]prop-2-enamide","C9H15N3O2","C9H15N3O2","197.116427","exposurepred","","","","","","","1","0.133560286","","","","","","","","","","","","","","","",""
"411",NA,"DTXSID0044654",0,"DTXSID0044654","Labetalol,hydrochloride","2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide","C19H25ClN2O3","C19H25ClN2O3","328.178693","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.099884616","3.926420515","3","",""
"412",NA,"DTXSID0044656",0,"DTXSID0044656","3,3'-(Ethylenedioxy)dipropiononitrile","3-[2-(2-cyanoethoxy)ethoxy]propanenitrile","C8H12N2O2","C8H12N2O2","168.089878","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.081250437","4.551635826","1","",""
"413",NA,"DTXSID0044658",0,"DTXSID0044658","1H-Isoindole-1,3(2H)-diimine","3-iminoisoindol-1-amine","C8H7N3","C8H7N3","145.063997","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.609445802","10.68259774","4","",""
"414",NA,"DTXSID0044731",0,"DTXSID0044731","1H-Benzo[de]isoquinoline-1,3(2H)-dione","benzo[de]isoquinoline-1,3-dione","C12H7NO2","C12H7NO2","197.047678","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.1687745","11.64104","2","",""
"415",NA,"DTXSID0044735",0,"DTXSID0044735","Disodium,benzene-1,3-disulfonate","benzene-1,3-disulfonate","C6H6O6S2","C6H6O6S2","235.946027","exposurepred","","","","","","","1","0.383861899","","","","","","","","","","","","","","","",""
"416",NA,"DTXSID0044781",0,"DTXSID0044781","2,3,4,5-Tetrachloro-6-(trichloromethyl)pyridine","2,3,4,5-tetrachloro-6-(trichloromethyl)pyridine","C6Cl7N","C6Cl7N","330.785043","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.241282525","6.893160953","12","",""
"417",NA,"DTXSID0044785",0,"DTXSID0044785","3-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic,acid","3-(3-methyl-5-oxo-4H-pyrazol-1-yl)benzenesulfonic acid","C10H10N2O4S","C10H10N2O4S","254.036128","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.565510377","4.243092193","2","",""
"418",NA,"DTXSID0044787",0,"DTXSID0044787","4-Hydroxy-7-(phenylamino)naphthalene-2-sulfonic,acid","7-anilino-4-hydroxynaphthalene-2-sulfonic acid","C16H13NO4S","C16H13NO4S","315.056529","exposurepred","","","","","","","1","0.321533517","","","","","","","","","","","","","","","",""
"419",NA,"DTXSID0044810",0,"DTXSID0044810","2,6-Dimethyloctan-2-ol","2,6-dimethyloctan-2-ol","C10H22O","C10H22O","158.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.472368813","2.918609411","2","",""
"420",NA,"DTXSID0044816",0,"DTXSID0044816","(2Z)-3,7-Dimethylocta-2,6-dienenitrile","(2Z)-3,7-dimethylocta-2,6-dienenitrile","C10H15N","C10H15N","149.120449","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.961230249","2.974585023","2","",""
"421",NA,"DTXSID0044818",0,"DTXSID0044818","2-Butyloctan-1-ol","2-butyloctan-1-ol","C12H26O","C12H26O","186.198365","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.403696886","5.703624764","2","",""
"422",NA,"DTXSID0044860",0,"DTXSID0044860","6-Methylpyridin-2-amine","6-methylpyridin-2-amine","C6H8N2","C6H8N2","108.068748","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.807194697","1.374487315","2","",""
"423",NA,"DTXSID0044862",0,"DTXSID0044862","Undecanedioic,acid","undecanedioic acid","C11H20O4","C11H20O4","216.136159","exposurepred","","","","","","","1","13.61046255","","","","","","","","","","","","","","","",""
"424",NA,"DTXSID0044866",0,"DTXSID0044866","Sodium,2-ethylhexanoate","2-ethylhexanoate","C8H16O2","C8H16O2","143.107753","exposurepred","","","","","","","1","0.44994455","","","","","","","","","","","","","","","",""
"425",NA,"DTXSID0044868",0,"DTXSID0044868","N-(2,4-Dimethylphenyl)acetamide","N-(2,4-dimethylphenyl)acetamide","C10H13NO","C10H13NO","163.099714","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.923691105","1.546285098","3","",""
"426",NA,"DTXSID0044943",0,"DTXSID0044943","N,N-Dimethyl-2-(morpholin-4-yl)ethanamine","N,N-dimethyl-2-morpholin-4-ylethanamine","C8H18N2O","C8H18N2O","158.141913","exposurepred","","","","","","","1","0.602783819","","","","","","","","","","","","","","","",""
"427",NA,"DTXSID0044945",0,"DTXSID0044945","2,2'-(Methanediyldisulfanediyl)diethanol","2-(2-hydroxyethylsulfanylmethylsulfanyl)ethanol","C5H12O2S2","C5H12O2S2","168.027872","exposurepred","","","","","","","1","1.71824248","","","","","","","","","","","","","","","",""
"428",NA,"DTXSID0044947",0,"DTXSID0044947","1-(Morpholin-4-yl)prop-2-en-1-one,,1-(Morpholin-4-yl)prop-2-en-1-one","1-morpholin-4-ylprop-2-en-1-one","C7H11NO2, C7H11NO2","C7H11NO2, C7H11NO2","141.078979","exposurepred, VBtoxcast","","","","","","","1","1.664236498","","","","","","","","","","","1","-3.53075351","1.309949544","1","",""
"429",NA,"DTXSID0044949",0,"DTXSID0044949","(5-Ethyl-1,3-dioxan-5-yl)methanol","(5-ethyl-1,3-dioxan-5-yl)methanol","C7H14O3","C7H14O3","146.094294","exposurepred","","","","","","","1","0.420156745","","","","","","","","","","","","","","","",""
"430",NA,"DTXSID0044995",0,"DTXSID0044995","9-Ethyl-3-nitro-9H-carbazole","9-ethyl-3-nitrocarbazole","C14H12N2O2","C14H12N2O2","240.089878","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.567786","7.063042","8","",""
"431",NA,"DTXSID0044997",0,"DTXSID0044997","2,6-Di-tert-butyl-4-[(dimethylamino)methyl]phenol,,2,6-Di-tert-butyl-4-[(dimethylamino)methyl]phenol","2,6-ditert-butyl-4-[(dimethylamino)methyl]phenol","C17H29NO, C17H29NO","C17H29NO, C17H29NO","263.224915","exposurepred, VBtoxcast","","","","","","","1","0.562839428","","","","","","","","","","","1","-0.5598568","6.225795","2","",""
"432",NA,"DTXSID0045090",0,"DTXSID0045090","Pridinol","1,1-diphenyl-3-piperidin-1-ylpropan-1-ol","C20H25NO","C20H25NO","295.193614","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.936018327","9.543468627","5","",""
"433",NA,"DTXSID0045096",0,"DTXSID0045096","Benztropine,methylsulfonate","(1R,5S)-3-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane","C22H29NO4S","C22H29NO4S","307.193614","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.984989","8.293487","4","",""
"434",NA,"DTXSID0045125",0,"DTXSID0045125","Docebenone","2-(12-hydroxydodeca-5,10-diynyl)-3,5,6-trimethylcyclohexa-2,5-diene-1,4-dione","C21H26O3","C21H26O3","326.188195","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.8393852","4.770598","6","",""
"435",NA,"DTXSID0045171",0,"DTXSID0045171","Molsidomine","1-ethoxy-N-(3-morpholin-4-yloxadiazol-3-ium-5-yl)methanimidate","C9H14N4O4","C9H14N4O4","242.101505","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.73911355","1.197970015","1","",""
"436",NA,"DTXSID0045173",0,"DTXSID0045173","Mitoxantrone,dihydrochloride","1,4-dihydroxy-5,8-bis[2-(2-hydroxyethylamino)ethylamino]anthracene-9,10-dione","C22H30Cl2N4O6","C22H30Cl2N4O6","444.200885","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-7.581803","23.42036","52","",""
"437",NA,"DTXSID0045175",0,"DTXSID0045175","Nisoxetine","3-(2-methoxyphenoxy)-N-methyl-3-phenylpropan-1-amine","C17H21NO2","C17H21NO2","271.157229","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.079091025","4.362336686","1","",""
"438",NA,"DTXSID0045179",0,"DTXSID0045179","Nimustine","3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-1-(2-chloroethyl)-1-nitrosourea","C9H13ClN6O2","C9H13ClN6O2","272.078851","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.997263071","1.316492057","1","",""
"439",NA,"DTXSID0045204",0,"DTXSID0045204","Sanguinarine","24-methyl-5,7,18,20-tetraoxa-24-azoniahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(24),2,4(8),9,11,13,15,17(21),22-nonaene","C20H14NO4","C20H14NO4","332.091734","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.872853489","11.0512095","42","",""
"440",NA,"DTXSID0045206",0,"DTXSID0045206","Gaboxadol","4,5,6,7-tetrahydro-[1,2]oxazolo[5,4-c]pyridin-3-one","C6H8N2O2","C6H8N2O2","140.058577","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.951504843","2.989901219","1","",""
"441",NA,"DTXSID0045254",0,"DTXSID0045254","21-Hydroxyprogesterone","(8S,9S,10R,13S,14S,17S)-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one","C21H30O3","C21H30O3","330.219495","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.759788607","33.43010358","24","",""
"442",NA,"DTXSID0045383",0,"DTXSID0045383","Bromopride","4-amino-5-bromo-N-[2-(diethylamino)ethyl]-2-methoxybenzamide","C14H22BrN3O2","C14H22BrN3O2","343.089539","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.20673891","5.189903245","3","",""
"443",NA,"DTXSID0045389",0,"DTXSID0045389","Felbinac","2-(4-phenylphenyl)acetic acid","C14H12O2","C14H12O2","212.08373","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.206240751","3.752252848","1","",""
"444",NA,"DTXSID0045410",0,"DTXSID0045410","Parbendazole","methyl N-(6-butyl-1H-benzimidazol-2-yl)carbamate","C13H17N3O2","C13H17N3O2","247.132077","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.203960069","22.83187048","44","",""
"445",NA,"DTXSID0045412",0,"DTXSID0045412","Benserazide,hydrochloride","2-amino-3-hydroxy-N'-[(2,3,4-trihydroxyphenyl)methyl]propanehydrazide","C10H16ClN3O5","C10H16ClN3O5","257.101171","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.034113004","16.71758346","1","",""
"446",NA,"DTXSID0045460",0,"DTXSID0045460","Clocortolone,pivalate","[2-[(6S,8S,9R,10S,11S,13S,14S,16R,17S)-9-chloro-6-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] 2,2-dimethylpropanoate","C27H36ClFO5","C27H36ClFO5","494.22353","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.861849535","18.10276412","6","",""
"447",NA,"DTXSID0045462",0,"DTXSID0045462","Isoxicam","4-hydroxy-2-methyl-N-(5-methyl-1,2-oxazol-3-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide","C14H13N3O5S","C14H13N3O5S","335.057592","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.178306879","2.293819026","1","",""
"448",NA,"DTXSID0045464",0,"DTXSID0045464","Halofantrine,hydrochloride","3-(dibutylamino)-1-[1,3-dichloro-6-(trifluoromethyl)phenanthren-9-yl]propan-1-ol","C26H31Cl3F3NO","C26H31Cl3F3NO","499.165655","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.214667914","6.470017285","1","",""
"449",NA,"DTXSID0045545",0,"DTXSID0045545","Mercurochrome","None","C20H8Br2HgNa2O6","C20H8Br2HgNa2O6","686.837214","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.822627705","49.86860587","3","",""
"450",NA,"DTXSID0045595",0,"DTXSID0045595","Moxalactam,disodium","(6R,7R)-7-[[2-carboxylato-2-(4-hydroxyphenyl)acetyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate","C20H18N6Na2O9S","C20H18N6Na2O9S","518.086694","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.106746996","2.402605784","2","",""
"451",NA,"DTXSID0045597",0,"DTXSID0045597","Ketorolac,tromethamine","-","C19H24N2O6","C19H24N2O6","-","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.7857215","4.708446","1","",""
"452",NA,"DTXSID0045599",0,"DTXSID0045599","Ceftazidime,pentahydrate","(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate","C22H32N6O12S2","C22H32N6O12S2","546.099139","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.9885696","3.065605","1","",""
"453",NA,"DTXSID0045626",0,"DTXSID0045626","Betamipron","3-benzamidopropanoic acid","C10H11NO3","C10H11NO3","193.073893","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-8.382610571","7.048355658","2","",""
"454",NA,"DTXSID0045678",0,"DTXSID0045678","Omacetaxine,mepesuccinate","1-O-[(2S,3S)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl (2R)-2-hydroxy-2-(4-hydroxy-4-methylpentyl)butanedioate","C29H39NO9","C29H39NO9","545.262482","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.458674642","5.596558879","41","",""
"455",NA,"DTXSID0045701",0,"DTXSID0045701","Trovafloxacin,mesylate","7-[(1R,5S)-6-amino-3-azabicyclo[3.1.0]hexan-3-yl]-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid","C21H19F3N4O6S","C21H19F3N4O6S","416.109625","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.944938","8.529494","3","",""
"456",NA,"DTXSID0045703",0,"DTXSID0045703","OXCARBAZEPINE","5-oxo-6H-benzo[b][1]benzazepine-11-carboxamide","C15H12N2O2","C15H12N2O2","252.089878","Drug","1","1","0","0","","0","","","","","","","","","","","","","","","","","",""
"457",NA,"DTXSID0045705",0,"DTXSID0045705","Metralindole","12-methoxy-4-methyl-1,4,6-triazatetracyclo[7.6.1.05,16.010,15]hexadeca-5,9(16),10(15),11,13-pentaene","C15H17N3O","C15H17N3O","255.137162","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.172804257","3.141871041","1","",""
"458",NA,"DTXSID0045759",0,"DTXSID0045759","Ubenimex,hydrochloride","(2R)-2-[[(2S,3R)-3-amino-2-hydroxy-4-phenylbutanoyl]amino]-4-methylpentanoic acid","C16H25ClN2O4","C16H25ClN2O4","308.173607","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.141959","3.349373","4","",""
"459",NA,"DTXSID0045832",0,"DTXSID0045832","Isosorbide,2,5-dinitrate","[(3S,3aS,6R,6aS)-3-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate","C6H8N2O8","C6H8N2O8","236.028065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.1086212","1.367457","1","",""
"460",NA,"DTXSID0045886",0,"DTXSID0045886","Bromhexine,hydrochloride","2,4-dibromo-6-[[cyclohexyl(methyl)amino]methyl]aniline","C14H21Br2ClN2","C14H21Br2ClN2","373.999323","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.109994546","5.150133871","1","",""
"461",NA,"DTXSID0045888",0,"DTXSID0045888","Citiolone","N-(2-oxothiolan-3-yl)acetamide","C6H9NO2S","C6H9NO2S","159.0354","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.673151999","1.784436973","3","",""
"462",NA,"DTXSID0045963",0,"DTXSID0045963","1,3,5-Trimethoxybenzene","1,3,5-trimethoxybenzene","C9H12O3","C9H12O3","168.078644","exposurepred","","","","","","","1","0.319555082","","","","","","","","","","","","","","","",""
"463",NA,"DTXSID0046010",0,"DTXSID0046010","Acivicin","(2S)-2-amino-2-[(5S)-3-chloro-4,5-dihydro-1,2-oxazol-5-yl]acetic acid","C5H7ClN2O3","C5H7ClN2O3","178.01452","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.239924197","4.587636855","1","",""
"464",NA,"DTXSID0046012",0,"DTXSID0046012","Clavulanate,lithium","(2R,3Z,5R)-3-(2-hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylate","C8H8LiNO5","C8H8LiNO5","198.040796","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.797637258","3.708114404","3","",""
"465",NA,"DTXSID0046060",0,"DTXSID0046060","Parethoxycaine","2-(diethylamino)ethyl 4-ethoxybenzoate","C15H23NO3","C15H23NO3","265.167794","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.684082","4.071753","1","",""
"466",NA,"DTXSID0046066",0,"DTXSID0046066","Sodium,4-aminosalicylate","5-amino-2-carboxyphenolate","C7H6NNaO3","C7H6NNaO3","152.035317","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.583146068","2.17734473","1","",""
