"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DF_high_N","parent_id","DB_name","name_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"292","115.07528-503.4",1890,115.07528,503.4,100,96.25,58.3333333333333,3.75,5334.28130440523,4575.29532120907,85.7715418463333,4022.60912127812,3826.1268673805,4636.47922218622,5981.25172589396,129.004174056746,3767.08257982544,NA,273.774390821933,376.710972102953,137.599054086827,116.765351595878,NA,2,10,"Multiple",115.075356,0.66,"C6H10O2","114.06808","M+H",4985.38026329572,5.49154480426629,"0","DTXSID2047066","DTXSID2047066","2,3-Hexanedione","CCCC(=O)C(C)=O","hexane-2,3-dione","C6H10O2","114.06808","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.363598614","2.770256976","1","","","0",0,"nurses1",0.960648585133303,0.205165185047372,4.682317737834,5.32034600201172e-06,"1","0","pos"
"293","115.07528-503.4",888,115.07528,503.4,100,96.25,58.3333333333333,3.75,5334.28130440523,4575.29532120907,85.7715418463333,4022.60912127812,3826.1268673805,4636.47922218622,5981.25172589396,129.004174056746,3767.08257982544,NA,273.774390821933,376.710972102953,137.599054086827,116.765351595878,NA,2,10,"Multiple",115.075356,0.66,"C6H10O2","114.06808","M+H",4985.38026329572,5.49154480426629,"0","DTXSID1025308","DTXSID1025308","Ethyl,methacrylate","C=C(C)C(=O)OCC","ethyl 2-methylprop-2-enoate","C6H10O2","114.06808","exposurepred","","","","","","","1","0.156420301","","","","","","","","","","","","","","","","","0",0,"nurses1",0.960648585133303,0.205165185047372,4.682317737834,5.32034600201172e-06,"1","0","pos"
"294","115.07542-768",5984,115.07542,768,100,100,75,0,36058.0807713804,37224.5735694615,103.235038507671,16951.5864936264,22803.1950793234,21465.6317166685,21355.5321786338,99.4870892248224,16093.846415223,13358.3819924864,1562.94502755419,2246.58037979865,143.740204562041,263.753483149937,NA,2,10,"Multiple",115.075356,0.56,"C6H10O2","114.06808","M+H",28761.8562440245,5.43408956047094,"0","DTXSID8030138","DTXSID8030138","2,5-Hexanedione","CC(=O)CCC(C)=O","hexane-2,5-dione","C6H10O2","114.06808","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.807969573","1.741488075","2","","","0",0,"nurses1",0.819276473903224,0.11722287645208,6.98904939632784,4.33365526439954e-11,"1","0","pos"
"295","115.07542-768",6084,115.07542,768,100,100,75,0,36058.0807713804,37224.5735694615,103.235038507671,16951.5864936264,22803.1950793234,21465.6317166685,21355.5321786338,99.4870892248224,16093.846415223,13358.3819924864,1562.94502755419,2246.58037979865,143.740204562041,263.753483149937,NA,2,10,"Multiple",115.075356,0.56,"C6H10O2","114.06808","M+H",28761.8562440245,5.43408956047094,"0","DTXSID8041298","DTXSID8041298","gamma-Caprolactone","CCC1CCC(=O)O1","5-ethyloxolan-2-one","C6H10O2","114.06808","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.85049","4.534608","3","","","0",0,"nurses1",0.819276473903224,0.11722287645208,6.98904939632784,4.33365526439954e-11,"1","0","pos"
"296","115.07542-768",1890,115.07542,768,100,100,75,0,36058.0807713804,37224.5735694615,103.235038507671,16951.5864936264,22803.1950793234,21465.6317166685,21355.5321786338,99.4870892248224,16093.846415223,13358.3819924864,1562.94502755419,2246.58037979865,143.740204562041,263.753483149937,NA,2,10,"Multiple",115.075356,0.56,"C6H10O2","114.06808","M+H",28761.8562440245,5.43408956047094,"0","DTXSID2047066","DTXSID2047066","2,3-Hexanedione","CCCC(=O)C(C)=O","hexane-2,3-dione","C6H10O2","114.06808","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.363598614","2.770256976","1","","","0",0,"nurses1",0.819276473903224,0.11722287645208,6.98904939632784,4.33365526439954e-11,"1","0","pos"
"297","115.07542-768",2629,115.07542,768,100,100,75,0,36058.0807713804,37224.5735694615,103.235038507671,16951.5864936264,22803.1950793234,21465.6317166685,21355.5321786338,99.4870892248224,16093.846415223,13358.3819924864,1562.94502755419,2246.58037979865,143.740204562041,263.753483149937,NA,2,10,"Multiple",115.075356,0.56,"C6H10O2","114.06808","M+H",28761.8562440245,5.43408956047094,"0","DTXSID3047681","DTXSID3047681","3,4-Hexanedione","CCC(=O)C(=O)CC","hexane-3,4-dione","C6H10O2","114.06808","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.101309085","3.442901509","2","","","0",0,"nurses1",0.819276473903224,0.11722287645208,6.98904939632784,4.33365526439954e-11,"1","0","pos"
"298","115.07542-768",3020,115.07542,768,100,100,75,0,36058.0807713804,37224.5735694615,103.235038507671,16951.5864936264,22803.1950793234,21465.6317166685,21355.5321786338,99.4870892248224,16093.846415223,13358.3819924864,1562.94502755419,2246.58037979865,143.740204562041,263.753483149937,NA,2,10,"Multiple",115.075356,0.56,"C6H10O2","114.06808","M+H",28761.8562440245,5.43408956047094,"0","DTXSID4027159","DTXSID4027159","Caprolactone","O=C1CCCCCO1","oxepan-2-one","C6H10O2","114.06808","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.190423603","3.08978178","1","","","0",0,"nurses1",0.819276473903224,0.11722287645208,6.98904939632784,4.33365526439954e-11,"1","0","pos"
"299","115.07542-768",888,115.07542,768,100,100,75,0,36058.0807713804,37224.5735694615,103.235038507671,16951.5864936264,22803.1950793234,21465.6317166685,21355.5321786338,99.4870892248224,16093.846415223,13358.3819924864,1562.94502755419,2246.58037979865,143.740204562041,263.753483149937,NA,2,10,"Multiple",115.075356,0.56,"C6H10O2","114.06808","M+H",28761.8562440245,5.43408956047094,"0","DTXSID1025308","DTXSID1025308","Ethyl,methacrylate","C=C(C)C(=O)OCC","ethyl 2-methylprop-2-enoate","C6H10O2","114.06808","exposurepred","","","","","","","1","0.156420301","","","","","","","","","","","","","","","","","0",0,"nurses1",0.819276473903224,0.11722287645208,6.98904939632784,4.33365526439954e-11,"1","0","pos"
"300","115.07542-768",2528,115.07542,768,100,100,75,0,36058.0807713804,37224.5735694615,103.235038507671,16951.5864936264,22803.1950793234,21465.6317166685,21355.5321786338,99.4870892248224,16093.846415223,13358.3819924864,1562.94502755419,2246.58037979865,143.740204562041,263.753483149937,NA,2,10,"Multiple",115.075356,0.56,"C6H10O2","114.06808","M+H",28761.8562440245,5.43408956047094,"0","DTXSID3044910","DTXSID3044910","Hex-3-yne-2,5-diol","CC(O)C#CC(C)O","hex-3-yne-2,5-diol","C6H10O2","114.06808","exposurepred","","","","","","","1","0.568161993","","","","","","","","","","","","","","","","","0",0,"nurses1",0.819276473903224,0.11722287645208,6.98904939632784,4.33365526439954e-11,"1","0","pos"
"301","116.07043-214.5",1617,116.07043,214.5,100,100,100,0,13256.5223109482,6180.06333520352,46.6190392189026,10989.1817314708,12137.9153183243,16429.3972389147,22142.6054683021,134.774302101937,11026.9611419722,12723.4247698597,12080.6572317116,7848.21845293882,64.9651612690187,10665.2134755865,9022.33036327242,2,10,"Multiple",116.070605,1.51,"C5H9NO2","115.06333","M+H",14842.9597749314,81.3898131834519,"0","DTXSID2027335","DTXSID2027335","2-Propenamide,,N-(hydroxymethyl)-2-methyl-","C=C(C)C(=O)NCO","N-(hydroxymethyl)-2-methylprop-2-enamide","C5H9NO2","115.063329","exposurepred","","","","","","","1","1.124004853","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"302","116.07043-214.5",5406,116.07043,214.5,100,100,100,0,13256.5223109482,6180.06333520352,46.6190392189026,10989.1817314708,12137.9153183243,16429.3972389147,22142.6054683021,134.774302101937,11026.9611419722,12723.4247698597,12080.6572317116,7848.21845293882,64.9651612690187,10665.2134755865,9022.33036327242,2,10,"Multiple",116.070605,1.51,"C5H9NO2","115.06333","M+H",14842.9597749314,81.3898131834519,"0","DTXSID7044427","DTXSID7044427","4-Morpholinecarboxaldehyde","O=CN1CCOCC1","morpholine-4-carbaldehyde","C5H9NO2","115.063329","exposurepred, VBtoxcast","","","","","","","1","0.88825339","","","","","","","","","","","1","-3.18178009","2.061748823","1","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"303","116.0705-62.3",1617,116.0705,62.3,100,100,100,0,18550.9031977971,18561.242653776,100.055735593403,13302.5492351074,12969.1446453621,16579.9171171532,22671.0833468199,136.738218813922,11782.4439172886,12129.4021921265,157263.452333651,183486.660545482,116.674699571134,97028.7415235119,24878.6601134146,2,10,"Multiple",116.070605,0.9,"C5H9NO2","115.06333","M+H",17565.4101574752,895.301908260457,"0","DTXSID2027335","DTXSID2027335","2-Propenamide,,N-(hydroxymethyl)-2-methyl-","C=C(C)C(=O)NCO","N-(hydroxymethyl)-2-methylprop-2-enamide","C5H9NO2","115.063329","exposurepred","","","","","","","1","1.124004853","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"304","116.0705-62.3",5406,116.0705,62.3,100,100,100,0,18550.9031977971,18561.242653776,100.055735593403,13302.5492351074,12969.1446453621,16579.9171171532,22671.0833468199,136.738218813922,11782.4439172886,12129.4021921265,157263.452333651,183486.660545482,116.674699571134,97028.7415235119,24878.6601134146,2,10,"Multiple",116.070605,0.9,"C5H9NO2","115.06333","M+H",17565.4101574752,895.301908260457,"0","DTXSID7044427","DTXSID7044427","4-Morpholinecarboxaldehyde","O=CN1CCOCC1","morpholine-4-carbaldehyde","C5H9NO2","115.063329","exposurepred, VBtoxcast","","","","","","","1","0.88825339","","","","","","","","","","","1","-3.18178009","2.061748823","1","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"305","116.10683-79.3",3681,116.10683,79.3,100,100,100,0,62989.3462552021,28299.9453153189,44.9281457862118,53336.3854352327,58031.9149729089,60271.7484224756,25307.8911879144,41.9896416651436,53618.1060220665,56311.6342434225,8098.5671170336,7775.28621586006,96.0081716123141,4281.39383503581,5537.57740389301,1,9,"Multiple",116.10699,1.38,"C6H13NO","115.09971","M+H",61630.5473388388,13.1405081842101,"0","DTXSID5025312","DTXSID5025312","N-Ethylmorpholine","CCN1CCOCC1","4-ethylmorpholine","C6H13NO","115.099714","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.930232817","4.36060664","5","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"306","116.10683-79.3",4257,116.10683,79.3,100,100,100,0,62989.3462552021,28299.9453153189,44.9281457862118,53336.3854352327,58031.9149729089,60271.7484224756,25307.8911879144,41.9896416651436,53618.1060220665,56311.6342434225,8098.5671170336,7775.28621586006,96.0081716123141,4281.39383503581,5537.57740389301,1,9,"Multiple",116.10699,1.38,"C6H13NO","115.09971","M+H",61630.5473388388,13.1405081842101,"0","DTXSID6020696","DTXSID6020696","Hexanamide","CCCCCC(N)=O","hexanamide","C6H13NO","115.099714","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.272889647","3.474543885","4","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"307","116.10683-79.3",4688,116.10683,79.3,100,100,100,0,62989.3462552021,28299.9453153189,44.9281457862118,53336.3854352327,58031.9149729089,60271.7484224756,25307.8911879144,41.9896416651436,53618.1060220665,56311.6342434225,8098.5671170336,7775.28621586006,96.0081716123141,4281.39383503581,5537.57740389301,1,9,"Multiple",116.10699,1.38,"C6H13NO","115.09971","M+H",61630.5473388388,13.1405081842101,"0","DTXSID6044771","DTXSID6044771","N-Hydroxy-4-methylpentan-2-imine","CC(CC(C)C)=NO","N-(4-methylpentan-2-ylidene)hydroxylamine","C6H13NO","115.099714","exposurepred, VBtoxcast","","","","","","","1","0.269104949","","","","","","","","","","","1","-5.901257499","3.328109802","2","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"308","116.14307-55.7",6666,116.14307,55.7,100,100,100,0,3472.32623733059,2832.36766375767,81.569745184286,2911.89855513763,2448.20592927397,3299.2612425669,1738.65204400887,52.6982229105372,2782.39319340133,2895.08794020635,167796.247391188,193442.677872315,115.284269392114,105593.685732044,28835.4025649121,3,24545.4545454545,"Multiple",116.143376,2.63,"C7H17N","115.1361","M+H",3385.79373994875,4955.89100456334,"0","DTXSID9027497","DTXSID9027497","2-Butanamine,,N-ethyl-3-methyl-","CCNC(C)C(C)C","N-ethyl-3-methylbutan-2-amine","C7H17N","115.1361","exposurepred","","","","","","","1","0.481746451","","","","","","","","","","","","","","","","","0",0,"nurses1",-0.304188040841076,0.107168700487048,-2.83840374529725,0.00501647368784884,"0","0","pos"
"309","116.14307-55.7",4185,116.14307,55.7,100,100,100,0,3472.32623733059,2832.36766375767,81.569745184286,2911.89855513763,2448.20592927397,3299.2612425669,1738.65204400887,52.6982229105372,2782.39319340133,2895.08794020635,167796.247391188,193442.677872315,115.284269392114,105593.685732044,28835.4025649121,3,24545.4545454545,"Multiple",116.143376,2.63,"C7H17N","115.1361","M+H",3385.79373994875,4955.89100456334,"0","DTXSID5066116","DTXSID5066116","4-Heptanamine","CCCC(N)CCC","heptan-4-amine","C7H17N","115.1361","exposurepred","","","","","","","1","0.652877488","","","","","","","","","","","","","","","","","0",0,"nurses1",-0.304188040841076,0.107168700487048,-2.83840374529725,0.00501647368784884,"0","0","pos"
"310","116.14307-55.7",6888,116.14307,55.7,100,100,100,0,3472.32623733059,2832.36766375767,81.569745184286,2911.89855513763,2448.20592927397,3299.2612425669,1738.65204400887,52.6982229105372,2782.39319340133,2895.08794020635,167796.247391188,193442.677872315,115.284269392114,105593.685732044,28835.4025649121,3,24545.4545454545,"Multiple",116.143376,2.63,"C14H36N2O4S","115.1361","M+H",3385.79373994875,4955.89100456334,"0","DTXSID9045845","DTXSID9045845","2-Aminoheptane,sulfate","CCCCCC(C)N","heptan-2-amine","C14H36N2O4S","115.1361","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.116221828","2.284686099","3","","","0",0,"nurses1",-0.304188040841076,0.107168700487048,-2.83840374529725,0.00501647368784884,"0","0","pos"
"311","117.0697-1169",6101,117.0697,1169,44.1666666666667,50,0,-5.83333333333334,884.540894611249,1308.46648212085,147.92605860195,0,NA,916.073865697135,1222.07148013399,133.403159493475,55.741245583927,NA,0,0,NA,0,NA,2,10,"Unique",117.069876,1.5,"C9H8","116.0626","M+H",900.307380154192,0,"0","DTXSID8042052","DTXSID8042052","Indene","C1=Cc2ccccc2C1","1H-indene","C9H8","116.0626","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.439888","4.723204","4","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"312","117.06972-361.6",6101,117.06972,361.6,100,100,100,0,15355.4003801628,17202.5328456763,112.029204187341,10701.4854256183,10618.5501516108,16777.0249128886,22854.087080435,136.222525740412,10622.8100458674,10570.4010697376,12213.9041069237,6865.10386108975,56.2072847550698,13035.8057863541,9904.99815002984,2,10,"Unique",117.069876,1.33,"C9H8","116.0626","M+H",16066.2126465257,76.0222983203507,"0","DTXSID8042052","DTXSID8042052","Indene","C1=Cc2ccccc2C1","1H-indene","C9H8","116.0626","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.439888","4.723204","4","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"313","117.06975-1154.4",6101,117.06975,1154.4,40.8333333333333,53.75,8.33333333333333,-12.9166666666667,3390.0590204136,6769.52722563138,199.687592011465,0,NA,3866.13944886428,7010.81733475989,181.338966881274,109.644236736814,NA,12.5371549987794,43.4299788805042,346.410161513776,0,NA,2,10,"Unique",117.069876,1.08,"C9H8","116.0626","M+H",3628.09923463894,0.345557113738293,"0","DTXSID8042052","DTXSID8042052","Indene","C1=Cc2ccccc2C1","1H-indene","C9H8","116.0626","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.439888","4.723204","4","","","0",0,"nurses1",-0.833065996655958,0.5040311549343,-1.65280655471495,0.0999876513900127,"0","0","pos"
"314","117.06979-923.6",6101,117.06979,923.6,94.1666666666667,92.5,100,1.66666666666667,10373.7062136962,14507.797076867,139.851628511636,3206.4424583078,NA,5991.56056799819,7969.50342196221,133.012148196056,2400.21722573066,NA,2349.12097627531,2332.02759016711,99.2723496882096,1195.91155715757,1419.00208032515,2,10,"Unique",117.069876,0.73,"C9H8","116.0626","M+H",8182.63339084722,28.7086181681187,"0","DTXSID8042052","DTXSID8042052","Indene","C1=Cc2ccccc2C1","1H-indene","C9H8","116.0626","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.439888","4.723204","4","","","0",0,"nurses1",0.748664679868396,0.39618015938041,1.88970765481856,0.0602884169550018,"1","0","pos"
"315","118.06489-189.5",47,118.06489,189.5,100,100,100,0,247116.943515257,121844.674920098,49.3064834757374,213132.337278908,225237.968095699,240222.470481765,95121.7033709172,39.5973379093767,228092.476052955,222680.444885488,570571.002844858,199895.611417763,35.034309563768,464378.896620117,541581.786189207,3,13795.6204379562,"Multiple",118.065125,1.99,"C8H7N","117.05785","M+H",243669.706998511,234.157544601285,"0","DTXSID0020737","DTXSID0020737","Indole","c1ccc2[nH]ccc2c1","1H-indole","C8H7N","117.057849","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.858345362","13.22125909","2","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"316","118.06489-189.5",4309,118.06489,189.5,100,100,100,0,247116.943515257,121844.674920098,49.3064834757374,213132.337278908,225237.968095699,240222.470481765,95121.7033709172,39.5973379093767,228092.476052955,222680.444885488,570571.002844858,199895.611417763,35.034309563768,464378.896620117,541581.786189207,3,13795.6204379562,"Multiple",118.065125,1.99,"C8H7N","117.05785","M+H",243669.706998511,234.157544601285,"0","DTXSID6022050","DTXSID6022050","2-Tolunitrile","Cc1ccccc1C#N","2-methylbenzonitrile","C8H7N","117.057849","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.096052","1.143880215","1","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"317","118.08612-209.2",2321,118.08612,209.2,100,100,100,0,484715.05794332,318611.348500781,65.7316795258376,348464.276171766,415731.868158616,463412.798227098,237001.090112216,51.1425431103592,375833.396518202,422534.229528328,1023305.66315581,369883.660459146,36.1459604668315,817714.892241723,968180.557406379,2,525.974025974026,"Multiple",118.086255,1.14,"C5H11NO2","117.07898","M+H",474063.928085209,215.858158052447,"0","DTXSID3029287","DTXSID3029287","4-Methylmorpholine,4-oxide","C[N+]1([O-])CCOCC1","4-methyl-4-oxidomorpholin-4-ium","C5H11NO2","117.078979","exposurepred","","","","","","","1","2.053736953","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"318","118.08612-209.2",5796,118.08612,209.2,100,100,100,0,484715.05794332,318611.348500781,65.7316795258376,348464.276171766,415731.868158616,463412.798227098,237001.090112216,51.1425431103592,375833.396518202,422534.229528328,1023305.66315581,369883.660459146,36.1459604668315,817714.892241723,968180.557406379,2,525.974025974026,"Multiple",118.086255,1.14,"C5H11NO2","117.07898","M+H",474063.928085209,215.858158052447,"0","DTXSID8022666","DTXSID8022666","Betaine","C[N+](C)(C)CC(=O)[O-]","2-(trimethylazaniumyl)acetate","C5H11NO2","117.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.148290083","2.107647341","6","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"319","118.08612-209.2",6622,118.08612,209.2,100,100,100,0,484715.05794332,318611.348500781,65.7316795258376,348464.276171766,415731.868158616,463412.798227098,237001.090112216,51.1425431103592,375833.396518202,422534.229528328,1023305.66315581,369883.660459146,36.1459604668315,817714.892241723,968180.557406379,2,525.974025974026,"Multiple",118.086255,1.14,"C5H11NO2","117.07898","M+H",474063.928085209,215.858158052447,"0","DTXSID9025455","DTXSID9025455","3-Methylbutyl,nitrite","CC(C)CCON=O","3-methylbutyl nitrite","C5H11NO2","117.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.866558224","2.284525418","5","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"320","118.08612-211.6",2321,118.08612,211.6,100,100,100,0,227561.837264041,140638.841007242,61.8024721096173,158110.048046469,196442.532572378,222504.40960804,127867.451099809,57.4673784331098,170659.458015015,197492.490759452,471613.518554586,170888.112315031,36.2347781799754,378279.702923683,446039.997060557,2,525.974025974026,"Multiple",118.086255,1.14,"C5H11NO2","117.07898","M+H",225033.12343604,209.575155583098,"0","DTXSID3029287","DTXSID3029287","4-Methylmorpholine,4-oxide","C[N+]1([O-])CCOCC1","4-methyl-4-oxidomorpholin-4-ium","C5H11NO2","117.078979","exposurepred","","","","","","","1","2.053736953","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"321","118.08612-211.6",5796,118.08612,211.6,100,100,100,0,227561.837264041,140638.841007242,61.8024721096173,158110.048046469,196442.532572378,222504.40960804,127867.451099809,57.4673784331098,170659.458015015,197492.490759452,471613.518554586,170888.112315031,36.2347781799754,378279.702923683,446039.997060557,2,525.974025974026,"Multiple",118.086255,1.14,"C5H11NO2","117.07898","M+H",225033.12343604,209.575155583098,"0","DTXSID8022666","DTXSID8022666","Betaine","C[N+](C)(C)CC(=O)[O-]","2-(trimethylazaniumyl)acetate","C5H11NO2","117.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.148290083","2.107647341","6","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"322","118.08612-211.6",6622,118.08612,211.6,100,100,100,0,227561.837264041,140638.841007242,61.8024721096173,158110.048046469,196442.532572378,222504.40960804,127867.451099809,57.4673784331098,170659.458015015,197492.490759452,471613.518554586,170888.112315031,36.2347781799754,378279.702923683,446039.997060557,2,525.974025974026,"Multiple",118.086255,1.14,"C5H11NO2","117.07898","M+H",225033.12343604,209.575155583098,"0","DTXSID9025455","DTXSID9025455","3-Methylbutyl,nitrite","CC(C)CCON=O","3-methylbutyl nitrite","C5H11NO2","117.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.866558224","2.284525418","5","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"323","118.08614-214.6",2321,118.08614,214.6,100,100,100,0,406744.885193029,243658.331385952,59.9044610653972,300257.52572257,354881.363314687,399239.380329496,214905.572378294,53.8287511119093,315282.303967743,360278.581400061,744899.211336221,414785.71269947,55.6834678285423,615073.600341345,643694.00185083,2,525.974025974026,"Multiple",118.086255,0.97,"C5H11NO2","117.07898","M+H",402992.132761262,184.842122408754,"0","DTXSID3029287","DTXSID3029287","4-Methylmorpholine,4-oxide","C[N+]1([O-])CCOCC1","4-methyl-4-oxidomorpholin-4-ium","C5H11NO2","117.078979","exposurepred","","","","","","","1","2.053736953","","","","","","","","","","","","","","","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"324","118.08614-214.6",5796,118.08614,214.6,100,100,100,0,406744.885193029,243658.331385952,59.9044610653972,300257.52572257,354881.363314687,399239.380329496,214905.572378294,53.8287511119093,315282.303967743,360278.581400061,744899.211336221,414785.71269947,55.6834678285423,615073.600341345,643694.00185083,2,525.974025974026,"Multiple",118.086255,0.97,"C5H11NO2","117.07898","M+H",402992.132761262,184.842122408754,"0","DTXSID8022666","DTXSID8022666","Betaine","C[N+](C)(C)CC(=O)[O-]","2-(trimethylazaniumyl)acetate","C5H11NO2","117.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.148290083","2.107647341","6","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"325","118.08614-214.6",6622,118.08614,214.6,100,100,100,0,406744.885193029,243658.331385952,59.9044610653972,300257.52572257,354881.363314687,399239.380329496,214905.572378294,53.8287511119093,315282.303967743,360278.581400061,744899.211336221,414785.71269947,55.6834678285423,615073.600341345,643694.00185083,2,525.974025974026,"Multiple",118.086255,0.97,"C5H11NO2","117.07898","M+H",402992.132761262,184.842122408754,"0","DTXSID9025455","DTXSID9025455","3-Methylbutyl,nitrite","CC(C)CCON=O","3-methylbutyl nitrite","C5H11NO2","117.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.866558224","2.284525418","5","","","0",0,NA,0,NA,NA,NA,"0","0","pos"
"326","118.12248-54.4",1099,118.12248,54.4,100,100,100,0,26274.0044252522,43478.3451736502,165.480466814045,7848.12399508866,11348.1974017018,23186.2294082999,36363.3348583761,156.831601283817,9049.0382780471,12106.9768190376,98233.4493057119,58075.891007794,59.1202807376297,114873.293809379,62744.7490299142,2,10,"Multiple",118.12264,1.35,"C6H15NO","117.11536","M+H",24730.116916776,397.221936460291,"0","DTXSID1044431","DTXSID1044431","2-(tert-Butylamino)ethanol","CC(C)(C)NCCO","2-(tert-butylamino)ethanol","C6H15NO","117.115364","exposurepred","","","","","","","1","0.264273929","","","","","","","","","","","","","","","","","0",0,"nurses1",-0.176398728568811,0.0795472211859262,-2.21753476663268,0.0277473460973613,"0","0","pos"
"327","118.12248-54.4",4685,118.12248,54.4,100,100,100,0,26274.0044252522,43478.3451736502,165.480466814045,7848.12399508866,11348.1974017018,23186.2294082999,36363.3348583761,156.831601283817,9049.0382780471,12106.9768190376,98233.4493057119,58075.891007794,59.1202807376297,114873.293809379,62744.7490299142,2,10,"Multiple",118.12264,1.35,"C6H15NO","117.11536","M+H",24730.116916776,397.221936460291,"0","DTXSID6044721","DTXSID6044721","2-(Dimethylamino)-2-methylpropan-1-ol","CN(C)C(C)(C)CO","2-(dimethylamino)-2-methylpropan-1-ol","C6H15NO","117.115364","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.474197","2.542149","1","","","0",0,"nurses1",-0.176398728568811,0.0795472211859262,-2.21753476663268,0.0277473460973613,"0","0","pos"
"328","118.12248-54.4",7078,118.12248,54.4,100,100,100,0,26274.0044252522,43478.3451736502,165.480466814045,7848.12399508866,11348.1974017018,23186.2294082999,36363.3348583761,156.831601283817,9049.0382780471,12106.9768190376,98233.4493057119,58075.891007794,59.1202807376297,114873.293809379,62744.7490299142,2,10,"Multiple",118.12264,1.35,"C6H15NO","117.11536","M+H",24730.116916776,397.221936460291,"0","DTXSID9059410","DTXSID9059410","Ethanol,,2-(butylamino)-","CCCCNCCO","2-(butylamino)ethanol","C6H15NO","117.115364","exposurepred","","","","","","","1","0.270719875","","","","","","","","","","","","","","","","","0",0,"nurses1",-0.176398728568811,0.0795472211859262,-2.21753476663268,0.0277473460973613,"0","0","pos"
"329","118.12248-94.2",1099,118.12248,94.2,100,100,100,0,565751.705325528,249761.092292254,44.1467679091739,504242.614976194,517998.341903621,598223.036553617,259030.732995572,43.300026439613,545273.565468919,553912.821252547,1312336.41270211,543870.833835312,41.4429431791408,1067095.59506531,1218918.68960263,2,10,"Multiple",118.12264,1.35,"C6H15NO","117.11536","M+H",581987.370939573,225.492249184626,"0","DTXSID1044431","DTXSID1044431","2-(tert-Butylamino)ethanol","CC(C)(C)NCCO","2-(tert-butylamino)ethanol","C6H15NO","117.115364","exposurepred","","","","","","","1","0.264273929","","","","","","","","","","","","","","","","","0",0,"nurses1",-0.121107603180874,0.0611566764007238,-1.98028425199772,0.0490851039842003,"0","0","pos"
