"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DF_high_N","parent_id","DB_name","name_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"207","115.07649-223.4",282,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID0032811","DTXSID0032811","2,2-Dimethylbutanoic,acid","CCC(C)(C)C(=O)O","2,2-dimethylbutanoic acid","C6H12O2","116.08373","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.960587628","1.369389003","1","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"208","115.07649-223.4",1317,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID1052587","DTXSID1052587","Methyl,2-methylbutyrate","CCC(C)C(=O)OC","methyl 2-methylbutanoate","C6H12O2","116.08373","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.937974","4.784837","6","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"209","115.07649-223.4",4943,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID70179272","DTXSID70179272","Sodium,2-ethylbutyrate","CCC(CC)C(=O)[O-]","2-ethylbutanoate","C6H12O2","115.076453","exposurepred","","","","","","","1","1.12979249","","","","","","","","","","","","","","","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"210","115.07649-223.4",4434,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID6025480","DTXSID6025480","Isopropyl,glycidyl,ether","CC(C)OCC1CO1","2-(propan-2-yloxymethyl)oxirane","C6H12O2","116.08373","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.617409415","4.308978283","5","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"211","115.07649-223.4",4693,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID6044854","DTXSID6044854","4-(Ethenyloxy)butan-1-ol","C=COCCCCO","4-ethenoxybutan-1-ol","C6H12O2","116.08373","exposurepred, VBtoxcast","","","","","","","1","0.733764259","","","","","","","","","","","1","-0.463966316","2.484960824","3","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"212","115.07649-223.4",789,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID1022055","DTXSID1022055","tert-Butyl,acetate","CC(=O)OC(C)(C)C","tert-butyl acetate","C6H12O2","116.08373","exposurepred, VBtoxcast","","","","","","","1","0.102711262","","","","","","","","","","","1","-0.30995326","3.806025601","1","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"213","115.07649-223.4",3711,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID5026837","DTXSID5026837","Isobutyl,acetate","CC(=O)OCC(C)C","2-methylpropyl acetate","C6H12O2","116.08373","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.506860893","1.222431808","1","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"214","115.07649-223.4",2146,115.07649,223.4,100,100,100,0,95262.837002931,43187.2427725209,45.3348274429326,89117.0526891608,87895.49336964,79998.906795376,30400.3034629194,38.0008986131253,74331.8091367152,75212.4275284319,32285.8890264669,11667.4342328143,36.1378750427153,31068.8155466962,30525.0778240098,2,10,"Multiple",115.076454,0.31,"C6H12O2","116.08373","M-H",87630.8718991535,36.8430535115773,"0","DTXSID3021982","DTXSID3021982","Butyl,acetate","CCCCOC(C)=O","butyl acetate","C6H12O2","116.08373","exposurepred, VBtoxcast","","","","","","","1","0.512582186","","","","","","","","","","","1","-2.966341109","4.732725755","5","","","0",0,"nurses1",0.237765125667727,0.0525854681676027,4.52149869446654,1.06714660508042e-05,"1","0","neg"
"215","116.05038-172.7",47,116.05038,172.7,100,100,100,0,326927.148143217,114290.098578773,34.9588889230777,311006.214247639,307003.527925867,303629.065099271,101127.696250499,33.3063292927623,326651.332248464,280830.342065116,9715.94064374501,2576.08496344836,26.5140047464864,10113.7662543908,9312.05544763958,3,22131.1475409836,"Multiple",116.050573,1.66,"C8H7N","117.05785","M-H",315278.106621244,3.08170483128953,"0","DTXSID0020737","DTXSID0020737","Indole","c1ccc2[nH]ccc2c1","1H-indole","C8H7N","117.057849","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.858345362","13.22125909","2","","","0",0,"nurses1",0.146064736143085,0.0665412785150511,2.19509963443288,0.029343109512087,"1","0","neg"
"216","116.05038-172.7",4309,116.05038,172.7,100,100,100,0,326927.148143217,114290.098578773,34.9588889230777,311006.214247639,307003.527925867,303629.065099271,101127.696250499,33.3063292927623,326651.332248464,280830.342065116,9715.94064374501,2576.08496344836,26.5140047464864,10113.7662543908,9312.05544763958,3,22131.1475409836,"Multiple",116.050573,1.66,"C8H7N","117.05785","M-H",315278.106621244,3.08170483128953,"0","DTXSID6022050","DTXSID6022050","2-Tolunitrile","Cc1ccccc1C#N","2-methylbenzonitrile","C8H7N","117.057849","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.096052","1.143880215","1","","","0",0,"nurses1",0.146064736143085,0.0665412785150511,2.19509963443288,0.029343109512087,"1","0","neg"
"217","117.05592-79.5",2241,117.05592,79.5,100,100,100,0,641648.728232274,607247.247658228,94.6385804162939,374265.126215338,468930.511186193,499587.480301454,397610.052370082,79.5876734401275,325004.173727331,401038.816914646,6425.06807531867,3522.00635143407,54.8166386744375,5614.98011095366,5603.22277185403,3,23076.9230769231,"Multiple",117.055718,1.73,"C5H10O3","118.06299","M-H",570618.104266864,1.12598391591057,"0","DTXSID3025041","DTXSID3025041","Diethyl,carbonate","CCOC(=O)OCC","diethyl carbonate","C5H10O3","118.062994","exposurepred","","","","","","","1","0.450551786","","","","","","","","","","","","","","","","","0",0,"nurses1",0.172519804344106,0.0864302486787085,1.99605817386251,0.0473262261245082,"1","0","neg"
"218","117.05592-79.5",4178,117.05592,79.5,100,100,100,0,641648.728232274,607247.247658228,94.6385804162939,374265.126215338,468930.511186193,499587.480301454,397610.052370082,79.5876734401275,325004.173727331,401038.816914646,6425.06807531867,3522.00635143407,54.8166386744375,5614.98011095366,5603.22277185403,3,23076.9230769231,"Multiple",117.055718,1.73,"C5H10O3","118.06299","M-H",570618.104266864,1.12598391591057,"0","DTXSID5062184","DTXSID5062184","Methyl,2-methyllactate","COC(=O)C(C)(C)O","methyl 2-hydroxy-2-methylpropanoate","C5H10O3","118.062994","exposurepred","","","","","","","1","0.564470756","","","","","","","","","","","","","","","","","0",0,"nurses1",0.172519804344106,0.0864302486787085,1.99605817386251,0.0473262261245082,"1","0","neg"
"219","117.05592-79.5",6803,117.05592,79.5,100,100,100,0,641648.728232274,607247.247658228,94.6385804162939,374265.126215338,468930.511186193,499587.480301454,397610.052370082,79.5876734401275,325004.173727331,401038.816914646,6425.06807531867,3522.00635143407,54.8166386744375,5614.98011095366,5603.22277185403,3,23076.9230769231,"Multiple",117.055718,1.73,"C5H10O3","118.06299","M-H",570618.104266864,1.12598391591057,"0","DTXSID9042336","DTXSID9042336","(L)-(-)-Ethyl,lactate","CCOC(=O)[C@H](C)O","ethyl (2S)-2-hydroxypropanoate","C5H10O3","118.062994","exposurepred","","","","","","","1","4.265078609","","","","","","","","","","","","","","","","","0",0,"nurses1",0.172519804344106,0.0864302486787085,1.99605817386251,0.0473262261245082,"1","0","neg"
"220","119.04906-260.9",1447,119.04906,260.9,100,100,100,0,189185.421779577,99848.8625498912,52.7783069174467,218967.691183218,151012.900698862,211150.02262116,147999.329398041,70.0920263047178,236736.129602303,159472.979873764,224026.129090761,81102.1021080041,36.2020726944519,250984.577763884,198479.454791736,3,18529.4117647059,"Multiple",119.050239,9.9,"C8H8O","120.05751","M-H",200167.722200368,111.919207866346,"0","DTXSID2021286","DTXSID2021286","Styrene,oxide","c1ccc(C2CO2)cc1","2-phenyloxirane","C8H8O","120.057515","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.116628","4.193017","4","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"221","119.04906-260.9",2128,119.04906,260.9,100,100,100,0,189185.421779577,99848.8625498912,52.7783069174467,218967.691183218,151012.900698862,211150.02262116,147999.329398041,70.0920263047178,236736.129602303,159472.979873764,224026.129090761,81102.1021080041,36.2020726944519,250984.577763884,198479.454791736,3,18529.4117647059,"Multiple",119.050239,9.9,"C8H8O","120.05751","M-H",200167.722200368,111.919207866346,"0","DTXSID3021483","DTXSID3021483","Phenylacetaldehyde","O=CCc1ccccc1","2-phenylacetaldehyde","C8H8O","120.057515","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.882181735","5.827300588","3","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"222","119.04906-260.9",4302,119.04906,260.9,100,100,100,0,189185.421779577,99848.8625498912,52.7783069174467,218967.691183218,151012.900698862,211150.02262116,147999.329398041,70.0920263047178,236736.129602303,159472.979873764,224026.129090761,81102.1021080041,36.2020726944519,250984.577763884,198479.454791736,3,18529.4117647059,"Multiple",119.050239,9.9,"C8H8O","120.05751","M-H",200167.722200368,111.919207866346,"0","DTXSID6021828","DTXSID6021828","Acetophenone","CC(=O)c1ccccc1","1-phenylethanone","C8H8O","120.057515","exposurepred, VBtoxcast","","","","","","","1","0.262705493","","","","","","","","","","","1","-0.7992478","4.238051","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"223","119.04906-260.9",6790,119.04906,260.9,100,100,100,0,189185.421779577,99848.8625498912,52.7783069174467,218967.691183218,151012.900698862,211150.02262116,147999.329398041,70.0920263047178,236736.129602303,159472.979873764,224026.129090761,81102.1021080041,36.2020726944519,250984.577763884,198479.454791736,3,18529.4117647059,"Multiple",119.050239,9.9,"C8H8O","120.05751","M-H",200167.722200368,111.919207866346,"0","DTXSID9041520","DTXSID9041520","4-Methylbenzaldehyde","Cc1ccc(C=O)cc1","4-methylbenzaldehyde","C8H8O","120.057515","exposurepred, VBtoxcast","","","","","","","1","2.427439991","","","","","","","","","","","1","-1.064451099","1.910512656","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"224","121.01516-500.7",4490,121.01516,500.7,100,100,100,0,19472.9499169368,5586.08344388692,28.6863750367291,19767.6101545542,18536.1986830841,20546.8132093679,8137.46775402132,39.6045249017556,19501.1141656944,19198.3112080525,20613.6408336992,4046.47199994884,19.6300693923689,22083.6810889318,20190.2498756374,2,10,"Unique",121.015116,0.36,"C4H10S2","122.02239","M-H",20009.8815631524,103.017305567958,"0","DTXSID60277099","DTXSID60277099","2-methylpropane-1,3-dithiol","CC(CS)CS","2-methylpropane-1,3-dithiol","C4H10S2","122.022392","exposurepred","","","","","","","1","0.59990232","","","","","","","","","","","","","","","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"225","121.01593-257.2",4490,121.01593,257.2,100,100,100,0,38867.894483903,10929.9089220561,28.1206611965632,36837.7758937336,37489.546178659,33742.0113768174,9338.84568405773,27.6772050716396,31604.2970274555,32547.4846243679,24072.3783188393,2600.41178804355,10.8024714201523,22861.650562506,23952.1864468961,2,10,"Unique",121.015116,6.73,"C4H10S2","122.02239","M-H",36304.9529303602,66.3060447014343,"0","DTXSID60277099","DTXSID60277099","2-methylpropane-1,3-dithiol","CC(CS)CS","2-methylpropane-1,3-dithiol","C4H10S2","122.022392","exposurepred","","","","","","","1","0.59990232","","","","","","","","","","","","","","","","","0",0,"nurses1",0.210023588868374,0.0498647943558254,4.21186112529988,3.87510474977795e-05,"1","0","neg"
"226","121.06574-289.6",103,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID0022480","DTXSID0022480","3-Ethylphenol","CCc1cccc(O)c1","3-ethylphenol","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-6.707494138","3.548816539","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"227","121.06574-289.6",743,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID1020859","DTXSID1020859","alpha-Methylbenzyl,alcohol","CC(O)c1ccccc1","1-phenylethanol","C8H10O","122.073165","exposurepred","","","","","","","1","25.28242879","","","","","","","","","","","","","","","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"228","121.06574-289.6",802,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID1022479","DTXSID1022479","2-Ethylphenol","CCc1ccccc1O","2-ethylphenol","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.245425","5.6279","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"229","121.06574-289.6",1467,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID2021864","DTXSID2021864","2,4-Dimethylphenol","Cc1ccc(O)c(C)c1","2,4-dimethylphenol","C8H10O","122.073165","E2Up, exposurepred, P4Up, VBtoxcast","","","","","","","1","0.152578098","","","","","","1","1","1","3","","1","-3.456193961","3.682769611","5","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"230","121.06574-289.6",2873,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID4021977","DTXSID4021977","4-Ethylphenol","CCc1ccc(O)cc1","4-ethylphenol","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.039340889","4.409855297","8","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"231","121.06574-289.6",2943,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID4024062","DTXSID4024062","3,4-Dimethylphenol","Cc1ccc(O)cc1C","3,4-dimethylphenol","C8H10O","122.073165","E2Up, VBtoxcast","","","","","","","","","","","","","","1","3","","","","1","-5.176758","4.269022","6","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"232","121.06574-289.6",3685,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID5025574","DTXSID5025574","4-Methylbenzyl,alcohol","Cc1ccc(CO)cc1","(4-methylphenyl)methanol","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.524275943","3.484435449","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"233","121.06574-289.6",4420,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID6025143","DTXSID6025143","2,3-Dimethylphenol","Cc1cccc(O)c1C","2,3-dimethylphenol","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.984843003","17.65227271","9","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"234","121.06574-289.6",4421,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID6025145","DTXSID6025145","2,5-Dimethylphenol","Cc1ccc(C)c(O)c1","2,5-dimethylphenol","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.174758","2.802788","3","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"235","121.06574-289.6",6582,121.06574,289.6,99.1666666666667,98.75,16.6666666666667,0.416666666666671,19586.0568509625,56796.1204235216,289.98241379418,7063.16736490639,NA,24573.4965625701,42614.6024080936,173.416926238342,8267.61225069024,NA,49.8637462215258,121.582818301666,243.830092030229,0,NA,3,26470.5882352941,"Multiple",121.065889,1.23,"C8H10O","122.07317","M-H",22079.7767067663,0.225834467819799,"0","DTXSID9024063","DTXSID9024063","2,6-Dimethylphenol","Cc1cccc(C)c1O","2,6-dimethylphenol","C8H10O","122.073165","exposurepred, VBtoxcast","","","","","","","1","1.034646933","","","","","","","","","","","1","-0.167052218","3.512967477","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"236","123.01172-724.1",4430,123.01172,724.1,100,100,100,0,61635.5757108626,87359.4444592119,141.735423822472,10655.3422861677,19786.9600888789,65061.7188652607,126564.204734208,194.529451329615,10110.5580526053,18374.0784670571,204909.168309896,291502.348726177,142.259300123321,12000.0682260716,37135.5414615333,3,26732.6732673267,"Unique",123.012139,3.41,"C3H8O3S","124.01941","M-H",63348.6472880616,323.46257904786,"0","DTXSID6025309","DTXSID6025309","Ethyl,methanesulfonate","CCOS(C)(=O)=O","ethyl methanesulfonate","C3H8O3S","124.019415","VBtoxcast, MC","","","","","","","","","1","","","","","","","","","","1","-1.227789453","19.19098318","1","","","0",1,NA,NA,NA,NA,NA,"0","0","neg"
"237","123.04516-197.3",91,123.04516,197.3,100,100,66.6666666666667,0,236646.190770684,222707.736447416,94.1100026677485,173459.757135405,154508.037557274,224238.226232132,248892.950331387,110.994880094053,146988.635972754,148389.894904804,2824.35593437482,2965.04718171451,104.981356833512,2143.44598278887,NA,3,26213.5922330098,"Multiple",123.045153,0.06,"C7H8O2","124.05243","M-H",230442.208501408,1.22562439960193,"0","DTXSID0022012","DTXSID0022012","3-Methoxyphenol","COc1cccc(O)c1","3-methoxyphenol","C7H8O2","124.052429","E2Up, VBtoxcast","","","","","","","","","","","","","","1","2","","","","1","-2.582733377","2.265952747","5","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"238","123.04516-197.3",127,123.04516,197.3,100,100,66.6666666666667,0,236646.190770684,222707.736447416,94.1100026677485,173459.757135405,154508.037557274,224238.226232132,248892.950331387,110.994880094053,146988.635972754,148389.894904804,2824.35593437482,2965.04718171451,104.981356833512,2143.44598278887,NA,3,26213.5922330098,"Multiple",123.045153,0.06,"C7H8O2","124.05243","M-H",230442.208501408,1.22562439960193,"0","DTXSID0023113","DTXSID0023113","2-Methoxyphenol","COc1ccccc1O","2-methoxyphenol","C7H8O2","124.052429","exposurepred, VBtoxcast","","","","","","","1","2.182838193","","","","","","","","","","","1","-1.548352","4.859137","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"239","123.04516-197.3",189,123.04516,197.3,100,100,66.6666666666667,0,236646.190770684,222707.736447416,94.1100026677485,173459.757135405,154508.037557274,224238.226232132,248892.950331387,110.994880094053,146988.635972754,148389.894904804,2824.35593437482,2965.04718171451,104.981356833512,2143.44598278887,NA,3,26213.5922330098,"Multiple",123.045153,0.06,"C7H8O2","124.05243","M-H",230442.208501408,1.22562439960193,"0","DTXSID0025571","DTXSID0025571","2-Methyl-1,3-benzenediol","Cc1c(O)cccc1O","2-methylbenzene-1,3-diol","C7H8O2","124.052429","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.57770582","26.57561183","4","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"240","123.04516-197.3",2827,123.04516,197.3,100,100,66.6666666666667,0,236646.190770684,222707.736447416,94.1100026677485,173459.757135405,154508.037557274,224238.226232132,248892.950331387,110.994880094053,146988.635972754,148389.894904804,2824.35593437482,2965.04718171451,104.981356833512,2143.44598278887,NA,3,26213.5922330098,"Multiple",123.045153,0.06,"C7H8O2","124.05243","M-H",230442.208501408,1.22562439960193,"0","DTXSID4020828","DTXSID4020828","4-Methoxyphenol","COc1ccc(O)cc1","4-methoxyphenol","C7H8O2","124.052429","exposurepred, VBtoxcast","","","","","","","1","5.100424376","","","","","","","","","","","1","-1.879382517","18.75279713","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"241","123.04516-197.3",2829,123.04516,197.3,100,100,66.6666666666667,0,236646.190770684,222707.736447416,94.1100026677485,173459.757135405,154508.037557274,224238.226232132,248892.950331387,110.994880094053,146988.635972754,148389.894904804,2824.35593437482,2965.04718171451,104.981356833512,2143.44598278887,NA,3,26213.5922330098,"Multiple",123.045153,0.06,"C7H8O2","124.05243","M-H",230442.208501408,1.22562439960193,"0","DTXSID4020876","DTXSID4020876","Methylhydroquinone","Cc1cc(O)ccc1O","2-methylbenzene-1,4-diol","C7H8O2","124.052429","exposurepred, VBtoxcast","","","","","","","1","9.440284527","","","","","","","","","","","1","-0.841915","8.489077","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"242","123.04516-197.3",3521,123.04516,197.3,100,100,66.6666666666667,0,236646.190770684,222707.736447416,94.1100026677485,173459.757135405,154508.037557274,224238.226232132,248892.950331387,110.994880094053,146988.635972754,148389.894904804,2824.35593437482,2965.04718171451,104.981356833512,2143.44598278887,NA,3,26213.5922330098,"Multiple",123.045153,0.06,"C7H8O2","124.05243","M-H",230442.208501408,1.22562439960193,"0","DTXSID5020861","DTXSID5020861","4-Methylcatechol","Cc1ccc(O)c(O)c1","4-methylbenzene-1,2-diol","C7H8O2","124.052429","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.726601238","10.62330784","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"243","123.04516-197.3",6887,123.04516,197.3,100,100,66.6666666666667,0,236646.190770684,222707.736447416,94.1100026677485,173459.757135405,154508.037557274,224238.226232132,248892.950331387,110.994880094053,146988.635972754,148389.894904804,2824.35593437482,2965.04718171451,104.981356833512,2143.44598278887,NA,3,26213.5922330098,"Multiple",123.045153,0.06,"C7H8O2","124.05243","M-H",230442.208501408,1.22562439960193,"0","DTXSID9045843","DTXSID9045843","Salicyl,alcohol","OCc1ccccc1O","2-(hydroxymethyl)phenol","C7H8O2","124.052429","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.942446","1.535307","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
