"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","CASRN","name_original","formula_original","SMILES_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"528","155.14396-282.1",2233,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"Citronellol","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID3026726","DTXSID3026726","'106-22-9","Citronellol","C10H20O","CC(CCO)CCC=C(C)C","CC(C)=CCCC(C)CCO","3,7-dimethyloct-6-en-1-ol","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.491413983,4.95472222,5,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"529","155.14396-282.1",2791,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"Decanal","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID4021553","DTXSID4021553","'112-31-2","Decanal","C10H20O","CCCCCCCCCC=O","CCCCCCCCCC=O","decanal","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.876838835,5.101749194,5,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"530","155.14396-282.1",3102,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"Dihydro-alpha-terpineol","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID4041812","DTXSID4041812","'498-81-7","Dihydro-alpha-terpineol","C10H20O","CC1CCC(CC1)C(C)(C)O","CC1CCC(C(C)(C)O)CC1","2-(4-methylcyclohexyl)propan-2-ol","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.661572142,3.794453413,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"531","155.14396-282.1",3143,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"37-Dimethyloctanal","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID4044826","DTXSID4044826","'5988-91-0","3,7-Dimethyloctanal","C10H20O","CC(C)CCCC(C)CC=O","CC(C)CCCC(C)CC=O","3,7-dimethyloctanal","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.802491759,2.329693098,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"532","155.14396-282.1",3612,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"4-tert-Butylcyclohexanol","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID5026623","DTXSID5026623","'98-52-2","4-tert-Butylcyclohexanol","C10H20O","CC(C)(C)C1CCC(O)CC1","CC(C)(C)C1CCC(O)CC1","4-tert-butylcyclohexan-1-ol","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.2598977,2.742019,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"533","155.14396-282.1",4677,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"9-Decen-1-ol","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID6047656","DTXSID6047656","'13019-22-2","9-Decen-1-ol","C10H20O","OCCCCCCCCC=C","C=CCCCCCCCCO","dec-9-en-1-ol","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.155756109,2.460503168,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"534","155.14396-282.1",5157,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"(E)-5-Decen-1-ol","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID7035305","DTXSID7035305","'56578-18-8","(E)-5-Decen-1-ol","C10H20O","CCCC\C=C\CCCCO","CCCC/C=C/CCCCO","(E)-dec-5-en-1-ol","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.065216373,4.297407618,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"535","155.14396-282.1",5812,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"115-Trimethyl-6-heptenol","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID8029317","DTXSID8029317","'18479-58-8","1,1,5-Trimethyl-6-heptenol","C10H20O","CC(CCCC(C)(C)O)C=C","C=CC(C)CCCC(C)(C)O","2,6-dimethyloct-7-en-2-ol","C10H20O",156.1514153,"","156.1514153","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.360571833,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.226455601,1.410162699,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"536","155.14396-282.1",5819,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"Menthol","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID8029650","DTXSID8029650","'1490-04-6","Menthol","C10H20O","CC(C)C1CCC(C)CC1O","CC1CCC(C(C)C)C(O)C1","5-methyl-2-propan-2-ylcyclohexan-1-ol","C10H20O",156.1514153,"","156.1514153","VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.166564934,12.95856844,5,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"537","155.14396-282.1",6339,155.14396,282.1,100,100,100,0,12213.5177875805,6255.69439498122,51.2194316476323,10039.2804457474,10841.4121717726,13392.2197075947,6979.52846005223,52.1162929853527,13417.7060192995,11429.8933208477,7960.07506261717,12587.664132491,158.13499286717,758.563188903202,1797.37544038149,2,10,"Multiple",155.1441393,1.16,"2-Decanone","C10H20O","156.15142","M-H",12802.8687475876,62.1741518994877,"DTXSID9022104","DTXSID9022104","'693-54-9","2-Decanone","C10H20O","CCCCCCCCC(C)=O","CCCCCCCCC(C)=O","decan-2-one","C10H20O",156.1514153,"","156.1514153","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.350109,1.778574,3,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"538","156.10273-714.9",6487,156.10273,714.9,100,100,100,0,16762.2565909026,10098.9330699822,60.2480520162377,15296.9929392742,13844.1494229955,19038.3817486782,15876.9081342936,83.3942104107454,16447.4391762637,14580.6455883073,25588.8659816816,16805.540800366,65.6752073827603,24118.8648263893,21103.7360537393,2,10,"Unique",156.1030027,1.75,"N-(Butoxymethyl)acrylamide","C8H15NO2","157.11028","M-H",17900.3191697904,142.952009620403,"DTXSID9027443","DTXSID9027443","'1852-16-0","N-(Butoxymethyl)acrylamide","C8H15NO2","CCCCOCNC(=O)C=C","C=CC(=O)NCOCCCC","N-(butoxymethyl)prop-2-enamide","C8H15NO2",157.1102787,"","157.1102787","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.102568356,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.831859834,4.068556551,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"539","156.10274-211.2",6487,156.10274,211.2,100,100,16.6666666666667,0,11771.2919204426,10686.5895093592,90.785188079486,9215.10074117015,8780.41004230768,15972.1766482411,14095.1350211463,88.2480536721244,14412.159826036,10876.4764911194,1427.55110097517,4273.9761354362,299.392164141559,0,NA,2,10,"Unique",156.1030027,1.68,"N-(Butoxymethyl)acrylamide","C8H15NO2","157.11028","M-H",13871.7342843418,10.291078762852,"DTXSID9027443","DTXSID9027443","'1852-16-0","N-(Butoxymethyl)acrylamide","C8H15NO2","CCCCOCNC(=O)C=C","C=CC(=O)NCOCCCC","N-(butoxymethyl)prop-2-enamide","C8H15NO2",157.1102787,"","157.1102787","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.102568356,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.831859834,4.068556551,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"540","157.0867-326.9",4567,157.0867,326.9,100,100,100,0,46019.8873002565,43268.301409302,94.0208765114919,31490.6315572972,34666.2535769927,57656.7427481905,38954.3054223253,67.5624455451013,45561.9882862727,45716.0075113878,6989.62505139436,9029.38182530056,129.182635104286,3174.64107391864,4389.94976203829,2,10,"Multiple",157.0870183,2.03,"2-2-(Ethenyloxy)ethoxyethoxyethene","C8H14O3","158.09429","M-H",51838.3150242235,13.4835112756427,"DTXSID6044985","DTXSID6044985","'764-99-8","{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene","C8H14O3","C=COCCOCCOC=C","C=COCCOCCOC=C","1-ethenoxy-2-(2-ethenoxyethoxy)ethane","C8H14O3",158.0942943,"","158.0942943","exposurepred","",NA,NA,NA,NA,NA,1,22.72758252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",-0.387866199811914,0.137627295895325,-2.81823599954265,0.00532917046982238,"0","0","neg"
"541","157.0867-326.9",2669,157.0867,326.9,100,100,100,0,46019.8873002565,43268.301409302,94.0208765114919,31490.6315572972,34666.2535769927,57656.7427481905,38954.3054223253,67.5624455451013,45561.9882862727,45716.0075113878,6989.62505139436,9029.38182530056,129.182635104286,3174.64107391864,4389.94976203829,2,10,"Multiple",157.0870183,2.03,"Butanoicacid3-oxo-butylester","C8H14O3","158.09429","M-H",51838.3150242235,13.4835112756427,"DTXSID3060453","DTXSID3060453","'591-60-6","Butanoic,acid,,3-oxo,-,butyl,ester","C8H14O3","CCCCOC(=O)CC(C)=O","CCCCOC(=O)CC(C)=O","butyl 3-oxobutanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.589582141,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",-0.387866199811914,0.137627295895325,-2.81823599954265,0.00532917046982238,"0","0","neg"
"542","157.0867-326.9",5046,157.0867,326.9,100,100,100,0,46019.8873002565,43268.301409302,94.0208765114919,31490.6315572972,34666.2535769927,57656.7427481905,38954.3054223253,67.5624455451013,45561.9882862727,45716.0075113878,6989.62505139436,9029.38182530056,129.182635104286,3174.64107391864,4389.94976203829,2,10,"Multiple",157.0870183,2.03,"Isobutyricanhydride","C8H14O3","158.09429","M-H",51838.3150242235,13.4835112756427,"DTXSID7026609","DTXSID7026609","'97-72-3","Isobutyric,anhydride","C8H14O3","CC(C)C(=O)OC(=O)C(C)C","CC(C)C(=O)OC(=O)C(C)C","2-methylpropanoyl 2-methylpropanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred","",NA,NA,NA,NA,NA,1,1.06880013,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",-0.387866199811914,0.137627295895325,-2.81823599954265,0.00532917046982238,"0","0","neg"
"543","157.0867-326.9",774,157.0867,326.9,100,100,100,0,46019.8873002565,43268.301409302,94.0208765114919,31490.6315572972,34666.2535769927,57656.7427481905,38954.3054223253,67.5624455451013,45561.9882862727,45716.0075113878,6989.62505139436,9029.38182530056,129.182635104286,3174.64107391864,4389.94976203829,2,10,"Multiple",157.0870183,2.03,"2-Ethoxyethylmethacrylate","C8H14O3","158.09429","M-H",51838.3150242235,13.4835112756427,"DTXSID1022186","DTXSID1022186","'2370-63-0","2-Ethoxyethyl,methacrylate","C8H14O3","CCOCCOC(=O)C(C)=C","C=C(C)C(=O)OCCOCC","2-ethoxyethyl 2-methylprop-2-enoate","C8H14O3",158.0942943,"","158.0942943","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.054231659,2.559011509,5,NA,"",0,"0","nurses1",-0.387866199811914,0.137627295895325,-2.81823599954265,0.00532917046982238,"0","0","neg"
"544","157.0867-326.9",5760,157.0867,326.9,100,100,100,0,46019.8873002565,43268.301409302,94.0208765114919,31490.6315572972,34666.2535769927,57656.7427481905,38954.3054223253,67.5624455451013,45561.9882862727,45716.0075113878,6989.62505139436,9029.38182530056,129.182635104286,3174.64107391864,4389.94976203829,2,10,"Multiple",157.0870183,2.03,"Butanoicanhydride","C8H14O3","158.09429","M-H",51838.3150242235,13.4835112756427,"DTXSID8026729","DTXSID8026729","'106-31-0","Butanoic,anhydride","C8H14O3","CCCC(=O)OC(=O)CCC","CCCC(=O)OC(=O)CCC","butanoyl butanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.500651894,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.328423133,1.893642933,1,NA,"",0,"0","nurses1",-0.387866199811914,0.137627295895325,-2.81823599954265,0.00532917046982238,"0","0","neg"
"545","157.0867-326.9",3128,157.0867,326.9,100,100,100,0,46019.8873002565,43268.301409302,94.0208765114919,31490.6315572972,34666.2535769927,57656.7427481905,38954.3054223253,67.5624455451013,45561.9882862727,45716.0075113878,6989.62505139436,9029.38182530056,129.182635104286,3174.64107391864,4389.94976203829,2,10,"Multiple",157.0870183,2.03,"tert-Butyl3-oxobutanoate","C8H14O3","158.09429","M-H",51838.3150242235,13.4835112756427,"DTXSID4044402","DTXSID4044402","'1694-31-1","tert-Butyl,3-oxobutanoate","C8H14O3","CC(=O)CC(=O)OC(C)(C)C","CC(=O)CC(=O)OC(C)(C)C","tert-butyl 3-oxobutanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,10.35322107,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.073896847,3.88831627,2,NA,"",0,"0","nurses1",-0.387866199811914,0.137627295895325,-2.81823599954265,0.00532917046982238,"0","0","neg"
"546","157.08735-499.6",774,157.08735,499.6,100,100,100,0,115271.418624254,57697.0217049028,50.0531895881109,98759.9591177877,99754.0227022916,132836.39722469,100237.077273955,75.4590453882957,102753.519674123,104333.141580665,65120.339570986,27588.6178626433,42.3655927539654,63988.380960055,58810.5998661486,2,10,"Multiple",157.0870183,2.11,"2-Ethoxyethylmethacrylate","C8H14O3","158.09429","M-H",124053.907924472,52.4935817504706,"DTXSID1022186","DTXSID1022186","'2370-63-0","2-Ethoxyethyl,methacrylate","C8H14O3","CCOCCOC(=O)C(C)=C","C=C(C)C(=O)OCCOCC","2-ethoxyethyl 2-methylprop-2-enoate","C8H14O3",158.0942943,"","158.0942943","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.054231659,2.559011509,5,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"547","157.08735-499.6",2669,157.08735,499.6,100,100,100,0,115271.418624254,57697.0217049028,50.0531895881109,98759.9591177877,99754.0227022916,132836.39722469,100237.077273955,75.4590453882957,102753.519674123,104333.141580665,65120.339570986,27588.6178626433,42.3655927539654,63988.380960055,58810.5998661486,2,10,"Multiple",157.0870183,2.11,"Butanoicacid3-oxo-butylester","C8H14O3","158.09429","M-H",124053.907924472,52.4935817504706,"DTXSID3060453","DTXSID3060453","'591-60-6","Butanoic,acid,,3-oxo,-,butyl,ester","C8H14O3","CCCCOC(=O)CC(C)=O","CCCCOC(=O)CC(C)=O","butyl 3-oxobutanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.589582141,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"548","157.08735-499.6",3128,157.08735,499.6,100,100,100,0,115271.418624254,57697.0217049028,50.0531895881109,98759.9591177877,99754.0227022916,132836.39722469,100237.077273955,75.4590453882957,102753.519674123,104333.141580665,65120.339570986,27588.6178626433,42.3655927539654,63988.380960055,58810.5998661486,2,10,"Multiple",157.0870183,2.11,"tert-Butyl3-oxobutanoate","C8H14O3","158.09429","M-H",124053.907924472,52.4935817504706,"DTXSID4044402","DTXSID4044402","'1694-31-1","tert-Butyl,3-oxobutanoate","C8H14O3","CC(=O)CC(=O)OC(C)(C)C","CC(=O)CC(=O)OC(C)(C)C","tert-butyl 3-oxobutanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,10.35322107,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.073896847,3.88831627,2,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"549","157.08735-499.6",4567,157.08735,499.6,100,100,100,0,115271.418624254,57697.0217049028,50.0531895881109,98759.9591177877,99754.0227022916,132836.39722469,100237.077273955,75.4590453882957,102753.519674123,104333.141580665,65120.339570986,27588.6178626433,42.3655927539654,63988.380960055,58810.5998661486,2,10,"Multiple",157.0870183,2.11,"2-2-(Ethenyloxy)ethoxyethoxyethene","C8H14O3","158.09429","M-H",124053.907924472,52.4935817504706,"DTXSID6044985","DTXSID6044985","'764-99-8","{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene","C8H14O3","C=COCCOCCOC=C","C=COCCOCCOC=C","1-ethenoxy-2-(2-ethenoxyethoxy)ethane","C8H14O3",158.0942943,"","158.0942943","exposurepred","",NA,NA,NA,NA,NA,1,22.72758252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"550","157.08735-499.6",5046,157.08735,499.6,100,100,100,0,115271.418624254,57697.0217049028,50.0531895881109,98759.9591177877,99754.0227022916,132836.39722469,100237.077273955,75.4590453882957,102753.519674123,104333.141580665,65120.339570986,27588.6178626433,42.3655927539654,63988.380960055,58810.5998661486,2,10,"Multiple",157.0870183,2.11,"Isobutyricanhydride","C8H14O3","158.09429","M-H",124053.907924472,52.4935817504706,"DTXSID7026609","DTXSID7026609","'97-72-3","Isobutyric,anhydride","C8H14O3","CC(C)C(=O)OC(=O)C(C)C","CC(C)C(=O)OC(=O)C(C)C","2-methylpropanoyl 2-methylpropanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred","",NA,NA,NA,NA,NA,1,1.06880013,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"551","157.08735-499.6",5760,157.08735,499.6,100,100,100,0,115271.418624254,57697.0217049028,50.0531895881109,98759.9591177877,99754.0227022916,132836.39722469,100237.077273955,75.4590453882957,102753.519674123,104333.141580665,65120.339570986,27588.6178626433,42.3655927539654,63988.380960055,58810.5998661486,2,10,"Multiple",157.0870183,2.11,"Butanoicanhydride","C8H14O3","158.09429","M-H",124053.907924472,52.4935817504706,"DTXSID8026729","DTXSID8026729","'106-31-0","Butanoic,anhydride","C8H14O3","CCCC(=O)OC(=O)CCC","CCCC(=O)OC(=O)CCC","butanoyl butanoate","C8H14O3",158.0942943,"","158.0942943","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.500651894,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.328423133,1.893642933,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"552","157.10217-449.2",6762,157.10217,449.2,100,100,100,0,76905.5065246978,119461.014874857,155.334800163487,39068.3574574002,45986.256560531,85753.5531964886,163455.609817513,190.610888674181,36149.775314521,43189.3161936342,22927.825791163,9461.04764523383,41.264478068742,20333.2896714533,21499.2187812361,3,24770.6422018348,"Unique",157.1022744,0.66,"4-Phenyl-1-cyclohexene","C12H14","158.10955","M-H",81329.5298605932,28.1912680799502,"DTXSID9047176","DTXSID9047176","'4994-16-5","4-Phenyl-1-cyclohexene","C12H14","C1CC(CC=C1)C1=CC=CC=C1","C1=CCC(c2ccccc2)CC1","cyclohex-3-en-1-ylbenzene","C12H14",158.1095504,"","158.1095505","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.949591495,4.070735356,4,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"553","157.12336-932.7",1021,157.12336,932.7,100,100,100,0,224045.880697595,165672.690676149,73.9458766928925,217983.369748117,155204.838263552,252216.072339095,382375.442440869,151.606294910017,154009.792867129,135357.947941065,1787944.31515399,1818050.94173609,101.683868246171,1088188.64276191,1312781.55054106,3,24107.142857143,"Multiple",157.1234038,0.28,"Ethylheptanoate","C9H18O2","158.13068","M-H",238130.976518345,750.823912661466,"DTXSID1040112","DTXSID1040112","'106-30-9","Ethyl,heptanoate","C9H18O2","CCCCCCC(=O)OCC","CCCCCCC(=O)OCC","ethyl heptanoate","C9H18O2",158.1306798,"","158.1306798","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.172317718,4.369463223,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"554","157.12336-932.7",1573,157.12336,932.7,100,100,100,0,224045.880697595,165672.690676149,73.9458766928925,217983.369748117,155204.838263552,252216.072339095,382375.442440869,151.606294910017,154009.792867129,135357.947941065,1787944.31515399,1818050.94173609,101.683868246171,1088188.64276191,1312781.55054106,3,24107.142857143,"Multiple",157.1234038,0.28,"Methyloctanoate","C9H18O2","158.13068","M-H",238130.976518345,750.823912661466,"DTXSID2026864","DTXSID2026864","'111-11-5","Methyl,octanoate","C9H18O2","CCCCCCCC(=O)OC","CCCCCCCC(=O)OC","methyl octanoate","C9H18O2",158.1306798,"","158.1306798","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,2.126326851,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.048433835,3.691603571,5,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"555","157.12336-932.7",2086,157.12336,932.7,100,100,100,0,224045.880697595,165672.690676149,73.9458766928925,217983.369748117,155204.838263552,252216.072339095,382375.442440869,151.606294910017,154009.792867129,135357.947941065,1787944.31515399,1818050.94173609,101.683868246171,1088188.64276191,1312781.55054106,3,24107.142857143,"Multiple",157.1234038,0.28,"Nonanoicacid","C9H18O2","158.13068","M-H",238130.976518345,750.823912661466,"DTXSID3021641","DTXSID3021641","'112-05-0","Nonanoic,acid","C9H18O2","CCCCCCCCC(O)=O","CCCCCCCCC(=O)O","nonanoic acid","C9H18O2",158.1306798,"","158.1306798","E2Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,3,NA,NA,NA,1,-4.910660882,3.510615518,7,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"556","157.12336-932.7",2424,157.12336,932.7,100,100,100,0,224045.880697595,165672.690676149,73.9458766928925,217983.369748117,155204.838263552,252216.072339095,382375.442440869,151.606294910017,154009.792867129,135357.947941065,1787944.31515399,1818050.94173609,101.683868246171,1088188.64276191,1312781.55054106,3,24107.142857143,"Multiple",157.1234038,0.28,"Isopentylbutyrate","C9H18O2","158.13068","M-H",238130.976518345,750.823912661466,"DTXSID3042059","DTXSID3042059","'106-27-4","Isopentyl,butyrate","C9H18O2","CCCC(=O)OCCC(C)C","CCCC(=O)OCCC(C)C","3-methylbutyl butanoate","C9H18O2",158.1306798,"","158.1306798","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.561666898,2.092622024,8,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
