,DTXSID,Compound,Formula,CASRN,SMILES,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most comon and haz,Phthalate,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin
1087,DTXSID10327679,2H-PERFLUOROISOBUTYRIC ACID,C4H2F6O2,564-10-3,OC(=O)C(C(F)(F)F)C(F)(F)F,195.9958983,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1088,DTXSID1033161,Aldicarb sulfoxide,C7H14N2O3S,1646-87-3,CNC(=O)O\N=C\C(C)(C)S(C)=O,206.0725135,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.206351653,5.57578709,5,,
1089,DTXSID1033163,Alizarin Yellow R,C13H9N3O5,2243-76-7,OC(=O)C1=C(O)C=CC(=C1)\N=N\C1=CC=C(C=C1)[N+]([O-])=O,287.0542204,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.865841222,4.957309816,5,,
1090,DTXSID1033371,Cyclopentanol,C5H10O,96-41-3,OC1CCCC1,86.07316494,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.642467,1.846902,2,,
1091,DTXSID1033402,Dibenzyl phosphate,C14H15O4P,1623-08-1,OP(=O)(OCC1=CC=CC=C1)OCC1=CC=CC=C1,278.070796,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.155841057,4.488629378,2,,
1092,DTXSID1033539,Guggulsterone Z,C21H28O2,39025-23-5,C\C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,312.2089301,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.260198645,37.60897257,12,,
1093,DTXSID10335698,METHYL NONAFLUOROVALERATE,C6H3F9O2,13038-26-1,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,277.9989328,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1094,DTXSID1033664,17-Methyltestosterone,C20H30O2,58-18-4,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,302.2245802,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-7.402518585,35.18135591,44,,
1095,DTXSID1034181,"Raloxifene hydrochloride, Raloxifene hydrochloride","C28H27NO4S, C28H28ClNO4S","82640-04-8, 82640-04-8","Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1, Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1","473.1660795, 509.1427573","ERactive, VBtoxcast",,,,,,,,,,,,,1,0.0243,,,,,,1,-6.679161,20.05007,87,,
1096,DTXSID1034187,"Tamoxifen, Tamoxifen, TAMOXIFEN, Tamoxifen","C26H29NO, C26H29NO, C26H29NO, C26H29NO","10540-29-1, 10540-29-1, 10540-29-1, 10540-29-1","CC\\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1, CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1, CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1, CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","371.2249146, 371.224914558, 371.2249146, 371.224914558","ERactive, VBtoxcast, Drug, MGDev",1,,,0,0,,0,,,,,1,1,0.0199,,,,,,1,-4.999489821,23.46786089,36,,
1097,DTXSID1034210,Prodiamine,C13H17F3N4O4,29091-21-2,CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,350.1201895,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.549957535,13.78128892,26,,
1098,DTXSID1034212,"Spiroxamine, Spiroxamine","C18H35NO2, C18H35NO2","118134-30-8, 118134-30-8","CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1, CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1","297.266779371, 297.26677937099998","VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,,1,-5.06295421,9.375372761,46,,1
1099,DTXSID1034260,Oxytetracycline,C22H24N2O9,79-57-2,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,460.1481804,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.414303,18.90015,8,,
1100,DTXSID1034501,gamma-Cyhalothrin,C23H19ClF3NO3,76703-62-3,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,449.1005557,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.872138,6.719182,11,,
1101,DTXSID1034503,Cyhalofop-butyl,C20H20FNO4,122008-85-9,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1,357.1376363,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.519444457,5.771699121,8,,
1102,DTXSID1034634,Forchlorfenuron,C12H10ClN3O,68157-60-8,ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1,247.0512397,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.965343,10.35965,34,,
1103,DTXSID1034769,Nonivamide,C17H27NO3,2444-46-4,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,293.1990937,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.369579128,110.8406038,37,,
1104,DTXSID1034844,Procyazine,C10H13ClN6,32889-48-8,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,252.0890221,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.833963122,2.324408585,1,,
1105,DTXSID1034929,Spiromesifen,C23H30O4,283594-90-1,CC1=CC(C)=C(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)C(C)=C1,370.2144094,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.201147549,8.528533401,2,,
1106,DTXSID1034973,Tralkoxydim,C20H27NO3,87820-88-0,CCON=C(CC)C1=C(O)CC(CC1=O)C1=C(C)C=C(C)C=C1C,329.1990937,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.808889,5.939127,8,,
1107,DTXSID1035288,Codlelure,C12H22O,33956-49-9,C\C=C\C=C\CCCCCCCO,182.1670653,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.751453578,8.873218123,2,,
1108,DTXSID1035783,S-Methoprene,C19H34O3,65733-16-6,COC(C)(C)CCC[C@H](C)C\C=C\C(\C)=C\C(=O)OC(C)C,310.250795,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.124148,20.37109,10,,
1109,DTXSID1036541,Pregnenolone,C21H32O2,145-13-1,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,316.2402303,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-7.115781045,51.62441148,22,,
1110,DTXSID1036545,Triphenylsilanol,C18H16OSi,791-31-1,O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,276.0970417,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.372632,9.124282,6,,
1111,DTXSID10370988,ALLYL PERFLUOROISOPROPYL ETHER,C6H5F7O,15242-17-8,FC(F)(F)C(F)(OCC=C)C(F)(F)F,226.0228619,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1112,DTXSID1037197,CAPTOPRIL,C9H15NO3S,62571-86-2,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,217.0772645,Drug,1,,,0,0,,0,,,,,,,,,,,,,,,,,,
1113,DTXSID1037272,Tacrine,C13H14N2,321-64-2,NC1=C2CCCCC2=NC2=C1C=CC=C2,198.1156985,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.269147609,5.451068344,2,,
1114,DTXSID1037303,PERFLUOROHEPTANOIC ACID,C7HF13O2,375-85-9,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,363.9768954,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1115,DTXSID1037486,Alachlor OA,C14H19NO4,171262-17-2,CCC1=CC=CC(CC)=C1N(COC)C(=O)C(O)=O,265.1314081,pellizzari,,,,,,,,,,,,,,,,,,,,,,,,,1
1116,DTXSID1037565,Mepronil,C17H19NO2,55814-41-0,CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,269.1415789,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.335575872,6.415917452,8,,
1117,DTXSID1037567,Metolachlor ESA,C15H23NO5S,171118-09-5,CCC1=CC=CC(C)=C1N(C(C)COC)C(=O)CS(O)(=O)=O,329.129694,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.254882448,3.971222594,2,,
1118,DTXSID1037696,"N'-(2,4-Dimethylphenyl)-N-methylformamidine",C10H14N2,33089-74-6,CNC=NC1=CC=C(C)C=C1C,162.1156985,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.272947757,1.764387624,1,,
1119,DTXSID10379254,"1H,1H-HEPTAFLUOROBUTYL EPOXIDE",C6H5F7O,1765-92-0,FC(F)(F)C(F)(F)C(F)(F)CC1CO1,226.0228619,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1120,DTXSID10379355,3-(PERFLUORO-2-BUTYL)PROPANOIC ACID,C7H5F9O2,239463-95-7,OC(=O)CCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,292.0145829,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1121,DTXSID10379719,PERFLUOROADIPOYL CHLORIDE,C6Cl2F8O2,336-06-1,FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,325.9147599,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1122,DTXSID10379774,PERFLUOROAZELAIC ACID,C9H2F14O4,23453-64-7,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,439.9729528,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1123,DTXSID10379835,"1H,1H-PERFLUOROHEPTYLAMINE",C7H4F13N,423-49-4,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,349.0136153,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1124,DTXSID10379850,6H-PERFLUOROHEX-1-ENE,C6HF11,1767-94-8,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,281.9902598,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1125,DTXSID10379991,3-(PERFLUOROOCTYL)PROPANOL,C11H7F17O,1651-41-8,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,478.0225436,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1126,DTXSID10382147,"3-(PERFLUORO-2-BUTYL)PROPANE-1,2-DIOL",C7H7F9O2,125070-38-4,OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,294.0302329,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
1127,DTXSID1038298,"1-Hydroxypyrene, 1-Hydroxypyrene","C16H10O, C16H10O","5315-79-7, 5315-79-7","OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34, OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34","218.073164942, 218.07316494200001","VBtoxcast, nitroPAH",,,,,,,,,,,,,,,,,,,,1,-1.555390269,15.42387194,17,1,
1128,DTXSID1038321,3-Phenoxybenzoic acid,C13H10O3,3739-38-6,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,214.0629942,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.233538943,5.696539244,4,,
1129,DTXSID1038666,Chlorpyrifos oxon,C9H11Cl3NO4P,5598-15-2,CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,332.9491279,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.18080834,12.63060193,61,,
1130,DTXSID1038822,Neopentyl glycol dibenzoate,C19H20O4,4196-89-8,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,312.1361591,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.738651869,9.535587296,1,,
1131,DTXSID1038824,"1,4-Dioxane-2,3-diol",C4H8O4,4845-50-5,OC1OCCOC1O,120.0422587,exposurepred,,,,,,,,1,0.128046122,,,,,,,,,,,,,,,,
1132,DTXSID1038876,Phenyl 1-hydroxy-2-naphthoate,C17H12O3,132-54-7,OC1=C(C=CC2=C1C=CC=C2)C(=O)OC1=CC=CC=C1,264.0786442,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.419135041,9.790596778,3,,
1133,DTXSID1038878,Resorcinol monobenzoate,C13H10O3,136-36-7,OC1=CC(OC(=O)C2=CC=CC=C2)=CC=C1,214.0629942,exposurepred,,,,,,,,1,0.669359235,,,,,,,,,,,,,,,,
1134,DTXSID1040112,Ethyl heptanoate,C9H18O2,106-30-9,CCCCCCC(=O)OCC,158.1306798,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.172317718,4.369463223,1,,
1135,DTXSID1040114,tert-Butylacrylamide,C7H13NO,107-58-4,CC(C)(C)NC(=O)C=C,127.099714,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.481149682,3.64040741,5,,
1136,DTXSID1040164,"3-Oxobutanamide, 3-Oxobutanamide","C4H7NO2, C4H7NO2","5977-14-0, 5977-14-0","CC(=O)CC(N)=O, CC(=O)CC(N)=O","101.0476785, 101.047678469","exposurepred, VBtoxcast",,,,,,,,1,0.244722417,,,,,,,,,,,1,-0.344703829,1.316195146,1,,
1137,DTXSID1040243,Sertraline hydrochloride,C17H18Cl3N,79559-97-0,Cl.CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2,341.0504827,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.1554516,16.31915,3,,
1138,DTXSID1040245,Sucralose,C12H19Cl3O8,56038-13-2,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,396.0145507,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.965355355,2.727255979,1,,
1139,DTXSID1040320,Bifenox,C14H9Cl2NO5,42576-02-3,COC(=O)C1=C(C=CC(OC2=CC=C(Cl)C=C2Cl)=C1)[N+]([O-])=O,340.9857778,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.032638308,5.864533761,3,,
1140,DTXSID1040326,8-Hydroxyquinoline citrate,C15H15NO8,134-30-5,OC1=CC=CC2=C1N=CC=C2.OC(=O)CC(O)(CC(O)=O)C(O)=O,337.0797664,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.455488,5.657952,37,,
1141,DTXSID1040372,"Epoxiconazole, Epoxiconazole","C17H13ClFN3O, C17H13ClFN3O","133855-98-8, 133855-98-8","FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=C(Cl)C=CC=C1, FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=C(Cl)C=CC=C1","329.0731179, 329.0731179","P4Up, VBtoxcast",,,,,,,,,,,,,,,,,1,3,,1,-1.245200896,7.985808021,20,,
1142,DTXSID1040619,Bexarotene,C24H28O2,153559-49-0,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,348.2089301,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.226565854,12.55590105,27,,
1143,DTXSID1040661,Clofibric acid,C10H11ClO3,882-09-7,CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O,214.0396719,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.983922,2.863243,3,,
1144,DTXSID1040740,2-Methyl-4-isothiazolin-3-one hydrochloride,C4H6ClNOS,26172-54-3,Cl.CN1SC=CC1=O,150.9858627,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.300808995,6.281785189,4,,
1145,DTXSID1040742,Triamcinolone,C21H27FO6,124-94-7,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,394.1791668,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.128006595,18.26449789,31,,
1146,DTXSID1040792,Pyridoxine hydrochloride,C8H12ClNO3,58-56-0,Cl.CC1=NC=C(CO)C(CO)=C1O,205.050571,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.262454438,4.3847965,4,,
1147,DTXSID1040794,"Sodium 2-phenylphenate tetrahydrate, Sodium 2-phenylphenate tetrahydrate, Sodium 2-phenylphenate tetrahydrate","C12H10O, C12H10O, C12H17NaO5","6152-33-6, 6152-33-6, 6152-33-6","O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1, O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1, O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1","170.0731649, 170.0731649, 264.09736793","E2Up, P4Up, VBtoxcast",,,,,,,,,,,,,,,1,2,1,2,,1,-0.005712251,15.06775825,1,,
1148,DTXSID1041132,SU-5416,C15H14N2O,204005-46-9,CC1=CC(C)=C(N1)C=C1C(=O)NC2=CC=CC=C12,238.1106131,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.201826018,18.31468095,7,,
1149,DTXSID1041180,1-Ethyl-3-methylimidazolium chloride,C6H11ClN2,65039-09-0,[Cl-].CCN1C=C[N+](C)=C1,146.0610761,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.4642473,1.792206,1,,
1150,DTXSID1041188,(2-Nitro-1-propenyl)benzene,C9H9NO2,705-60-2,CC(=CC1=CC=CC=C1)[N+]([O-])=O,163.0633285,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.903462,8.146946,18,,
1151,DTXSID1041217,"1,1,1-Trichloro-2-methyl-2-propanol",C4H7Cl3O,57-15-8,CC(C)(O)C(Cl)(Cl)Cl,175.9562479,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.36027701,3.206215967,3,,
1152,DTXSID1041261,Allyl 3-chloro-2-hydroxypropyl ether,C6H11ClO2,3/3/4638,OC(CCl)COCC=C,150.0447573,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.202810795,4.200762157,1,,
1153,DTXSID1041263,1-Chloro-2-methyl-3-nitrobenzene,C7H6ClNO2,83-42-1,CC1=C(C=CC=C1Cl)[N+]([O-])=O,171.0087061,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.9383807,2.653397,1,,
1154,DTXSID1041265,"2-Hexyl-1-decanol, 2-Hexyl-1-decanol","C16H34O, C16H34O","2425-77-6, 2425-77-6","CCCCCCCCC(CO)CCCCCC, CCCCCCCCC(CO)CCCCCC","242.2609657, 242.260965715","ERactive, VBtoxcast",,,,,,,,,,,,,1,0.0021,,,,,,1,-2.683420602,6.882490343,3,,
1155,DTXSID1041267,"1-Ethoxy-2-propanol, 1-Ethoxy-2-propanol","C5H12O2, C5H12O2","1569-02-4, 1569-02-4","CCOCC(C)O, CCOCC(C)O","104.0837296, 104.083729626","exposurepred, VBtoxcast",,,,,,,,1,43.37714399,,,,,,,,,,,1,-2.503495154,3.145171395,1,,
1156,DTXSID1041394,"2-Benzothiazolesulfenamide, N-(2-benzothiazolylthio)-N-(1,1-dimethylethyl)-",C18H17N3S4,3741-80-8,CC(C)(C)N(SC1=NC2=C(S1)C=CC=C2)SC1=NC2=C(S1)C=CC=C2,403.0305323,exposurepred,,,,,,,,1,0.594675254,,,,,,,,,,,,,,,,
1157,DTXSID1041396,2-Butanethiol,C4H10S,513-53-1,CCC(C)S,90.0503215,exposurepred,,,,,,,,1,3.938245592,,,,,,,,,,,,,,,,
1158,DTXSID1041421,"5,7-Dimethoxy-2H-chromen-2-one",C11H10O4,487-06-9,COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,206.0579088,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.906103766,12.89908472,8,,
1159,DTXSID1041425,(2E)-2-Hexenal,C6H10O,6728-26-3,CCC\C=C\C=O,98.07316494,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.527608,4.756056,2,,
1160,DTXSID1041475,"3,6-Dimethyl-4-octyne-3,6-diol",C10H18O2,78-66-0,CCC(C)(O)C#CC(C)(O)CC,170.1306798,exposurepred,,,,,,,,1,0.875567414,,,,,,,,,,,,,,,,
1161,DTXSID1041502,"3-Methyl-4,6-di-tert-butylphenol, 3-Methyl-4,6-di-tert-butylphenol","C15H24O, C15H24O","497-39-2, 497-39-2","CC1=C(C=C(C(O)=C1)C(C)(C)C)C(C)(C)C, CC1=C(C=C(C(O)=C1)C(C)(C)C)C(C)(C)C","220.1827154, 220.182715393","exposurepred, VBtoxcast",,,,,,,,1,0.210021186,,,,,,,,,,,1,-2.778062466,21.37201957,13,,
1162,DTXSID1041506,4-Chloro-2-cyclopentylphenol,C11H13ClO,13347-42-7,OC1=C(C=C(Cl)C=C1)C1CCCC1,196.0654927,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.309693733,10.92066791,7,,
1163,DTXSID1041508,"4-Chloro-2-methylaniline, 4-Chloro-2-methylaniline","C7H8ClN, C7H8ClN","95-69-2, 95-69-2","CC1=C(N)C=CC(Cl)=C1, CC1=C(N)C=CC(Cl)=C1","141.034527, 141.034527","P4Up, VBtoxcast",,,,,,,,,,,,,,,,,1,2,,1,-7.376024,5.852332,8,,
1164,DTXSID1041550,(S)-(-)-beta-Citronellol,C10H20O,7540-51-4,C[C@H](CCO)CCC=C(C)C,156.1514153,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.893741,4.956776,2,,
1165,DTXSID1041639,Sodium m-xylene-4-sulfonate,C8H9NaO3S,827-21-4,[Na+].CC1=CC=C(C(C)=C1)S([O-])(=O)=O,208.0170096,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.787457,4.758096,2,,
1166,DTXSID1041681,Bromofenoxim,C13H7Br2N3O6,13181-17-4,OC1=C(Br)C=C(C=NOC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br,458.870161,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.511505345,10.8341046,12,,
1167,DTXSID1041843,"D-Glucopyranoside, hexyl",C12H24O6,54549-24-5,CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,264.1572885,exposurepred,,,,,,,,1,0.131879296,,,,,,,,,,,,,,,,
1168,DTXSID1041847,Dibutyl decanedioate,C18H34O4,109-43-3,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,314.2457096,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.631781668,3.38660409,3,,
1169,DTXSID1041897,Dipyrithione,C10H8N2O2S2,3696-28-4,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,252.0027199,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.4903838,12.93837478,94,,
1170,DTXSID1041920,"2-(2-Ethylhexyloxy)ethanol, 2-(2-Ethylhexyloxy)ethanol, 2-(2-Ethylhexyloxy)ethanol","C10H22O2, C10H22O2, C10H22O2","1559-35-9, 1559-35-9, 1559-35-9","CCCCC(CC)COCCO, CCCCC(CC)COCCO, CCCCC(CC)COCCO","174.1619799, 174.1619799, 174.161979948","ERactive, exposurepred, VBtoxcast",,,,,,,,1,0.152673339,,,,1,0.000532,,,,,,1,-2.164614128,9.413137158,2,,
1171,DTXSID1041924,"Ethanone, 1-[1,6-dimethyl-4-(4-methyl-3-pentenyl)-3-cyclohexen-1-yl]-",C16H26O,57499-57-7,CC1CC(CCC=C(C)C)=CCC1(C)C(C)=O,234.1983655,exposurepred,,,,,,,,1,1.348110019,,,,,,,,,,,,,,,,
1172,DTXSID1041970,"Fenchol, Fenchol","C10H18O, C10H18O","1632-73-1, 1632-73-1","CC1(C)C2CCC(C)(C2)C1O, CC1(C)C2CCC(C)(C2)C1O","154.1357652, 154.1357652","exposurepred, VBtoxcast",,,,,,,,1,0.135461947,,,,,,,,,,,1,-2.200774187,2.258391187,2,,
1173,DTXSID1041978,Flufenoxuron,C21H11ClF6N2O3,101463-69-8,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C=C(OC2=C(Cl)C=C(C=C2)C(F)(F)F)C=C1,488.0362389,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.840972832,19.75994833,14,,
1174,DTXSID1042071,Isooctyl phosphate,-,12645-53-3,-,-,exposurepred,,,,,,,,1,1.338886177,,,,,,,,,,,,,,,,
1175,DTXSID1042077,Isoproturon,C12H18N2O,34123-59-6,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,206.1419132,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.032727196,5.239947754,1,,
1176,DTXSID1042154,Methyl red,C15H15N3O2,493-52-7,CN(C)C1=CC=C(C=C1)\N=N\C1=C(C=CC=C1)C(O)=O,269.1164267,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.396866967,7.804920284,18,,
1177,DTXSID1042314,Potassium decanoate,C10H20O2,13040-18-1,[K+].CCCCCCCCCC([O-])=O,172.1463299,exposurepred,,,,,,,,1,9.029724173,,,,,,,,,,,,,,,,
1178,DTXSID1042318,Potassium myristate,C14H28O2,13429-27-1,[K+].CCCCCCCCCCCCCC([O-])=O,228.2089301,exposurepred,,,,,,,,1,10.50949919,,,,,,,,,,,,,,,,
1179,DTXSID1042441,Terbucarb,C17H27NO2,11/2/1918,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,277.2041791,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.515446217,2.581594076,1,,
1180,DTXSID1042443,Terbufos sulfone,C9H21O4PS3,56070-16-7,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,320.0339597,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.956562237,5.822476479,13,,
1181,DTXSID1042445,Terbumeton,C10H19N5O,33693-04-8,CCNC1=NC(OC)=NC(NC(C)(C)C)=N1,225.1589603,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.603999836,5.048420651,4,,
1182,DTXSID1042491,Triethoxypentylsilane,C11H26O3Si,2761-24-2,CCCCC[Si](OCC)(OCC)OCC,234.1651212,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.609812902,4.096297077,3,,
