cluster.index	parent.mass	number.of.spectra	RTMean	sum.precursor.intensity.	LibraryID	SpectrumID	Smiles	INCHI	ProteoSAFeClusterLink	MetFragScore	MetFragSMILES	MetFragID	FusionScore	FusionSMILES	FusionID	ConsensusScore	ConsensusSMILES	ConsensusID
18402	-371.1977	4	12.2912	6.594031e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2218402%22%2C%22main.cluster%20index_upperinput%22%3A%2218402%22%7D	1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	DTXSID7023300				1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	DTXSID7023300
21180	-223.1097	1	9.5243	2.081037e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2221180%22%2C%22main.cluster%20index_upperinput%22%3A%2221180%22%7D	1.0000000,0.6338167	CC(=C)C(=O)OCCCCOC(=O)C(C)=C,C=CC(=O)OCCCCCCOC(=O)C=C	DTXSID4044870,DTXSID9025401				1,0.637	CC(=C)C(=O)OCCCCOC(=O)C(C)=C,C=CC(=O)OCCCCCCOC(=O)C=C	DTXSID4044870,DTXSID9025401
22294	-307.2188	4	16.9401	9.127751e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2222294%22%2C%22main.cluster%20index_upperinput%22%3A%2222294%22%7D	0	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	DTXSID6022898				1	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	DTXSID6022898
24198	-268.1307	2	1.1010	8.525876e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224198%22%2C%22main.cluster%20index_upperinput%22%3A%2224198%22%7D									
24214	-291.2117	2	11.4280	5.996968e+06	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224214%22%2C%22main.cluster%20index_upperinput%22%3A%2224214%22%7D	1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	DTXSID3075044				1	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCO)C=C1	DTXSID3075044
24270	-149.0397	2	2.6989	1.047090e+06	3-Hydroxyphenylaceticacid	CCMSLIB00006697143	O=C(O)Cc1cccc(O)c1	InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224270%22%2C%22main.cluster%20index_upperinput%22%3A%2224270%22%7D	1.0000000,1.0000000,0.9471234,0.9471234,0.9288663,0.5728774,0.5379136	COC(=O)C1=CC=C(O)C=C1,COC(=O)C1=C(O)C=CC=C1,COC1=C(O)C=CC(C=O)=C1,COC1=CC=CC(C=O)=C1O,CC1=C(O)C(=CC=C1)C(O)=O,O=C1OC(=O)C2CC=CCC12,O[C@@H](C(O)=O)C1=CC=CC=C1	DTXSID4022529,DTXSID5025659,DTXSID0021969,DTXSID5022011,DTXSID9038686,DTXSID3026516,DTXSID4046523	1,0.986,0.947,0.943,0.931,0.83,0.533	COC(=O)C1=CC=C(O)C=C1,COC(=O)C1=C(O)C=CC=C1,COC1=C(O)C=CC(C=O)=C1,COC1=CC=CC(C=O)=C1O,CC1=C(O)C(=CC=C1)C(O)=O,O[C@@H](C(O)=O)C1=CC=CC=C1,O=C1OC(=O)C2CC=CCC12	DTXSID4022529,DTXSID5025659,DTXSID0021969,DTXSID5022011,DTXSID9038686,DTXSID4046523,DTXSID3026516			
24282	-163.0413	2	1.1011	3.913761e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224282%22%2C%22main.cluster%20index_upperinput%22%3A%2224282%22%7D									
24313	-151.0555	1	3.5273	3.225032e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224313%22%2C%22main.cluster%20index_upperinput%22%3A%2224313%22%7D	1	COC1=CC=CC(OC)=C1O	DTXSID2052607	1	COC1=CC=CC(OC)=C1O	DTXSID2052607	1	COC1=CC=CC(OC)=C1O	DTXSID2052607
24394	-283.1246	1	9.5229	1.066685e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224394%22%2C%22main.cluster%20index_upperinput%22%3A%2224394%22%7D									
24498	-339.1534	1	12.7898	5.776469e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224498%22%2C%22main.cluster%20index_upperinput%22%3A%2224498%22%7D									
24652	-307.2075	2	13.5619	1.725780e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224652%22%2C%22main.cluster%20index_upperinput%22%3A%2224652%22%7D	1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	DTXSID7044972						
24748	-371.2355	2	12.4523	4.636516e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2224748%22%2C%22main.cluster%20index_upperinput%22%3A%2224748%22%7D									
25221	-299.2360	4	13.5627	2.326298e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2225221%22%2C%22main.cluster%20index_upperinput%22%3A%2225221%22%7D									
26055	-297.1868	3	7.7925	2.499527e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2226055%22%2C%22main.cluster%20index_upperinput%22%3A%2226055%22%7D									
26781	-307.2447	2	15.1680	5.313876e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2226781%22%2C%22main.cluster%20index_upperinput%22%3A%2226781%22%7D	1	COC(C)(C)CCC[C@H](C)C\C=C\C(\C)=C\C(=O)OC(C)C	DTXSID1035783				1	COC(C)(C)CCC[C@H](C)C\C=C\C(\C)=C\C(=O)OC(C)C	DTXSID1035783
27434	-263.1791	4	12.7898	2.338704e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2227434%22%2C%22main.cluster%20index_upperinput%22%3A%2227434%22%7D	1	CCCCCCCCCC=CCC1CC(=O)OC1=O	DTXSID7025217				1	CCCCCCCCCC=CCC1CC(=O)OC1=O	DTXSID7025217
28158	-307.1696	1	13.5627	1.926983e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2228158%22%2C%22main.cluster%20index_upperinput%22%3A%2228158%22%7D									
28358	-211.1169	1	9.0124	2.010977e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2228358%22%2C%22main.cluster%20index_upperinput%22%3A%2228358%22%7D	0	NC1=CC=C(C=C1N)C1=CC(N)=C(N)C=C1	DTXSID2036827				1	NC1=CC=C(C=C1N)C1=CC(N)=C(N)C=C1	DTXSID2036827
28856	-371.1969	1	12.4530	1.399837e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2228856%22%2C%22main.cluster%20index_upperinput%22%3A%2228856%22%7D	1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	DTXSID7023300				1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	DTXSID7023300
29977	-301.1964	1	14.0236	1.547476e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2229977%22%2C%22main.cluster%20index_upperinput%22%3A%2229977%22%7D									
31125	-307.1435	1	13.5627	1.243687e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2231125%22%2C%22main.cluster%20index_upperinput%22%3A%2231125%22%7D	1.0000000,0.8495074,0.5970412,0.2641553,0.2390542	CCN(CC)CCNC(=O)C1=CC=C(Cl)C=C1OCC=C,CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1	DTXSID9048853,DTXSID8020911,DTXSID9044829,DTXSID80322616,DTXSID9045631				1,0.878,0.718,0.706,0.507	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,CC1=CC(C)=C(C(=O)OC(=O)C2=C(C)C=C(C)C=C2C)C(C)=C1,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,CCN(CC)CCNC(=O)C1=CC=C(Cl)C=C1OCC=C	DTXSID8020911,DTXSID9044829,DTXSID80322616,DTXSID9045631,DTXSID9048853
31436	-211.0742	1	8.7758	1.235865e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2231436%22%2C%22main.cluster%20index_upperinput%22%3A%2231436%22%7D	1.0000000,0.9711666,0.0000000	C=CC(=O)OCCOCCOC(=O)C=C,CC(=O)CC(=O)OCCOC(=O)C(C)=C,C(SCC1=CC=CC=C1)C1=CC=CC=C1	DTXSID3025045,DTXSID7041388,DTXSID6024599				1,0.787,0.601	CC(=O)CC(=O)OCCOC(=O)C(C)=C,C=CC(=O)OCCOCCOC(=O)C=C,C(SCC1=CC=CC=C1)C1=CC=CC=C1	DTXSID7041388,DTXSID3025045,DTXSID6024599
31892	-213.1284	3	4.1908	3.480184e+06	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2231892%22%2C%22main.cluster%20index_upperinput%22%3A%2231892%22%7D	1.0000000,1.0000000,0.7010784,0.6097547	OC(=O)CCCCCCCCCC(O)=O,COC(=O)CCCCCCCC(=O)OC,CCCCOC(=O)C(C)OC(=O)CCC,CC(C)(COCC1CO1)COCC1CO1	DTXSID0044862,DTXSID1044807,DTXSID3044831,DTXSID8025707				1,0.59,0.484,0.468	CCCCOC(=O)C(C)OC(=O)CCC,COC(=O)CCCCCCCC(=O)OC,OC(=O)CCCCCCCCCC(O)=O,CC(C)(COCC1CO1)COCC1CO1	DTXSID3044831,DTXSID1044807,DTXSID0044862,DTXSID8025707
32211	-148.0559	1	1.3982	6.608592e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2232211%22%2C%22main.cluster%20index_upperinput%22%3A%2232211%22%7D	1.0000000,0.8958001,0.5154748,0.5154748,0.5154748,0.1870749,0.1870749,0.1844529,0.1844529	COC(=O)C1=C(N)C=CC=C1,O=C1NC(=O)C2CC=CCC12,CC(=O)NC1=CC=C(O)C=C1,CC(=O)NC1=CC=CC(O)=C1,CC(=O)NC1=C(O)C=CC=C1,CC1=CC=CC(=C1C)[N+]([O-])=O,CC1=CC=CC(C)=C1[N+]([O-])=O,CC1=CC=C(C=C1C)[N+]([O-])=O,CC1=CC(=CC(C)=C1)[N+]([O-])=O	DTXSID6025567,DTXSID8026513,DTXSID2020006,DTXSID3022089,DTXSID8022082,DTXSID7025132,DTXSID7025134,DTXSID2025133,DTXSID7025136	1,0.841,0.548,0.543,0.54,0.224,0.22,0.22,0.218	COC(=O)C1=C(N)C=CC=C1,O=C1NC(=O)C2CC=CCC12,CC(=O)NC1=CC=C(O)C=C1,CC(=O)NC1=C(O)C=CC=C1,CC(=O)NC1=CC=CC(O)=C1,CC1=CC=CC(C)=C1[N+]([O-])=O,CC1=CC=CC(=C1C)[N+]([O-])=O,CC1=CC(=CC(C)=C1)[N+]([O-])=O,CC1=CC=C(C=C1C)[N+]([O-])=O	DTXSID6025567,DTXSID8026513,DTXSID2020006,DTXSID8022082,DTXSID3022089,DTXSID7025134,DTXSID7025132,DTXSID7025136,DTXSID2025133	1,0.873,0.595,0.587,0.583,0.217,0.214,0.213,0.212	COC(=O)C1=C(N)C=CC=C1,O=C1NC(=O)C2CC=CCC12,CC(=O)NC1=CC=C(O)C=C1,CC(=O)NC1=C(O)C=CC=C1,CC(=O)NC1=CC=CC(O)=C1,CC1=CC=CC(C)=C1[N+]([O-])=O,CC1=CC=CC(=C1C)[N+]([O-])=O,CC1=CC(=CC(C)=C1)[N+]([O-])=O,CC1=CC=C(C=C1C)[N+]([O-])=O	DTXSID6025567,DTXSID8026513,DTXSID2020006,DTXSID8022082,DTXSID3022089,DTXSID7025134,DTXSID7025132,DTXSID7025136,DTXSID2025133
32240	-307.2053	3	15.3771	2.153128e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2232240%22%2C%22main.cluster%20index_upperinput%22%3A%2232240%22%7D	0	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	DTXSID7044972				1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	DTXSID7044972
33072	-223.1128	1	6.3214	9.515833e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2233072%22%2C%22main.cluster%20index_upperinput%22%3A%2233072%22%7D	1.0000000,0.9514196	C=CC(=O)OCCCCCCOC(=O)C=C,CC(=C)C(=O)OCCCCOC(=O)C(C)=C	DTXSID9025401,DTXSID4044870				1,0.953	C=CC(=O)OCCCCCCOC(=O)C=C,CC(=C)C(=O)OCCCCOC(=O)C(C)=C	DTXSID9025401,DTXSID4044870
33155	-227.1091	1	6.3214	8.634227e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2233155%22%2C%22main.cluster%20index_upperinput%22%3A%2233155%22%7D	0	C1CCC(CC1)SSC1CCCCC1	DTXSID4047628				1	C1CCC(CC1)SSC1CCCCC1	DTXSID4047628
33163	-279.2095	1	10.4913	7.900792e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2233163%22%2C%22main.cluster%20index_upperinput%22%3A%2233163%22%7D									
34076	-223.0684	2	5.6202	1.211243e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2234076%22%2C%22main.cluster%20index_upperinput%22%3A%2234076%22%7D									
34161	-279.1744	1	10.4913	2.270401e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2234161%22%2C%22main.cluster%20index_upperinput%22%3A%2234161%22%7D									
37322	-197.1329	2	12.2915	3.600908e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2237322%22%2C%22main.cluster%20index_upperinput%22%3A%2237322%22%7D									
37411	-223.1854	1	6.3214	4.333212e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2237411%22%2C%22main.cluster%20index_upperinput%22%3A%2237411%22%7D	1.0000000,0.8335177,0.8335177,0.7656023	CCCC\\C=C/CCCCCCCC(O)=O,CCOC(OCC)C=C(C)CCC=C(C)C,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,CC(CCOC(=O)C(C)C)CCC=C(C)C	DTXSID5041568,DTXSID1024837,DTXSID7027041,DTXSID7052652						
39447	-297.0060	1	11.2533	3.053762e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2239447%22%2C%22main.cluster%20index_upperinput%22%3A%2239447%22%7D									
39557	-292.1530	1	1.1506	7.325484e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2239557%22%2C%22main.cluster%20index_upperinput%22%3A%2239557%22%7D									
40036	-299.2008	1	9.0110	2.183366e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2240036%22%2C%22main.cluster%20index_upperinput%22%3A%2240036%22%7D									
40316	-281.1546	1	9.2600	9.462329e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2240316%22%2C%22main.cluster%20index_upperinput%22%3A%2240316%22%7D	1	C[C@@H]1CCC2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4	DTXSID5045962				1	C[C@@H]1CCC2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4	DTXSID5045962
41595	-197.1337	1	11.8524	5.109410e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241595%22%2C%22main.cluster%20index_upperinput%22%3A%2241595%22%7D									
41723	-299.1079	1	8.7743	1.997229e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241723%22%2C%22main.cluster%20index_upperinput%22%3A%2241723%22%7D	0	C1=CC=C2C(=C1)C=C1C=CC3=C4C(=CC=C3)C3=CC=CC=C3C2=C14	DTXSID9059753						
41841	-207.0458	2	4.9902	1.067513e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241841%22%2C%22main.cluster%20index_upperinput%22%3A%2241841%22%7D	1	NNC1=C(F)C(F)=C(NN)C(F)=C1F	DTXSID00305264				1	NNC1=C(F)C(F)=C(NN)C(F)=C1F	DTXSID00305264
43232	-213.0738	1	6.3104	3.639468e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2243232%22%2C%22main.cluster%20index_upperinput%22%3A%2243232%22%7D									
43978	-211.0748	1	9.0110	1.392700e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2243978%22%2C%22main.cluster%20index_upperinput%22%3A%2243978%22%7D	1.0000000,0.9773367,0.0000000	CC(=O)CC(=O)OCCOC(=O)C(C)=C,C=CC(=O)OCCOCCOC(=O)C=C,C(SCC1=CC=CC=C1)C1=CC=CC=C1	DTXSID7041388,DTXSID3025045,DTXSID6024599				1,0.774,0.597	CC(=O)CC(=O)OCCOC(=O)C(C)=C,C=CC(=O)OCCOCCOC(=O)C=C,C(SCC1=CC=CC=C1)C1=CC=CC=C1	DTXSID7041388,DTXSID3025045,DTXSID6024599
44374	-168.0492	1	1.4616	1.803004e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2244374%22%2C%22main.cluster%20index_upperinput%22%3A%2244374%22%7D									
44554	-212.0169	1	6.8573	3.136704e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2244554%22%2C%22main.cluster%20index_upperinput%22%3A%2244554%22%7D	1	COC(=O)C1=C(C=CC=C1)S(N)(=O)=O	DTXSID9074062				1	COC(=O)C1=C(C=CC=C1)S(N)(=O)=O	DTXSID9074062
45923	-381.2226	1	14.9496	7.526073e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2245923%22%2C%22main.cluster%20index_upperinput%22%3A%2245923%22%7D	1.0000000,0.9518444,0.6676612,0.6593038,0.4457226	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@]11O[C@@H]1C[C@@H]2C1=COC(=O)C=C1,CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1	DTXSID9040683,DTXSID0046808,DTXSID60317464,DTXSID8023000,DTXSID4020614						
45968	-299.2139	1	13.5670	6.879018e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2245968%22%2C%22main.cluster%20index_upperinput%22%3A%2245968%22%7D	1.0000000,0.7939210,0.4746137,0.4020725	CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	DTXSID7022047,DTXSID8048814,DTXSID4036489,DTXSID1033664						
46146	-371.2362	1	12.2951	2.783125e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2246146%22%2C%22main.cluster%20index_upperinput%22%3A%2246146%22%7D									
46394	-349.2156	1	13.5670	4.672573e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2246394%22%2C%22main.cluster%20index_upperinput%22%3A%2246394%22%7D	1	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	DTXSID4022947				1	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	DTXSID4022947
46995	-383.1786	1	14.7005	2.632491e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2246995%22%2C%22main.cluster%20index_upperinput%22%3A%2246995%22%7D									
47398	-263.1805	1	12.2951	1.914857e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2247398%22%2C%22main.cluster%20index_upperinput%22%3A%2247398%22%7D	1	CCCCCCCCCC=CCC1CC(=O)OC1=O	DTXSID7025217						
